date,open,high,low,close,volume,dividends,stock_splits,ticker,interval
2021-01-04 00:00:00-05:00,7.769999980926514,10.5,7.699999809265137,10.149999618530273,6826,0.0,0.0,BHST,1wk
2021-01-11 00:00:00-05:00,10.255000114440918,10.569999694824219,8.470000267028809,9.975000381469727,27400,0.0,0.0,BHST,1wk
2021-01-18 00:00:00-05:00,10.149999618530273,67.9000015258789,9.800000190734863,14.140000343322754,55205,0.0,0.0,BHST,1wk
2021-01-25 00:00:00-05:00,14.699999809265137,21.0,9.100000381469727,12.600000381469727,64029,0.0,0.0,BHST,1wk
2021-02-01 00:00:00-05:00,12.600000381469727,15.75,12.25,13.895000457763672,40551,0.0,0.0,BHST,1wk
2021-02-08 00:00:00-05:00,15.225000381469727,28.0,12.25,19.145000457763672,72980,0.0,0.0,BHST,1wk
2021-02-15 00:00:00-05:00,19.600000381469727,27.649999618530273,16.799999237060547,19.25,46887,0.0,0.0,BHST,1wk
2021-02-22 00:00:00-05:00,18.165000915527344,22.75,15.819999694824219,17.850000381469727,58327,0.0,0.0,BHST,1wk
2021-03-01 00:00:00-05:00,17.5,21.0,13.475000381469727,16.415000915527344,33349,0.0,0.0,BHST,1wk
2021-03-08 00:00:00-05:00,16.764999389648438,16.764999389648438,14.175000190734863,15.050000190734863,17920,0.0,0.0,BHST,1wk
2021-03-15 00:00:00-04:00,16.100000381469727,16.100000381469727,13.300000190734863,14.524999618530273,17980,0.0,0.0,BHST,1wk
2021-03-22 00:00:00-04:00,14.175000190734863,14.699999809265137,10.5,13.194999694824219,20629,0.0,0.0,BHST,1wk
2021-03-29 00:00:00-04:00,13.789999961853027,14.350000381469727,12.25,13.824999809265137,3846,0.0,0.0,BHST,1wk
2021-04-05 00:00:00-04:00,14.0,15.574999809265137,12.425000190734863,13.194999694824219,18902,0.0,0.0,BHST,1wk
2021-04-12 00:00:00-04:00,13.475000381469727,13.475000381469727,10.744999885559082,11.164999961853027,10606,0.0,0.0,BHST,1wk
2021-04-19 00:00:00-04:00,11.9350004196167,11.9350004196167,9.800000190734863,10.255000114440918,13234,0.0,0.0,BHST,1wk
2021-04-26 00:00:00-04:00,10.289999961853027,11.899999618530273,10.220000267028809,10.779999732971191,8780,0.0,0.0,BHST,1wk
2021-05-03 00:00:00-04:00,10.640000343322754,11.34000015258789,9.800000190734863,10.5,14574,0.0,0.0,BHST,1wk
2021-05-10 00:00:00-04:00,11.725000381469727,11.725000381469727,10.149999618530273,10.850000381469727,12055,0.0,0.0,BHST,1wk
2021-05-17 00:00:00-04:00,10.395000457763672,11.199999809265137,9.380000114440918,10.010000228881836,5361,0.0,0.0,BHST,1wk
2021-05-24 00:00:00-04:00,11.199999809265137,11.199999809265137,9.100000381469727,10.149999618530273,5926,0.0,0.0,BHST,1wk
2021-05-31 00:00:00-04:00,9.800000190734863,10.149999618530273,7.0,8.260000228881836,16132,0.0,0.0,BHST,1wk
2021-06-07 00:00:00-04:00,8.050000190734863,11.375,7.59499979019165,8.154999732971191,13232,0.0,0.0,BHST,1wk
2021-06-14 00:00:00-04:00,8.329999923706055,9.100000381469727,7.769999980926514,7.875,8338,0.0,0.0,BHST,1wk
2021-06-21 00:00:00-04:00,8.470000267028809,9.100000381469727,7.840000152587891,8.225000381469727,3225,0.0,0.0,BHST,1wk
2021-06-28 00:00:00-04:00,9.100000381469727,10.850000381469727,8.050000190734863,9.274999618530273,8965,0.0,0.0,BHST,1wk
2021-07-05 00:00:00-04:00,9.274999618530273,14.350000381469727,8.71500015258789,11.899999618530273,16358,0.0,0.0,BHST,1wk
2021-07-12 00:00:00-04:00,12.25,15.574999809265137,10.010000228881836,11.550000190734863,7846,0.0,0.0,BHST,1wk
2021-07-19 00:00:00-04:00,10.779999732971191,12.949999809265137,10.675000190734863,11.515000343322754,6474,0.0,0.0,BHST,1wk
2021-07-26 00:00:00-04:00,11.550000190734863,12.074999809265137,10.5,10.850000381469727,6329,0.0,0.0,BHST,1wk
2021-08-02 00:00:00-04:00,10.850000381469727,12.074999809265137,7.699999809265137,11.234999656677246,6183,0.0,0.0,BHST,1wk
2021-08-09 00:00:00-04:00,11.024999618530273,12.180000305175781,10.850000381469727,11.654999732971191,2928,0.0,0.0,BHST,1wk
2021-08-16 00:00:00-04:00,11.375,12.005000114440918,9.100000381469727,10.675000190734863,4711,0.0,0.0,BHST,1wk
2021-08-23 00:00:00-04:00,10.255000114440918,11.305000305175781,9.800000190734863,10.850000381469727,3186,0.0,0.0,BHST,1wk
2021-08-30 00:00:00-04:00,10.779999732971191,12.949999809265137,9.729999542236328,11.199999809265137,5900,0.0,0.0,BHST,1wk
2021-09-06 00:00:00-04:00,11.199999809265137,11.550000190734863,9.765000343322754,10.989999771118164,7423,0.0,0.0,BHST,1wk
2021-09-13 00:00:00-04:00,10.954999923706055,11.550000190734863,9.625,9.975000381469727,9050,0.0,0.0,BHST,1wk
2021-09-20 00:00:00-04:00,9.729999542236328,10.5,9.380000114440918,9.904999732971191,4173,0.0,0.0,BHST,1wk
2021-09-27 00:00:00-04:00,9.484999656677246,9.904999732971191,5.25,9.694999694824219,4574,0.0,0.0,BHST,1wk
2021-10-04 00:00:00-04:00,9.9399995803833,10.079999923706055,8.364999771118164,9.0649995803833,6648,0.0,0.0,BHST,1wk
2021-10-11 00:00:00-04:00,9.9399995803833,10.114999771118164,8.75,9.625,7340,0.0,0.0,BHST,1wk
