datetime,open,high,low,close,volume,dividends,stock_splits,capital_gains,ticker,interval
2026-04-09 11:43:00-04:00,8.569999694824219,8.569999694824219,8.569999694824219,8.569999694824219,0,0.0,0.0,0.0,BIS,1m
2026-04-09 11:47:00-04:00,8.545000076293945,8.545000076293945,8.545000076293945,8.545000076293945,1186,0.0,0.0,0.0,BIS,1m
2026-04-09 11:49:00-04:00,8.5600004196167,8.5600004196167,8.5600004196167,8.5600004196167,0,0.0,0.0,0.0,BIS,1m
2026-04-09 13:00:00-04:00,8.470000267028809,8.470000267028809,8.470000267028809,8.470000267028809,1261,0.0,0.0,0.0,BIS,1m
2026-04-09 15:50:00-04:00,8.509699821472168,8.518500328063965,8.505000114440918,8.505000114440918,20083,0.0,0.0,0.0,BIS,1m
2026-04-09 15:52:00-04:00,8.49020004272461,8.5,8.490099906921387,8.5,1242,0.0,0.0,0.0,BIS,1m
2026-04-09 15:53:00-04:00,8.500100135803223,8.500100135803223,8.500100135803223,8.500100135803223,635,0.0,0.0,0.0,BIS,1m
2026-04-10 09:30:00-04:00,8.420000076293945,8.420000076293945,8.420000076293945,8.420000076293945,251,0.0,0.0,0.0,BIS,1m
2026-04-10 09:31:00-04:00,8.539999961853027,8.539999961853027,8.539999961853027,8.539999961853027,500,0.0,0.0,0.0,BIS,1m
2026-04-10 09:32:00-04:00,8.550000190734863,8.550000190734863,8.550000190734863,8.550000190734863,357,0.0,0.0,0.0,BIS,1m
2026-04-10 09:55:00-04:00,8.604999542236328,8.604999542236328,8.604999542236328,8.604999542236328,3038,0.0,0.0,0.0,BIS,1m
2026-04-10 10:11:00-04:00,8.619999885559082,8.619999885559082,8.619999885559082,8.619999885559082,226,0.0,0.0,0.0,BIS,1m
2026-04-10 11:23:00-04:00,8.68179988861084,8.68179988861084,8.68179988861084,8.68179988861084,495,0.0,0.0,0.0,BIS,1m
2026-04-10 11:47:00-04:00,8.720000267028809,8.720000267028809,8.720000267028809,8.720000267028809,501,0.0,0.0,0.0,BIS,1m
2026-04-10 12:39:00-04:00,8.770099639892578,8.770099639892578,8.770099639892578,8.770099639892578,482,0.0,0.0,0.0,BIS,1m
2026-04-10 13:15:00-04:00,8.805000305175781,8.805000305175781,8.805000305175781,8.805000305175781,127,0.0,0.0,0.0,BIS,1m
2026-04-10 13:40:00-04:00,8.800000190734863,8.800000190734863,8.800000190734863,8.800000190734863,200,0.0,0.0,0.0,BIS,1m
2026-04-10 13:41:00-04:00,8.8100004196167,8.8100004196167,8.8100004196167,8.8100004196167,100,0.0,0.0,0.0,BIS,1m
2026-04-10 13:44:00-04:00,8.805000305175781,8.805000305175781,8.805000305175781,8.805000305175781,6500,0.0,0.0,0.0,BIS,1m
2026-04-10 13:45:00-04:00,8.800000190734863,8.800000190734863,8.800000190734863,8.800000190734863,0,0.0,0.0,0.0,BIS,1m
2026-04-10 13:59:00-04:00,8.800000190734863,8.800000190734863,8.800000190734863,8.800000190734863,300,0.0,0.0,0.0,BIS,1m
2026-04-10 14:37:00-04:00,8.8100004196167,8.8100004196167,8.8100004196167,8.8100004196167,500,0.0,0.0,0.0,BIS,1m
2026-04-10 14:44:00-04:00,8.819999694824219,8.819999694824219,8.819999694824219,8.819999694824219,0,0.0,0.0,0.0,BIS,1m
2026-04-10 15:50:00-04:00,8.770600318908691,8.770600318908691,8.770000457763672,8.770000457763672,4180,0.0,0.0,0.0,BIS,1m
2026-04-10 15:52:00-04:00,8.78499984741211,8.78499984741211,8.78499984741211,8.78499984741211,191,0.0,0.0,0.0,BIS,1m
