symbol,base,quote,exchange,type,active
GTC/EUR,GTC,EUR,kraken,spot,True
GTC/USD,GTC,USD,kraken,spot,True
GUN/EUR,GUN,EUR,kraken,spot,True
GUN/USD,GUN,USD,kraken,spot,True
G/USD,G,USD,kraken,spot,True
GWEI/EUR,GWEI,EUR,kraken,spot,False
GWEI/USD,GWEI,USD,kraken,spot,True
HBAR/EUR,HBAR,EUR,kraken,spot,True
HBAR/USD,HBAR,USD,kraken,spot,True
HDX/EUR,HDX,EUR,kraken,spot,True
HDX/USD,HDX,USD,kraken,spot,True
H/EUR,H,EUR,kraken,spot,True
HFT/EUR,HFT,EUR,kraken,spot,True
HFT/USD,HFT,USD,kraken,spot,True
HIPPO/EUR,HIPPO,EUR,kraken,spot,True
HIPPO/USD,HIPPO,USD,kraken,spot,True
HMSTR/EUR,HMSTR,EUR,kraken,spot,True
HMSTR/USD,HMSTR,USD,kraken,spot,True
HNT/EUR,HNT,EUR,kraken,spot,True
HNT/USD,HNT,USD,kraken,spot,True
HOLO/EUR,HOLO,EUR,kraken,spot,True
HOLO/USD,HOLO,USD,kraken,spot,True
HONEY/EUR,HONEY,EUR,kraken,spot,True
HONEY/USD,HONEY,USD,kraken,spot,True
HOUSE/EUR,HOUSE,EUR,kraken,spot,True
HOUSE/USD,HOUSE,USD,kraken,spot,True
HPOS10I/EUR,HPOS10I,EUR,kraken,spot,True
HPOS10I/USD,HPOS10I,USD,kraken,spot,True
HSK/EUR,HSK,EUR,kraken,spot,True
HSK/USD,HSK,USD,kraken,spot,True
H/USD,H,USD,kraken,spot,True
HYPE/EUR,HYPE,EUR,kraken,spot,True
HYPE/USD,HYPE,USD,kraken,spot,True
IAG/EUR,IAG,EUR,kraken,spot,True
IAG/USD,IAG,USD,kraken,spot,True
ICNT/EUR,ICNT,EUR,kraken,spot,True
ICNT/USD,ICNT,USD,kraken,spot,True
ICP/EUR,ICP,EUR,kraken,spot,True
ICP/USD,ICP,USD,kraken,spot,True
ICX/EUR,ICX,EUR,kraken,spot,True
ICX/USD,ICX,USD,kraken,spot,True
IDEX/EUR,IDEX,EUR,kraken,spot,True
IDEX/USD,IDEX,USD,kraken,spot,True
IDOS/EUR,IDOS,EUR,kraken,spot,True
IDOS/USD,IDOS,USD,kraken,spot,True
IMX/EUR,IMX,EUR,kraken,spot,True
IMX/USD,IMX,USD,kraken,spot,True
IN/EUR,IN,EUR,kraken,spot,True
INIT/EUR,INIT,EUR,kraken,spot,True
INIT/USD,INIT,USD,kraken,spot,True
INJ/EUR,INJ,EUR,kraken,spot,True
INJ/USD,INJ,USD,kraken,spot,True
IN/USD,IN,USD,kraken,spot,True
INX/EUR,INX,EUR,kraken,spot,True
INX/USD,INX,USD,kraken,spot,True
IP/EUR,IP,EUR,kraken,spot,True
IP/USD,IP,USD,kraken,spot,True
IR/EUR,IR,EUR,kraken,spot,True
IR/USD,IR,USD,kraken,spot,True
JAILSTOOL/EUR,JAILSTOOL,EUR,kraken,spot,True
JAILSTOOL/USD,JAILSTOOL,USD,kraken,spot,True
JASMY/EUR,JASMY,EUR,kraken,spot,True
JASMY/USD,JASMY,USD,kraken,spot,True
JITOSOL/EUR,JITOSOL,EUR,kraken,spot,True
JITOSOL/SOL,JITOSOL,SOL,kraken,spot,True
JITOSOL/USD,JITOSOL,USD,kraken,spot,True
JOE/EUR,JOE,EUR,kraken,spot,True
JOE/USD,JOE,USD,kraken,spot,True
JST/EUR,JST,EUR,kraken,spot,True
JST/USD,JST,USD,kraken,spot,True
JTO/EUR,JTO,EUR,kraken,spot,True
JTO/USD,JTO,USD,kraken,spot,True
JUNO/EUR,JUNO,EUR,kraken,spot,True
JUNO/USD,JUNO,USD,kraken,spot,True
JUP/EUR,JUP,EUR,kraken,spot,True
JUP/USD,JUP,USD,kraken,spot,True
KAITO/EUR,KAITO,EUR,kraken,spot,True
KAITO/USD,KAITO,USD,kraken,spot,True
KAS/EUR,KAS,EUR,kraken,spot,True
KAS/USD,KAS,USD,kraken,spot,True
KAS/USDT,KAS,USDT,kraken,spot,True
KAT/EUR,KAT,EUR,kraken,spot,True
KAT/USD,KAT,USD,kraken,spot,True
KAVA/EUR,KAVA,EUR,kraken,spot,True
KAVA/USD,KAVA,USD,kraken,spot,True
KEEP/EUR,KEEP,EUR,kraken,spot,True
KEEP/USD,KEEP,USD,kraken,spot,True
KERNEL/EUR,KERNEL,EUR,kraken,spot,True
KERNEL/USD,KERNEL,USD,kraken,spot,True
KET/EUR,KET,EUR,kraken,spot,True
KET/USD,KET,USD,kraken,spot,True
KEY/EUR,KEY,EUR,kraken,spot,True
KEY/USD,KEY,USD,kraken,spot,True
KGEN/EUR,KGEN,EUR,kraken,spot,True
KGEN/USD,KGEN,USD,kraken,spot,True
KIN/EUR,KIN,EUR,kraken,spot,True
KIN/USD,KIN,USD,kraken,spot,True
KMNO/EUR,KMNO,EUR,kraken,spot,True
KMNO/USD,KMNO,USD,kraken,spot,True
KNC/EUR,KNC,EUR,kraken,spot,True
KNC/USD,KNC,USD,kraken,spot,True
KOBAN/EUR,KOBAN,EUR,kraken,spot,True
KOBAN/USD,KOBAN,USD,kraken,spot,True
KP3R/EUR,KP3R,EUR,kraken,spot,True
KP3R/USD,KP3R,USD,kraken,spot,True
KSM/EUR,KSM,EUR,kraken,spot,True
KSM/GBP,KSM,GBP,kraken,spot,True
KSM/USD,KSM,USD,kraken,spot,True
KTA/EUR,KTA,EUR,kraken,spot,True
KTA/USD,KTA,USD,kraken,spot,True
KULA/EUR,KULA,EUR,kraken,spot,True
KULA/USD,KULA,USD,kraken,spot,True
L3/EUR,L3,EUR,kraken,spot,True
L3/USD,L3,USD,kraken,spot,True
LAVA/EUR,LAVA,EUR,kraken,spot,True
LAVA/USD,LAVA,USD,kraken,spot,True
LAYER/EUR,LAYER,EUR,kraken,spot,True
LAYER/USD,LAYER,USD,kraken,spot,True
LCAP/EUR,LCAP,EUR,kraken,spot,True
LCAP/USD,LCAP,USD,kraken,spot,True
LCX/EUR,LCX,EUR,kraken,spot,False
LCX/USD,LCX,USD,kraken,spot,False
LDO/EUR,LDO,EUR,kraken,spot,True
LDO/USD,LDO,USD,kraken,spot,True
LINEA/EUR,LINEA,EUR,kraken,spot,True
LINEA/USD,LINEA,USD,kraken,spot,True
LINK/AUD,LINK,AUD,kraken,spot,True
LINK/ETH,LINK,ETH,kraken,spot,True
LINK/EUR,LINK,EUR,kraken,spot,True
LINK/GBP,LINK,GBP,kraken,spot,True
LINK/JPY,LINK,JPY,kraken,spot,True
LINK/USD,LINK,USD,kraken,spot,True
LINK/USDC,LINK,USDC,kraken,spot,True
LINK/USDT,LINK,USDT,kraken,spot,True
LINK/BTC,LINK,BTC,kraken,spot,True
LION/EUR,LION,EUR,kraken,spot,True
LION/USD,LION,USD,kraken,spot,True
LIT/EUR,LIT,EUR,kraken,spot,True
LIT/USD,LIT,USD,kraken,spot,True
LMWR/EUR,LMWR,EUR,kraken,spot,True
LMWR/USD,LMWR,USD,kraken,spot,True
LOBO/EUR,LOBO,EUR,kraken,spot,False
LOBO/USD,LOBO,USD,kraken,spot,True
LOCKIN/EUR,LOCKIN,EUR,kraken,spot,True
LOCKIN/USD,LOCKIN,USD,kraken,spot,True
LOFI/EUR,LOFI,EUR,kraken,spot,True
LOFI/USD,LOFI,USD,kraken,spot,True
LPT/EUR,LPT,EUR,kraken,spot,True
LPT/USD,LPT,USD,kraken,spot,True
LQTY/EUR,LQTY,EUR,kraken,spot,True
LQTY/USD,LQTY,USD,kraken,spot,True
LRC/EUR,LRC,EUR,kraken,spot,True
LRC/USD,LRC,USD,kraken,spot,True
LSETH/ETH,LSETH,ETH,kraken,spot,True
LSETH/EUR,LSETH,EUR,kraken,spot,True
LSETH/USD,LSETH,USD,kraken,spot,True
LSK/EUR,LSK,EUR,kraken,spot,True
LSK/USD,LSK,USD,kraken,spot,True
LSSOL/EUR,LSSOL,EUR,kraken,spot,True
LSSOL/SOL,LSSOL,SOL,kraken,spot,True
LSSOL/USD,LSSOL,USD,kraken,spot,True
LTC/AUD,LTC,AUD,kraken,spot,True
LTC/ETH,LTC,ETH,kraken,spot,True
LTC/GBP,LTC,GBP,kraken,spot,True
LTC/USDC,LTC,USDC,kraken,spot,True
LTC/USDT,LTC,USDT,kraken,spot,True
LUNC/EUR,LUNC,EUR,kraken,spot,True
LUNC/USD,LUNC,USD,kraken,spot,True
MANA/EUR,MANA,EUR,kraken,spot,True
MANA/USD,MANA,USD,kraken,spot,True
MANA/USDC,MANA,USDC,kraken,spot,True
MANA/USDT,MANA,USDT,kraken,spot,True
MANA/BTC,MANA,BTC,kraken,spot,True
MANTRA/EUR,MANTRA,EUR,kraken,spot,True
MANTRA/USD,MANTRA,USD,kraken,spot,True
MASK/EUR,MASK,EUR,kraken,spot,True
MASK/USD,MASK,USD,kraken,spot,True
MAT/EUR,MAT,EUR,kraken,spot,True
MAT/USD,MAT,USD,kraken,spot,True
ME/EUR,ME,EUR,kraken,spot,True
MELANIA/EUR,MELANIA,EUR,kraken,spot,True
MELANIA/USD,MELANIA,USD,kraken,spot,True
MELANIA/USDC,MELANIA,USDC,kraken,spot,True
MELANIA/USDT,MELANIA,USDT,kraken,spot,True
MEME/EUR,MEME,EUR,kraken,spot,True
MEME/USD,MEME,USD,kraken,spot,True
MERL/EUR,MERL,EUR,kraken,spot,True
MERL/USD,MERL,USD,kraken,spot,True
MET/EUR,MET,EUR,kraken,spot,True
METH/ETH,METH,ETH,kraken,spot,True
METH/USD,METH,USD,kraken,spot,True
METIS/EUR,METIS,EUR,kraken,spot,True
METIS/USD,METIS,USD,kraken,spot,True
MET/USD,MET,USD,kraken,spot,True
M/EUR,M,EUR,kraken,spot,True
ME/USD,ME,USD,kraken,spot,True
MEW/EUR,MEW,EUR,kraken,spot,True
MEW/USD,MEW,USD,kraken,spot,True
MEZO/EUR,MEZO,EUR,kraken,spot,True
MEZO/USD,MEZO,USD,kraken,spot,True
MF/EUR,MF,EUR,kraken,spot,True
MF/USD,MF,USD,kraken,spot,True
MICHI/EUR,MICHI,EUR,kraken,spot,True
MICHI/USD,MICHI,USD,kraken,spot,True
MIM/EUR,MIM,EUR,kraken,spot,True
MIM/USD,MIM,USD,kraken,spot,True
MINA/EUR,MINA,EUR,kraken,spot,True
MINA/GBP,MINA,GBP,kraken,spot,True
MINA/USD,MINA,USD,kraken,spot,True
MINA/BTC,MINA,BTC,kraken,spot,True
MIRA/EUR,MIRA,EUR,kraken,spot,True
MIRA/USD,MIRA,USD,kraken,spot,True
MIR/EUR,MIR,EUR,kraken,spot,True
MIRROR/EUR,MIRROR,EUR,kraken,spot,True
MIRROR/USD,MIRROR,USD,kraken,spot,True
MIR/USD,MIR,USD,kraken,spot,True
MNGO/EUR,MNGO,EUR,kraken,spot,True
MNGO/USD,MNGO,USD,kraken,spot,True
MNT/EUR,MNT,EUR,kraken,spot,True
MNT/USD,MNT,USD,kraken,spot,True
MOCA/EUR,MOCA,EUR,kraken,spot,True
MOCA/USD,MOCA,USD,kraken,spot,True
MOG/EUR,MOG,EUR,kraken,spot,True
MOG/USD,MOG,USD,kraken,spot,True
MON/AUSD,MON,AUSD,kraken,spot,True
MON/EUR,MON,EUR,kraken,spot,True
MON/USD,MON,USD,kraken,spot,True
MOODENG/EUR,MOODENG,EUR,kraken,spot,True
MOODENG/USD,MOODENG,USD,kraken,spot,True
MOON/EUR,MOON,EUR,kraken,spot,True
MOON/USD,MOON,USD,kraken,spot,True
MORPHO/EUR,MORPHO,EUR,kraken,spot,True
MORPHO/USD,MORPHO,USD,kraken,spot,True
MOVR/EUR,MOVR,EUR,kraken,spot,True
MOVR/USD,MOVR,USD,kraken,spot,True
MSOL/EUR,MSOL,EUR,kraken,spot,True
MSOL/USD,MSOL,USD,kraken,spot,True
MUBARAK/EUR,MUBARAK,EUR,kraken,spot,True
MUBARAK/USD,MUBARAK,USD,kraken,spot,True
MULTI/EUR,MULTI,EUR,kraken,spot,True
MULTI/USD,MULTI,USD,kraken,spot,True
M/USD,M,USD,kraken,spot,True
MV/EUR,MV,EUR,kraken,spot,True
MV/USD,MV,USD,kraken,spot,True
MXC/EUR,MXC,EUR,kraken,spot,True
MXC/USD,MXC,USD,kraken,spot,True
MXNB/USD,MXNB,USD,kraken,spot,True
MYX/EUR,MYX,EUR,kraken,spot,True
MYX/USD,MYX,USD,kraken,spot,True
NANO/EUR,NANO,EUR,kraken,spot,True
NANO/USD,NANO,USD,kraken,spot,True
NEAR/EUR,NEAR,EUR,kraken,spot,True
NEAR/USD,NEAR,USD,kraken,spot,True
NEIRO/EUR,NEIRO,EUR,kraken,spot,True
NEIRO/USD,NEIRO,USD,kraken,spot,True
NIGHT/EUR,NIGHT,EUR,kraken,spot,True
NIGHT/USD,NIGHT,USD,kraken,spot,True
NIL/EUR,NIL,EUR,kraken,spot,True
NIL/USD,NIL,USD,kraken,spot,True
NMR/EUR,NMR,EUR,kraken,spot,True
NMR/USD,NMR,USD,kraken,spot,True
NOBODY/EUR,NOBODY,EUR,kraken,spot,True
NOBODY/USD,NOBODY,USD,kraken,spot,True
NODE/EUR,NODE,EUR,kraken,spot,False
NODE/USD,NODE,USD,kraken,spot,True
NOS/EUR,NOS,EUR,kraken,spot,True
NOS/USD,NOS,USD,kraken,spot,True
NOT/EUR,NOT,EUR,kraken,spot,True
NOT/USD,NOT,USD,kraken,spot,True
NPC/EUR,NPC,EUR,kraken,spot,True
NPC/USD,NPC,USD,kraken,spot,True
NTRN/EUR,NTRN,EUR,kraken,spot,True
NTRN/USD,NTRN,USD,kraken,spot,True
NYM/EUR,NYM,EUR,kraken,spot,True
NYM/USD,NYM,USD,kraken,spot,True
OBOL/EUR,OBOL,EUR,kraken,spot,True
OBOL/USD,OBOL,USD,kraken,spot,True
OBOL/USDT,OBOL,USDT,kraken,spot,True
OCEAN/EUR,OCEAN,EUR,kraken,spot,True
OCEAN/USD,OCEAN,USD,kraken,spot,True
ODOS/EUR,ODOS,EUR,kraken,spot,True
ODOS/USD,ODOS,USD,kraken,spot,True
OGN/EUR,OGN,EUR,kraken,spot,True
OGN/USD,OGN,USD,kraken,spot,True
OKB/EUR,OKB,EUR,kraken,spot,True
OKB/USD,OKB,USD,kraken,spot,True
OMG/EUR,OMG,EUR,kraken,spot,True
OMG/USD,OMG,USD,kraken,spot,True
OMI/EUR,OMI,EUR,kraken,spot,True
OMI/USD,OMI,USD,kraken,spot,True
OMNI/EUR,OMNI,EUR,kraken,spot,True
OMNI/USD,OMNI,USD,kraken,spot,True
ONDO/EUR,ONDO,EUR,kraken,spot,True
ONDO/USD,ONDO,USD,kraken,spot,True
OOB/EUR,OOB,EUR,kraken,spot,True
OOB/USD,OOB,USD,kraken,spot,True
OPEN/EUR,OPEN,EUR,kraken,spot,True
OPEN/USD,OPEN,USD,kraken,spot,True
OP/EUR,OP,EUR,kraken,spot,True
OPN/USD,OPN,USD,kraken,spot,True
OP/USD,OP,USD,kraken,spot,True
ORCA/EUR,ORCA,EUR,kraken,spot,True
ORCA/USD,ORCA,USD,kraken,spot,True
ORDER/EUR,ORDER,EUR,kraken,spot,True
ORDER/USD,ORDER,USD,kraken,spot,True
OSMO/EUR,OSMO,EUR,kraken,spot,True
OSMO/USD,OSMO,USD,kraken,spot,True
OXT/EUR,OXT,EUR,kraken,spot,True
OXT/USD,OXT,USD,kraken,spot,True
PACK/USD,PACK,USD,kraken,spot,True
PACT/USD,PACT,USD,kraken,spot,True
PARTI/EUR,PARTI,EUR,kraken,spot,True
PARTI/USD,PARTI,USD,kraken,spot,True
PAXG/ETH,PAXG,ETH,kraken,spot,True
PAXG/EUR,PAXG,EUR,kraken,spot,True
PAXG/USD,PAXG,USD,kraken,spot,True
PAXG/BTC,PAXG,BTC,kraken,spot,True
PEAQ/EUR,PEAQ,EUR,kraken,spot,True
PEAQ/USD,PEAQ,USD,kraken,spot,True
PEAQ/USDC,PEAQ,USDC,kraken,spot,True
PENDLE/EUR,PENDLE,EUR,kraken,spot,True
PENDLE/USD,PENDLE,USD,kraken,spot,True
PENGU/EUR,PENGU,EUR,kraken,spot,True
PENGU/USD,PENGU,USD,kraken,spot,True
PENGU/USDC,PENGU,USDC,kraken,spot,True
PENGU/USDT,PENGU,USDT,kraken,spot,True
PEPE/AUD,PEPE,AUD,kraken,spot,True
PEPE/CAD,PEPE,CAD,kraken,spot,True
PEPECOIN/USD,PEPECOIN,USD,kraken,spot,True
PEPE/EUR,PEPE,EUR,kraken,spot,True
PEPE/GBP,PEPE,GBP,kraken,spot,True
PEP/EUR,PEP,EUR,kraken,spot,True
PEPE/USD,PEPE,USD,kraken,spot,True
PEP/USD,PEP,USD,kraken,spot,True
PERP/EUR,PERP,EUR,kraken,spot,True
PERP/USD,PERP,USD,kraken,spot,True
PHA/EUR,PHA,EUR,kraken,spot,True
PHA/USD,PHA,USD,kraken,spot,True
PI/EUR,PI,EUR,kraken,spot,True
PIPE/EUR,PIPE,EUR,kraken,spot,True
PIPE/USD,PIPE,USD,kraken,spot,True
PI/USD,PI,USD,kraken,spot,True
PLANCK/EUR,PLANCK,EUR,kraken,spot,True
PLANCK/USD,PLANCK,USD,kraken,spot,True
PLAY/EUR,PLAY,EUR,kraken,spot,True
PLAY/USD,PLAY,USD,kraken,spot,True
PLUME/EUR,PLUME,EUR,kraken,spot,True
PLUME/USD,PLUME,USD,kraken,spot,True
PNUT/EUR,PNUT,EUR,kraken,spot,True
PNUT/USD,PNUT,USD,kraken,spot,True
POL/EUR,POL,EUR,kraken,spot,True
POLIS/EUR,POLIS,EUR,kraken,spot,True
POLIS/USD,POLIS,USD,kraken,spot,True
POLS/EUR,POLS,EUR,kraken,spot,True
POLS/USD,POLS,USD,kraken,spot,True
POL/USD,POL,USD,kraken,spot,True
POND/EUR,POND,EUR,kraken,spot,True
POND/USD,POND,USD,kraken,spot,True
PONKE/EUR,PONKE,EUR,kraken,spot,True
PONKE/USD,PONKE,USD,kraken,spot,True
POPCAT/EUR,POPCAT,EUR,kraken,spot,True
POPCAT/GBP,POPCAT,GBP,kraken,spot,True
POPCAT/USD,POPCAT,USD,kraken,spot,True
PORTAL/EUR,PORTAL,EUR,kraken,spot,True
PORTAL/USD,PORTAL,USD,kraken,spot,True
POWR/EUR,POWR,EUR,kraken,spot,True
POWR/USD,POWR,USD,kraken,spot,True
PRCL/EUR,PRCL,EUR,kraken,spot,True
PRCL/USD,PRCL,USD,kraken,spot,True
PRIME/EUR,PRIME,EUR,kraken,spot,True
PRIME/USD,PRIME,USD,kraken,spot,True
PRO/EUR,PRO,EUR,kraken,spot,True
PROMPT/EUR,PROMPT,EUR,kraken,spot,True
PROMPT/USD,PROMPT,USD,kraken,spot,True
PRO/USD,PRO,USD,kraken,spot,True
PROVE/EUR,PROVE,EUR,kraken,spot,True
PROVE/USD,PROVE,USD,kraken,spot,True
PTB/EUR,PTB,EUR,kraken,spot,True
PTB/USD,PTB,USD,kraken,spot,True
PUFFER/EUR,PUFFER,EUR,kraken,spot,True
PUFFER/USD,PUFFER,USD,kraken,spot,True
PUMP/EUR,PUMP,EUR,kraken,spot,True
PUMP/SOL,PUMP,SOL,kraken,spot,True
PUMP/USD,PUMP,USD,kraken,spot,True
PUPS/EUR,PUPS,EUR,kraken,spot,True
PUPS/USD,PUPS,USD,kraken,spot,True
PYTH/EUR,PYTH,EUR,kraken,spot,True
PYTH/USD,PYTH,USD,kraken,spot,True
PYUSD/EUR,PYUSD,EUR,kraken,spot,True
PYUSD/USD,PYUSD,USD,kraken,spot,True
QCAD/USD,QCAD,USD,kraken,spot,False
Q/EUR,Q,EUR,kraken,spot,True
QI/EUR,QI,EUR,kraken,spot,True
QI/USD,QI,USD,kraken,spot,True
QNT/EUR,QNT,EUR,kraken,spot,True
QNT/USD,QNT,USD,kraken,spot,True
QTUM/EUR,QTUM,EUR,kraken,spot,True
QTUM/USD,QTUM,USD,kraken,spot,True
Q/USD,Q,USD,kraken,spot,True
RAD/EUR,RAD,EUR,kraken,spot,True
RAD/USD,RAD,USD,kraken,spot,True
RAIIN/EUR,RAIIN,EUR,kraken,spot,True
RAIIN/USD,RAIIN,USD,kraken,spot,True
RAILS/EUR,RAILS,EUR,kraken,spot,True
RAILS/USD,RAILS,USD,kraken,spot,True
RAIN/EUR,RAIN,EUR,kraken,spot,True
RAIN/USD,RAIN,USD,kraken,spot,True
RARE/EUR,RARE,EUR,kraken,spot,True
RARE/USD,RARE,USD,kraken,spot,True
RARI/EUR,RARI,EUR,kraken,spot,True
RARI/USD,RARI,USD,kraken,spot,True
RAVE/EUR,RAVE,EUR,kraken,spot,True
RAVE/USD,RAVE,USD,kraken,spot,True
RAVE/USDT,RAVE,USDT,kraken,spot,True
RAY/EUR,RAY,EUR,kraken,spot,True
RAY/USD,RAY,USD,kraken,spot,True
RBC/EUR,RBC,EUR,kraken,spot,True
RBC/USD,RBC,USD,kraken,spot,True
RED/EUR,RED,EUR,kraken,spot,True
RED/USD,RED,USD,kraken,spot,True
REKT/EUR,REKT,EUR,kraken,spot,True
REKT/USD,REKT,USD,kraken,spot,True
RENDER/EUR,RENDER,EUR,kraken,spot,True
RENDER/USD,RENDER,USD,kraken,spot,True
REN/EUR,REN,EUR,kraken,spot,True
REN/USD,REN,USD,kraken,spot,True
REP/EUR,REP,EUR,kraken,spot,True
REP/USD,REP,USD,kraken,spot,True
REQ/EUR,REQ,EUR,kraken,spot,True
REQ/USD,REQ,USD,kraken,spot,True
RETARDIO/EUR,RETARDIO,EUR,kraken,spot,True
RETARDIO/USD,RETARDIO,USD,kraken,spot,True
REZ/EUR,REZ,EUR,kraken,spot,True
REZ/USD,REZ,USD,kraken,spot,True
RHEA/EUR,RHEA,EUR,kraken,spot,True
RHEA/USD,RHEA,USD,kraken,spot,True
RIVER/EUR,RIVER,EUR,kraken,spot,True
RIVER/USD,RIVER,USD,kraken,spot,True
RIZE/EUR,RIZE,EUR,kraken,spot,True
RIZE/USD,RIZE,USD,kraken,spot,True
RLC/EUR,RLC,EUR,kraken,spot,True
RLC/USD,RLC,USD,kraken,spot,True
RLS/EUR,RLS,EUR,kraken,spot,True
RLS/USD,RLS,USD,kraken,spot,True
RLUSD/EUR,RLUSD,EUR,kraken,spot,False
RLUSD/USD,RLUSD,USD,kraken,spot,True
RLUSD/USDC,RLUSD,USDC,kraken,spot,True
RLUSD/USDT,RLUSD,USDT,kraken,spot,True
RNBW/EUR,RNBW,EUR,kraken,spot,True
RNBW/USD,RNBW,USD,kraken,spot,True
ROBO/USD,ROBO,USD,kraken,spot,True
ROLL/EUR,ROLL,EUR,kraken,spot,True
ROLL/USD,ROLL,USD,kraken,spot,True
RPL/EUR,RPL,EUR,kraken,spot,True
RPL/USD,RPL,USD,kraken,spot,True
RSC/EUR,RSC,EUR,kraken,spot,True
RSC/USD,RSC,USD,kraken,spot,True
RSR/EUR,RSR,EUR,kraken,spot,True
RSR/USD,RSR,USD,kraken,spot,True
RUJI/EUR,RUJI,EUR,kraken,spot,True
RUJI/USD,RUJI,USD,kraken,spot,True
RUNE/EUR,RUNE,EUR,kraken,spot,True
RUNE/USD,RUNE,USD,kraken,spot,True
RVV/USD,RVV,USD,kraken,spot,True
SAFE/EUR,SAFE,EUR,kraken,spot,True
SAFE/USD,SAFE,USD,kraken,spot,True
SAGA/EUR,SAGA,EUR,kraken,spot,True
SAGA/USD,SAGA,USD,kraken,spot,True
SAHARA/EUR,SAHARA,EUR,kraken,spot,True
SAHARA/USD,SAHARA,USD,kraken,spot,True
SAMO/EUR,SAMO,EUR,kraken,spot,True
SAMO/USD,SAMO,USD,kraken,spot,True
SAND/EUR,SAND,EUR,kraken,spot,True
SAND/GBP,SAND,GBP,kraken,spot,True
SAND/USD,SAND,USD,kraken,spot,True
SAND/BTC,SAND,BTC,kraken,spot,True
SAPIEN/EUR,SAPIEN,EUR,kraken,spot,True
SAPIEN/USD,SAPIEN,USD,kraken,spot,True
SAROS/EUR,SAROS,EUR,kraken,spot,True
SAROS/USD,SAROS,USD,kraken,spot,True
SAUCE/EUR,SAUCE,EUR,kraken,spot,True
SAUCE/USD,SAUCE,USD,kraken,spot,True
SBR/EUR,SBR,EUR,kraken,spot,True
SBR/USD,SBR,USD,kraken,spot,True
SCA/EUR,SCA,EUR,kraken,spot,True
SCA/USD,SCA,USD,kraken,spot,True
SC/EUR,SC,EUR,kraken,spot,True
SCOR/EUR,SCOR,EUR,kraken,spot,True
SCOR/USD,SCOR,USD,kraken,spot,True
SCRT/EUR,SCRT,EUR,kraken,spot,True
SCRT/USD,SCRT,USD,kraken,spot,True
SC/USD,SC,USD,kraken,spot,True
SC/BTC,SC,BTC,kraken,spot,True
SDN/EUR,SDN,EUR,kraken,spot,True
SDN/USD,SDN,USD,kraken,spot,True
SEI/EUR,SEI,EUR,kraken,spot,True
SEI/USD,SEI,USD,kraken,spot,True
SENT/EUR,SENT,EUR,kraken,spot,True
SENT/USD,SENT,USD,kraken,spot,True
S/EUR,S,EUR,kraken,spot,True
SGB/EUR,SGB,EUR,kraken,spot,True
SGB/USD,SGB,USD,kraken,spot,True
SHAPE/USD,SHAPE,USD,kraken,spot,True
SHIB/EUR,SHIB,EUR,kraken,spot,True
SHIB/USD,SHIB,USD,kraken,spot,True
SHIB/USDC,SHIB,USDC,kraken,spot,True
SHIB/USDT,SHIB,USDT,kraken,spot,True
SHX/EUR,SHX,EUR,kraken,spot,True
SHX/USD,SHX,USD,kraken,spot,True
SIDEKICK/EUR,SIDEKICK,EUR,kraken,spot,True
SIDEKICK/USD,SIDEKICK,USD,kraken,spot,True
SIDEKICK/USDT,SIDEKICK,USDT,kraken,spot,True
SIGMA/EUR,SIGMA,EUR,kraken,spot,True
SIGMA/USD,SIGMA,USD,kraken,spot,True
SKR/EUR,SKR,EUR,kraken,spot,True
SKR/USD,SKR,USD,kraken,spot,True
SKY/EUR,SKY,EUR,kraken,spot,True
SKY/USD,SKY,USD,kraken,spot,True
SLAY/EUR,SLAY,EUR,kraken,spot,True
SLAY/USD,SLAY,USD,kraken,spot,True
SNEK/EUR,SNEK,EUR,kraken,spot,True
SNEK/USD,SNEK,USD,kraken,spot,True
SNX/EUR,SNX,EUR,kraken,spot,True
SNX/USD,SNX,USD,kraken,spot,True
SNX/BTC,SNX,BTC,kraken,spot,True
SOGNI/EUR,SOGNI,EUR,kraken,spot,True
SOGNI/USD,SOGNI,USD,kraken,spot,True
SOL/AUD,SOL,AUD,kraken,spot,True
SOL/CAD,SOL,CAD,kraken,spot,True
SOL/ETH,SOL,ETH,kraken,spot,True
SOL/EUR,SOL,EUR,kraken,spot,True
SOL/EURC,SOL,EURC,kraken,spot,True
SOL/GBP,SOL,GBP,kraken,spot,True
SOL/USD,SOL,USD,kraken,spot,True
SOL/USD1,SOL,USD1,kraken,spot,True
SOL/USDC,SOL,USDC,kraken,spot,True
SOL/USDT,SOL,USDT,kraken,spot,True
SOLV/EUR,SOLV,EUR,kraken,spot,True
SOLV/USD,SOLV,USD,kraken,spot,True
SOL/BTC,SOL,BTC,kraken,spot,True
SOMI/EUR,SOMI,EUR,kraken,spot,True
SOMI/USD,SOMI,USD,kraken,spot,True
SONIC/EUR,SONIC,EUR,kraken,spot,True
SONIC/USD,SONIC,USD,kraken,spot,True
SOON/EUR,SOON,EUR,kraken,spot,True
SOON/USD,SOON,USD,kraken,spot,True
SOSO/EUR,SOSO,EUR,kraken,spot,True
SOSO/USD,SOSO,USD,kraken,spot,True
SPACE/EUR,SPACE,EUR,kraken,spot,True
SPACE/USD,SPACE,USD,kraken,spot,True
SPELL/EUR,SPELL,EUR,kraken,spot,True
SPELL/USD,SPELL,USD,kraken,spot,True
SPICE/EUR,SPICE,EUR,kraken,spot,True
