symbol,base,quote,exchange,type,active
THETA/USDT,THETA,USDT,bybit,spot,True
MX/USDT,MX,USDT,bybit,spot,True
DGB/USDT,DGB,USDT,bybit,spot,True
RVN/USDT,RVN,USDT,bybit,spot,True
EGLD/USDT,EGLD,USDT,bybit,spot,True
RUNE/USDT,RUNE,USDT,bybit,spot,True
XLM/BTC,XLM,BTC,bybit,spot,True
XLM/USDC,XLM,USDC,bybit,spot,True
SOL/USDC,SOL,USDC,bybit,spot,True
XRP/USDC,XRP,USDC,bybit,spot,True
SOL/BTC,SOL,BTC,bybit,spot,True
ICX/USDT,ICX,USDT,bybit,spot,True
XDC/USDT,XDC,USDT,bybit,spot,True
HNT/USDT,HNT,USDT,bybit,spot,True
ZIL/USDT,ZIL,USDT,bybit,spot,True
HBAR/USDT,HBAR,USDT,bybit,spot,True
FLOW/USDT,FLOW,USDT,bybit,spot,True
STX/USDT,STX,USDT,bybit,spot,True
DAI/USDT,DAI,USDT,bybit,spot,True
LTC/USDC,LTC,USDC,bybit,spot,True
LTC/BTC,LTC,BTC,bybit,spot,True
DOT/BTC,DOT,BTC,bybit,spot,True
MANA/USDC,MANA,USDC,bybit,spot,True
SAND/USDC,SAND,USDC,bybit,spot,True
DOT/USDC,DOT,USDC,bybit,spot,True
LUNC/USDC,LUNC,USDC,bybit,spot,True
RSS3/USDT,RSS3,USDT,bybit,spot,True
GMX/USDT,GMX,USDT,bybit,spot,True
ACH/USDT,ACH,USDT,bybit,spot,True
JST/USDT,JST,USDT,bybit,spot,True
SUN/USDT,SUN,USDT,bybit,spot,True
BTT/USDT,BTT,USDT,bybit,spot,True
TRX/USDT,TRX,USDT,bybit,spot,True
NFT/USDT,NFT,USDT,bybit,spot,True
SCRT/USDT,SCRT,USDT,bybit,spot,True
USTC/USDT,USTC,USDT,bybit,spot,True
BNB/USDT,BNB,USDT,bybit,spot,True
NEAR/USDT,NEAR,USDT,bybit,spot,True
SD/USDT,SD,USDT,bybit,spot,True
APE/USDT,APE,USDT,bybit,spot,True
FIDA/USDT,FIDA,USDT,bybit,spot,True
MINA/USDT,MINA,USDT,bybit,spot,True
SC/USDT,SC,USDT,bybit,spot,True
GLMR/USDT,GLMR,USDT,bybit,spot,True
MOVR/USDT,MOVR,USDT,bybit,spot,True
ETH/DAI,ETH,DAI,bybit,spot,True
BTC/DAI,BTC,DAI,bybit,spot,True
WBTC/USDT,WBTC,USDT,bybit,spot,True
XAVA/USDT,XAVA,USDT,bybit,spot,True
GMT/USDT,GMT,USDT,bybit,spot,True
CELO/USDT,CELO,USDT,bybit,spot,True
APEX/USDT,APEX,USDT,bybit,spot,True
CTC/USDT,CTC,USDT,bybit,spot,True
FITFI/USDT,FITFI,USDT,bybit,spot,True
USDD/USDT,USDD,USDT,bybit,spot,True
OP/USDT,OP,USDT,bybit,spot,True
LUNA/USDT,LUNA,USDT,bybit,spot,True
VINU/USDT,VINU,USDT,bybit,spot,True
BEL/USDT,BEL,USDT,bybit,spot,True
FORT/USDT,FORT,USDT,bybit,spot,True
DOGE/USDC,DOGE,USDC,bybit,spot,True
FLOKI/USDT,FLOKI,USDT,bybit,spot,True
BABYDOGE/USDT,BABYDOGE,USDT,bybit,spot,True
WAXP/USDT,WAXP,USDT,bybit,spot,True
AR/USDT,AR,USDT,bybit,spot,True
ROSE/USDT,ROSE,USDT,bybit,spot,True
PSG/USDT,PSG,USDT,bybit,spot,True
JUV/USDT,JUV,USDT,bybit,spot,True
INTER/USDT,INTER,USDT,bybit,spot,True
AFC/USDT,AFC,USDT,bybit,spot,True
CITY/USDT,CITY,USDT,bybit,spot,True
WBTC/BTC,WBTC,BTC,bybit,spot,True
AVAX/USDC,AVAX,USDC,bybit,spot,True
ADA/USDC,ADA,USDC,bybit,spot,True
OP/USDC,OP,USDC,bybit,spot,True
APEX/USDC,APEX,USDC,bybit,spot,True
TRX/USDC,TRX,USDC,bybit,spot,True
ICP/USDC,ICP,USDC,bybit,spot,True
LINK/USDC,LINK,USDC,bybit,spot,True
GMT/USDC,GMT,USDC,bybit,spot,True
CHZ/USDC,CHZ,USDC,bybit,spot,True
SHIB/USDC,SHIB,USDC,bybit,spot,True
LDO/USDC,LDO,USDC,bybit,spot,True
APE/USDC,APE,USDC,bybit,spot,True
FIL/USDC,FIL,USDC,bybit,spot,True
SWEAT/USDT,SWEAT,USDT,bybit,spot,True
ETHW/USDT,ETHW,USDT,bybit,spot,True
INJ/USDT,INJ,USDT,bybit,spot,True
MPLX/USDT,MPLX,USDT,bybit,spot,True
APT/USDT,APT,USDT,bybit,spot,True
APT/USDC,APT,USDC,bybit,spot,True
USDT/EUR,USDT,EUR,bybit,spot,True
MCRT/USDT,MCRT,USDT,bybit,spot,True
MASK/USDT,MASK,USDT,bybit,spot,True
HFT/USDC,HFT,USDC,bybit,spot,True
HFT/USDT,HFT,USDT,bybit,spot,True
PEOPLE/USDT,PEOPLE,USDT,bybit,spot,True
TWT/USDT,TWT,USDT,bybit,spot,True
HOOK/USDT,HOOK,USDT,bybit,spot,True
OAS/USDT,OAS,USDT,bybit,spot,True
MAGIC/USDT,MAGIC,USDT,bybit,spot,True
MEE/USDT,MEE,USDT,bybit,spot,True
TON/USDT,TON,USDT,bybit,spot,True
BONK/USDT,BONK,USDT,bybit,spot,True
FLR/USDT,FLR,USDT,bybit,spot,True
TIME/USDT,TIME,USDT,bybit,spot,True
RPL/USDT,RPL,USDT,bybit,spot,True
SSV/USDT,SSV,USDT,bybit,spot,True
CORE/USDT,CORE,USDT,bybit,spot,True
RDNT/USDT,RDNT,USDT,bybit,spot,True
BLUR/USDT,BLUR,USDT,bybit,spot,True
ACS/USDT,ACS,USDT,bybit,spot,True
PRIME/USDT,PRIME,USDT,bybit,spot,True
ID/USDT,ID,USDT,bybit,spot,True
ARB/USDC,ARB,USDC,bybit,spot,True
ARB/USDT,ARB,USDT,bybit,spot,True
MBX/USDT,MBX,USDT,bybit,spot,True
AXL/USDT,AXL,USDT,bybit,spot,True
CGPT/USDT,CGPT,USDT,bybit,spot,True
AGI/USDT,AGI,USDT,bybit,spot,True
SUI/USDT,SUI,USDT,bybit,spot,True
SUI/USDC,SUI,USDC,bybit,spot,True
MVL/USDT,MVL,USDT,bybit,spot,True
PEPE/USDT,PEPE,USDT,bybit,spot,True
LMWR/USDT,LMWR,USDT,bybit,spot,True
VELO/USDT,VELO,USDT,bybit,spot,True
PENDLE/USDT,PENDLE,USDT,bybit,spot,True
NYM/USDT,NYM,USDT,bybit,spot,True
MNT/USDT,MNT,USDT,bybit,spot,True
MNT/USDC,MNT,USDC,bybit,spot,True
MNT/BTC,MNT,BTC,bybit,spot,True
ARKM/USDT,ARKM,USDT,bybit,spot,True
NEON/USDT,NEON,USDT,bybit,spot,True
WLD/USDC,WLD,USDC,bybit,spot,True
WLD/USDT,WLD,USDT,bybit,spot,True
SEI/USDT,SEI,USDT,bybit,spot,True
CYBER/USDT,CYBER,USDT,bybit,spot,True
ORDI/USDT,ORDI,USDT,bybit,spot,True
KAVA/USDT,KAVA,USDT,bybit,spot,True
PYUSD/USDT,PYUSD,USDT,bybit,spot,True
SOL/EUR,SOL,EUR,bybit,spot,True
USDC/EUR,USDC,EUR,bybit,spot,True
ADA/EUR,ADA,EUR,bybit,spot,True
DOGE/EUR,DOGE,EUR,bybit,spot,True
LTC/EUR,LTC,EUR,bybit,spot,True
XRP/EUR,XRP,EUR,bybit,spot,True
ETH/EUR,ETH,EUR,bybit,spot,True
BTC/EUR,BTC,EUR,bybit,spot,True
KAS/USDT,KAS,USDT,bybit,spot,True
FET/USDT,FET,USDT,bybit,spot,True
TUSD/USDT,TUSD,USDT,bybit,spot,True
BEAM/USDT,BEAM,USDT,bybit,spot,True
POL/USDT,POL,USDT,bybit,spot,True
TIA/USDT,TIA,USDT,bybit,spot,True
TOKEN/USDT,TOKEN,USDT,bybit,spot,True
MEME/USDT,MEME,USDT,bybit,spot,True
FLIP/USDT,FLIP,USDT,bybit,spot,True
PYTH/USDT,PYTH,USDT,bybit,spot,True
KUB/USDT,KUB,USDT,bybit,spot,True
KCS/USDT,KCS,USDT,bybit,spot,True
VANRY/USDT,VANRY,USDT,bybit,spot,True
INSP/USDT,INSP,USDT,bybit,spot,True
JTO/USDT,JTO,USDT,bybit,spot,True
METH/USDT,METH,USDT,bybit,spot,True
METH/ETH,METH,ETH,bybit,spot,True
CBK/USDT,CBK,USDT,bybit,spot,True
ZIG/USDT,ZIG,USDT,bybit,spot,True
SEI/USDC,SEI,USDC,bybit,spot,True
MBOX/USDT,MBOX,USDT,bybit,spot,True
ARTY/USDT,ARTY,USDT,bybit,spot,True
AIOZ/USDT,AIOZ,USDT,bybit,spot,True
VIC/USDT,VIC,USDT,bybit,spot,True
RATS/USDT,RATS,USDT,bybit,spot,True
SATS/USDT,SATS,USDT,bybit,spot,True
XAI/USDT,XAI,USDT,bybit,spot,True
ONDO/USDT,ONDO,USDT,bybit,spot,True
SAROS/USDT,SAROS,USDT,bybit,spot,True
USDY/USDT,USDY,USDT,bybit,spot,True
MANTA/USDT,MANTA,USDT,bybit,spot,True
GTAI/USDT,GTAI,USDT,bybit,spot,True
DYM/USDT,DYM,USDT,bybit,spot,True
ZETA/USDT,ZETA,USDT,bybit,spot,True
JUP/USDT,JUP,USDT,bybit,spot,True
MAVIA/USDT,MAVIA,USDT,bybit,spot,True
ALT/USDT,ALT,USDT,bybit,spot,True
HTX/USDT,HTX,USDT,bybit,spot,True
CSPR/USDT,CSPR,USDT,bybit,spot,True
STRK/USDC,STRK,USDC,bybit,spot,True
STRK/USDT,STRK,USDT,bybit,spot,True
CPOOL/USDT,CPOOL,USDT,bybit,spot,True
QORPO/USDT,QORPO,USDT,bybit,spot,True
PORTAL/USDT,PORTAL,USDT,bybit,spot,True
SCA/USDT,SCA,USDT,bybit,spot,True
AEVO/USDT,AEVO,USDT,bybit,spot,True
NIBI/USDT,NIBI,USDT,bybit,spot,True
BOME/USDT,BOME,USDT,bybit,spot,True
VENOM/USDT,VENOM,USDT,bybit,spot,True
ZKJ/USDT,ZKJ,USDT,bybit,spot,True
ETHFI/USDT,ETHFI,USDT,bybit,spot,True
WEETH/ETH,WEETH,ETH,bybit,spot,True
NAKA/USDT,NAKA,USDT,bybit,spot,True
DEGEN/USDT,DEGEN,USDT,bybit,spot,True
ENA/USDT,ENA,USDT,bybit,spot,True
USDE/USDT,USDE,USDT,bybit,spot,True
W/USDT,W,USDT,bybit,spot,True
ESE/USDT,ESE,USDT,bybit,spot,True
TNSR/USDT,TNSR,USDT,bybit,spot,True
FOXY/USDT,FOXY,USDT,bybit,spot,True
PRCL/USDT,PRCL,USDT,bybit,spot,True
BRETT/USDT,BRETT,USDT,bybit,spot,True
MEW/USDT,MEW,USDT,bybit,spot,True
MERL/USDT,MERL,USDT,bybit,spot,True
SAFE/USDT,SAFE,USDT,bybit,spot,True
WIF/USDT,WIF,USDT,bybit,spot,True
SVL/USDT,SVL,USDT,bybit,spot,True
KMNO/USDT,KMNO,USDT,bybit,spot,True
ZENT/USDT,ZENT,USDT,bybit,spot,True
TAI/USDT,TAI,USDT,bybit,spot,True
PONKE/USDT,PONKE,USDT,bybit,spot,True
BB/USDT,BB,USDT,bybit,spot,True
CTA/USDT,CTA,USDT,bybit,spot,True
NOT/USDT,NOT,USDT,bybit,spot,True
DRIFT/USDT,DRIFT,USDT,bybit,spot,True
SQD/USDT,SQD,USDT,bybit,spot,True
USDE/USDC,USDE,USDC,bybit,spot,True
SOL/USDE,SOL,USDE,bybit,spot,True
ETH/USDE,ETH,USDE,bybit,spot,True
BTC/USDE,BTC,USDE,bybit,spot,True
MONPRO/USDT,MONPRO,USDT,bybit,spot,True
MOG/USDT,MOG,USDT,bybit,spot,True
TAIKO/USDT,TAIKO,USDT,bybit,spot,True
AURORA/USDT,AURORA,USDT,bybit,spot,True
IO/USDT,IO,USDT,bybit,spot,True
ATH/USDT,ATH,USDT,bybit,spot,True
COOKIE/USDT,COOKIE,USDT,bybit,spot,True
PIRATE/USDT,PIRATE,USDT,bybit,spot,True
ZK/USDC,ZK,USDC,bybit,spot,True
ZK/USDT,ZK,USDT,bybit,spot,True
POPCAT/USDT,POPCAT,USDT,bybit,spot,True
ZRO/USDC,ZRO,USDC,bybit,spot,True
ZRO/USDT,ZRO,USDT,bybit,spot,True
ZEX/USDT,ZEX,USDT,bybit,spot,True
BLAST/USDT,BLAST,USDT,bybit,spot,True
BTC/BRL,BTC,BRL,bybit,spot,True
ETH/BRL,ETH,BRL,bybit,spot,True
SOL/BRL,SOL,BRL,bybit,spot,True
USDT/BRL,USDT,BRL,bybit,spot,True
USDC/BRL,USDC,BRL,bybit,spot,True
NEAR/EUR,NEAR,EUR,bybit,spot,True
SHIB/EUR,SHIB,EUR,bybit,spot,True
WIF/EUR,WIF,EUR,bybit,spot,True
PEPE/EUR,PEPE,EUR,bybit,spot,True
AVAX/EUR,AVAX,EUR,bybit,spot,True
ONDO/EUR,ONDO,EUR,bybit,spot,True
STETH/EUR,STETH,EUR,bybit,spot,True
WLD/EUR,WLD,EUR,bybit,spot,True
ENA/EUR,ENA,EUR,bybit,spot,True
TON/EUR,TON,EUR,bybit,spot,True
LINK/EUR,LINK,EUR,bybit,spot,True
MOCA/USDT,MOCA,USDT,bybit,spot,True
UXLINK/USDT,UXLINK,USDT,bybit,spot,True
A8/USDT,A8,USDT,bybit,spot,True
CLOUD/USDT,CLOUD,USDT,bybit,spot,True
AVAIL/USDT,AVAIL,USDT,bybit,spot,True
L3/USDT,L3,USDT,bybit,spot,True
RENDER/USDT,RENDER,USDT,bybit,spot,True
G/USDT,G,USDT,bybit,spot,True
TON/USDC,TON,USDC,bybit,spot,True
WIF/USDC,WIF,USDC,bybit,spot,True
PEPE/USDC,PEPE,USDC,bybit,spot,True
DOGS/USDT,DOGS,USDT,bybit,spot,True
NOT/USDC,NOT,USDC,bybit,spot,True
BNB/USDC,BNB,USDC,bybit,spot,True
BONK/USDC,BONK,USDC,bybit,spot,True
DOGS/USDC,DOGS,USDC,bybit,spot,True
DOGS/EUR,DOGS,EUR,bybit,spot,True
USDT/PLN,USDT,PLN,bybit,spot,True
ETH/PLN,ETH,PLN,bybit,spot,True
BTC/PLN,BTC,PLN,bybit,spot,True
FLOKI/USDC,FLOKI,USDC,bybit,spot,True
BCH/USDC,BCH,USDC,bybit,spot,True
NEAR/USDC,NEAR,USDC,bybit,spot,True
ORDER/USDT,ORDER,USDT,bybit,spot,True
ETH/TRY,ETH,TRY,bybit,spot,True
BTC/TRY,BTC,TRY,bybit,spot,True
USDT/TRY,USDT,TRY,bybit,spot,True
MEW/USDC,MEW,USDC,bybit,spot,True
KAS/USDC,KAS,USDC,bybit,spot,True
ONDO/USDC,ONDO,USDC,bybit,spot,True
JASMY/USDC,JASMY,USDC,bybit,spot,True
ATOM/USDC,ATOM,USDC,bybit,spot,True
FET/USDC,FET,USDC,bybit,spot,True
UNI/USDC,UNI,USDC,bybit,spot,True
BRETT/USDC,BRETT,USDC,bybit,spot,True
TIA/USDC,TIA,USDC,bybit,spot,True
INJ/USDC,INJ,USDC,bybit,spot,True
SUNDOG/USDT,SUNDOG,USDT,bybit,spot,True
CATI/USDT,CATI,USDT,bybit,spot,True
HMSTR/USDT,HMSTR,USDT,bybit,spot,True
CATI/USDC,CATI,USDC,bybit,spot,True
CATI/EUR,CATI,EUR,bybit,spot,True
HMSTR/USDC,HMSTR,USDC,bybit,spot,True
EIGEN/USDT,EIGEN,USDT,bybit,spot,True
NAVX/USDT,NAVX,USDT,bybit,spot,True
BBSOL/USDC,BBSOL,USDC,bybit,spot,True
BBSOL/USDT,BBSOL,USDT,bybit,spot,True
CARV/USDT,CARV,USDT,bybit,spot,True
DEEP/USDT,DEEP,USDT,bybit,spot,True
PUFFER/USDT,PUFFER,USDT,bybit,spot,True
DBR/USDT,DBR,USDT,bybit,spot,True
PUFF/USDT,PUFF,USDT,bybit,spot,True
SCR/USDT,SCR,USDT,bybit,spot,True
COOK/USDT,COOK,USDT,bybit,spot,True
GRASS/USDT,GRASS,USDT,bybit,spot,True
KAIA/USDT,KAIA,USDT,bybit,spot,True
SWELL/USDT,SWELL,USDT,bybit,spot,True
SWELL/USDC,SWELL,USDC,bybit,spot,True
NS/USDT,NS,USDT,bybit,spot,True
GOAT/USDT,GOAT,USDT,bybit,spot,True
CMETH/USDT,CMETH,USDT,bybit,spot,True
MORPHO/USDT,MORPHO,USDT,bybit,spot,True
NEIROCTO/USDT,NEIROCTO,USDT,bybit,spot,True
BAN/USDT,BAN,USDT,bybit,spot,True
OL/USDT,OL,USDT,bybit,spot,True
VIRTUAL/USDT,VIRTUAL,USDT,bybit,spot,True
MAJOR/USDT,MAJOR,USDT,bybit,spot,True
PNUT/USDT,PNUT,USDT,bybit,spot,True
SPX/USDT,SPX,USDT,bybit,spot,True
ZRC/USDT,ZRC,USDT,bybit,spot,True
CHILLGUY/USDT,CHILLGUY,USDT,bybit,spot,True
SUPRA/USDT,SUPRA,USDT,bybit,spot,True
PAAL/USDT,PAAL,USDT,bybit,spot,True
F/USDT,F,USDT,bybit,spot,True
HPOS10I/USDT,HPOS10I,USDT,bybit,spot,True
BBSOL/SOL,BBSOL,SOL,bybit,spot,True
XION/USDT,XION,USDT,bybit,spot,True
MOVE/USDT,MOVE,USDT,bybit,spot,True
ME/USDT,ME,USDT,bybit,spot,True
ZEREBRO/USDT,ZEREBRO,USDT,bybit,spot,True
SEND/USDT,SEND,USDT,bybit,spot,True
AERO/USDT,AERO,USDT,bybit,spot,True
STREAM/USDT,STREAM,USDT,bybit,spot,True
VANA/USDT,VANA,USDT,bybit,spot,True
LUNAI/USDT,LUNAI,USDT,bybit,spot,True
PENGU/USDT,PENGU,USDT,bybit,spot,True
FLUID/USDT,FLUID,USDT,bybit,spot,True
FUEL/USDT,FUEL,USDT,bybit,spot,True
ALCH/USDT,ALCH,USDT,bybit,spot,True
FLOCK/USDT,FLOCK,USDT,bybit,spot,True
SONIC/USDT,SONIC,USDT,bybit,spot,True
LAVA/USDT,LAVA,USDT,bybit,spot,True
XTER/USDT,XTER,USDT,bybit,spot,True
GAME/USDT,GAME,USDT,bybit,spot,True
AIXBT/USDT,AIXBT,USDT,bybit,spot,True
S/USDT,S,USDT,bybit,spot,True
BMT/USDT,BMT,USDT,bybit,spot,True
TOSHI/USDT,TOSHI,USDT,bybit,spot,True
GPS/USDT,GPS,USDT,bybit,spot,True
SOLV/USDT,SOLV,USDT,bybit,spot,True
OBT/USDT,OBT,USDT,bybit,spot,True
SOSO/USDT,SOSO,USDT,bybit,spot,True
TRUMP/USDT,TRUMP,USDT,bybit,spot,True
TRUMP/USDC,TRUMP,USDC,bybit,spot,True
PLUME/USDT,PLUME,USDT,bybit,spot,True
ANIME/USDT,ANIME,USDT,bybit,spot,True
LAYER/USDT,LAYER,USDT,bybit,spot,True
BERA/USDT,BERA,USDT,bybit,spot,True
AVL/USDT,AVL,USDT,bybit,spot,True
B3/USDT,B3,USDT,bybit,spot,True
DIAM/USDT,DIAM,USDT,bybit,spot,True
IP/USDT,IP,USDT,bybit,spot,True
USDTB/USDT,USDTB,USDT,bybit,spot,True
ROAM/USDT,ROAM,USDT,bybit,spot,True
RED/USDT,RED,USDT,bybit,spot,True
BR/USDT,BR,USDT,bybit,spot,True
VVV/USDT,VVV,USDT,bybit,spot,True
WAL/USDT,WAL,USDT,bybit,spot,True
AMI/USDT,AMI,USDT,bybit,spot,True
PARTI/USDT,PARTI,USDT,bybit,spot,True
CORN/USDT,CORN,USDT,bybit,spot,True
KILO/USDT,KILO,USDT,bybit,spot,True
PUMPBTC/USDT,PUMPBTC,USDT,bybit,spot,True
FHE/USDT,FHE,USDT,bybit,spot,True
BABY1/USDT,BABY1,USDT,bybit,spot,True
XAUT/USDT,XAUT,USDT,bybit,spot,True
VET/USDT,VET,USDT,bybit,spot,True
VTHO/USDT,VTHO,USDT,bybit,spot,True
WCT/USDT,WCT,USDT,bybit,spot,True
DOLO/USDT,DOLO,USDT,bybit,spot,True
HYPER/USDT,HYPER,USDT,bybit,spot,True
ZORA/USDT,ZORA,USDT,bybit,spot,True
INIT/USDT,INIT,USDT,bybit,spot,True
SIGN/USDT,SIGN,USDT,bybit,spot,True
HAEDAL/USDT,HAEDAL,USDT,bybit,spot,True
OBOL/USDT,OBOL,USDT,bybit,spot,True
SXT/USDT,SXT,USDT,bybit,spot,True
DOOD/USDT,DOOD,USDT,bybit,spot,True
NXPC/USDT,NXPC,USDT,bybit,spot,True
HUMA/USDT,HUMA,USDT,bybit,spot,True
AO/USDT,AO,USDT,bybit,spot,True
A/USDT,A,USDT,bybit,spot,True
BDXN/USDT,BDXN,USDT,bybit,spot,True
LA/USDT,LA,USDT,bybit,spot,True
CUDIS/USDT,CUDIS,USDT,bybit,spot,True
RESOLV/USDT,RESOLV,USDT,bybit,spot,True
ALGO/USDC,ALGO,USDC,bybit,spot,True
HBAR/USDC,HBAR,USDC,bybit,spot,True
ENA/USDC,ENA,USDC,bybit,spot,True
AAVE/USDC,AAVE,USDC,bybit,spot,True
HOME/USDT,HOME,USDT,bybit,spot,True
JUP/USDC,JUP,USDC,bybit,spot,True
MOVE/USDC,MOVE,USDC,bybit,spot,True
RENDER/USDC,RENDER,USDC,bybit,spot,True
CRV/USDC,CRV,USDC,bybit,spot,True
SPK/USDT,SPK,USDT,bybit,spot,True
H/USDT,H,USDT,bybit,spot,True
NEWT/USDT,NEWT,USDT,bybit,spot,True
EIGEN/USDC,EIGEN,USDC,bybit,spot,True
POL/USDC,POL,USDC,bybit,spot,True
BERA/USDC,BERA,USDC,bybit,spot,True
SAHARA/USDT,SAHARA,USDT,bybit,spot,True
ICNT/USDT,ICNT,USDT,bybit,spot,True
NVDAX/USDT,NVDAX,USDT,bybit,spot,True
COINX/USDT,COINX,USDT,bybit,spot,True
AIXBT/USDC,AIXBT,USDC,bybit,spot,True
AR/USDC,AR,USDC,bybit,spot,True
S/USDC,S,USDC,bybit,spot,True
AAPLX/USDT,AAPLX,USDT,bybit,spot,True
CRCLX/USDT,CRCLX,USDT,bybit,spot,True
METAX/USDT,METAX,USDT,bybit,spot,True
HOODX/USDT,HOODX,USDT,bybit,spot,True
AMZNX/USDT,AMZNX,USDT,bybit,spot,True
GOOGLX/USDT,GOOGLX,USDT,bybit,spot,True
STX/USDC,STX,USDC,bybit,spot,True
ENS/USDC,ENS,USDC,bybit,spot,True
ORDI/USDC,ORDI,USDC,bybit,spot,True
PYTH/USDC,PYTH,USDC,bybit,spot,True
USD1/USDT,USD1,USDT,bybit,spot,True
MNT/USD1,MNT,USD1,bybit,spot,True
MCDX/USDT,MCDX,USDT,bybit,spot,True
TSLAX/USDT,TSLAX,USDT,bybit,spot,True
HYPE/USDT,HYPE,USDT,bybit,spot,True
JTO/USDC,JTO,USDC,bybit,spot,True
DYDX/USDC,DYDX,USDC,bybit,spot,True
TAC/USDT,TAC,USDT,bybit,spot,True
PUMP/USDT,PUMP,USDT,bybit,spot,True
ES/USDT,ES,USDT,bybit,spot,True
ERA/USDT,ERA,USDT,bybit,spot,True
TA/USDT,TA,USDT,bybit,spot,True
CAT/USDT,CAT,USDT,bybit,spot,True
TREE/USDT,TREE,USDT,bybit,spot,True
ICNT/USDC,ICNT,USDC,bybit,spot,True
TUNA/USDT,TUNA,USDT,bybit,spot,True
TOWNS/USDT,TOWNS,USDT,bybit,spot,True
TOWNS/USDC,TOWNS,USDC,bybit,spot,True
PROVE/USDT,PROVE,USDT,bybit,spot,True
CAMP/USDT,CAMP,USDT,bybit,spot,True
CFG/USDT,CFG,USDT,bybit,spot,True
WLFI/USDT,WLFI,USDT,bybit,spot,True
MNT/USDE,MNT,USDE,bybit,spot,True
ETH/MNT,ETH,MNT,bybit,spot,True
SOMI/USDT,SOMI,USDT,bybit,spot,True
SOL/MNT,SOL,MNT,bybit,spot,True
