symbol,base,quote,exchange,type,active
SOL/GBP,SOL,GBP,binance,spot,False
BAKE/BTC,BAKE,BTC,binance,spot,False
COTI/BUSD,COTI,BUSD,binance,spot,False
KEEP/BTC,KEEP,BTC,binance,spot,False
KEEP/BNB,KEEP,BNB,binance,spot,False
KEEP/BUSD,KEEP,BUSD,binance,spot,False
KEEP/USDT,KEEP,USDT,binance,spot,False
SOL/TRY,SOL,TRY,binance,spot,True
RUNE/GBP,RUNE,GBP,binance,spot,False
SOL/BRL,SOL,BRL,binance,spot,True
SC/BUSD,SC,BUSD,binance,spot,False
CHR/BUSD,CHR,BUSD,binance,spot,False
STMX/BUSD,STMX,BUSD,binance,spot,False
HNT/BUSD,HNT,BUSD,binance,spot,False
FTT/BUSD,FTT,BUSD,binance,spot,False
DOCK/BUSD,DOCK,BUSD,binance,spot,False
ADA/BIDR,ADA,BIDR,binance,spot,False
ERN/BNB,ERN,BNB,binance,spot,False
ERN/BUSD,ERN,BUSD,binance,spot,False
ERN/USDT,ERN,USDT,binance,spot,False
KLAY/BTC,KLAY,BTC,binance,spot,False
KLAY/BNB,KLAY,BNB,binance,spot,False
KLAY/BUSD,KLAY,BUSD,binance,spot,False
KLAY/USDT,KLAY,USDT,binance,spot,False
RUNE/EUR,RUNE,EUR,binance,spot,False
MATIC/AUD,MATIC,AUD,binance,spot,False
DOT/RUB,DOT,RUB,binance,spot,False
UTK/BUSD,UTK,BUSD,binance,spot,False
IOTX/BUSD,IOTX,BUSD,binance,spot,False
PHA/USDT,PHA,USDT,binance,spot,True
SOL/RUB,SOL,RUB,binance,spot,False
RUNE/AUD,RUNE,AUD,binance,spot,False
BUSD/UAH,BUSD,UAH,binance,spot,False
BOND/BTC,BOND,BTC,binance,spot,False
BOND/BNB,BOND,BNB,binance,spot,False
BOND/BUSD,BOND,BUSD,binance,spot,False
BOND/USDT,BOND,USDT,binance,spot,False
MLN/BTC,MLN,BTC,binance,spot,False
MLN/BNB,MLN,BNB,binance,spot,False
MLN/BUSD,MLN,BUSD,binance,spot,False
MLN/USDT,MLN,USDT,binance,spot,True
GRT/TRY,GRT,TRY,binance,spot,True
CAKE/BRL,CAKE,BRL,binance,spot,False
ICP/RUB,ICP,RUB,binance,spot,False
DOT/AUD,DOT,AUD,binance,spot,False
AAVE/BRL,AAVE,BRL,binance,spot,False
EOS/AUD,EOS,AUD,binance,spot,False
DEXE/USDT,DEXE,USDT,binance,spot,True
LTO/BUSD,LTO,BUSD,binance,spot,False
ADX/BUSD,ADX,BUSD,binance,spot,False
QUICK/BTC,QUICK,BTC,binance,spot,False
QUICK/BNB,QUICK,BNB,binance,spot,False
QUICK/BUSD,QUICK,BUSD,binance,spot,False
C98/USDT,C98,USDT,binance,spot,True
C98/BUSD,C98,BUSD,binance,spot,False
C98/BNB,C98,BNB,binance,spot,False
C98/BTC,C98,BTC,binance,spot,False
CLV/BTC,CLV,BTC,binance,spot,False
CLV/BNB,CLV,BNB,binance,spot,False
CLV/BUSD,CLV,BUSD,binance,spot,False
CLV/USDT,CLV,USDT,binance,spot,False
QNT/BTC,QNT,BTC,binance,spot,True
QNT/BNB,QNT,BNB,binance,spot,False
QNT/BUSD,QNT,BUSD,binance,spot,False
QNT/USDT,QNT,USDT,binance,spot,True
FLOW/BTC,FLOW,BTC,binance,spot,False
FLOW/BNB,FLOW,BNB,binance,spot,False
FLOW/BUSD,FLOW,BUSD,binance,spot,False
FLOW/USDT,FLOW,USDT,binance,spot,True
XEC/BUSD,XEC,BUSD,binance,spot,False
AXS/BRL,AXS,BRL,binance,spot,False
AXS/AUD,AXS,AUD,binance,spot,False
TVK/USDT,TVK,USDT,binance,spot,False
MINA/BTC,MINA,BTC,binance,spot,False
MINA/BNB,MINA,BNB,binance,spot,False
MINA/BUSD,MINA,BUSD,binance,spot,False
MINA/USDT,MINA,USDT,binance,spot,True
RAY/BNB,RAY,BNB,binance,spot,False
RAY/BUSD,RAY,BUSD,binance,spot,False
RAY/USDT,RAY,USDT,binance,spot,True
FARM/BTC,FARM,BTC,binance,spot,False
FARM/BNB,FARM,BNB,binance,spot,False
FARM/BUSD,FARM,BUSD,binance,spot,False
FARM/USDT,FARM,USDT,binance,spot,True
ALPACA/BTC,ALPACA,BTC,binance,spot,False
ALPACA/BNB,ALPACA,BNB,binance,spot,False
ALPACA/BUSD,ALPACA,BUSD,binance,spot,False
ALPACA/USDT,ALPACA,USDT,binance,spot,False
TLM/TRY,TLM,TRY,binance,spot,True
QUICK/USDT,QUICK,USDT,binance,spot,True
ORN/BUSD,ORN,BUSD,binance,spot,False
MBOX/BTC,MBOX,BTC,binance,spot,False
MBOX/BNB,MBOX,BNB,binance,spot,False
MBOX/BUSD,MBOX,BUSD,binance,spot,False
MBOX/USDT,MBOX,USDT,binance,spot,True
VGX/BTC,VGX,BTC,binance,spot,False
VGX/ETH,VGX,ETH,binance,spot,False
FOR/USDT,FOR,USDT,binance,spot,False
REQ/USDT,REQ,USDT,binance,spot,True
GHST/USDT,GHST,USDT,binance,spot,False
TRU/RUB,TRU,RUB,binance,spot,False
FIS/BRL,FIS,BRL,binance,spot,False
WAXP/USDT,WAXP,USDT,binance,spot,True
WAXP/BUSD,WAXP,BUSD,binance,spot,False
WAXP/BNB,WAXP,BNB,binance,spot,False
WAXP/BTC,WAXP,BTC,binance,spot,False
TRIBE/BTC,TRIBE,BTC,binance,spot,False
TRIBE/BNB,TRIBE,BNB,binance,spot,False
TRIBE/BUSD,TRIBE,BUSD,binance,spot,False
TRIBE/USDT,TRIBE,USDT,binance,spot,False
GNO/USDT,GNO,USDT,binance,spot,True
GNO/BUSD,GNO,BUSD,binance,spot,False
GNO/BNB,GNO,BNB,binance,spot,False
GNO/BTC,GNO,BTC,binance,spot,False
ARPA/TRY,ARPA,TRY,binance,spot,True
PROM/BTC,PROM,BTC,binance,spot,False
MTL/BUSD,MTL,BUSD,binance,spot,False
OGN/BUSD,OGN,BUSD,binance,spot,False
XEC/USDT,XEC,USDT,binance,spot,True
C98/BRL,C98,BRL,binance,spot,False
SOL/AUD,SOL,AUD,binance,spot,False
XRP/BIDR,XRP,BIDR,binance,spot,False
POLY/BUSD,POLY,BUSD,binance,spot,False
ELF/USDT,ELF,USDT,binance,spot,False
DYDX/USDT,DYDX,USDT,binance,spot,True
DYDX/BUSD,DYDX,BUSD,binance,spot,False
DYDX/BNB,DYDX,BNB,binance,spot,False
DYDX/BTC,DYDX,BTC,binance,spot,False
ELF/BUSD,ELF,BUSD,binance,spot,False
POLY/USDT,POLY,USDT,binance,spot,False
IDEX/USDT,IDEX,USDT,binance,spot,False
VIDT/USDT,VIDT,USDT,binance,spot,False
SOL/BIDR,SOL,BIDR,binance,spot,False
BTC/USDP,BTC,USDP,binance,spot,False
ETH/USDP,ETH,USDP,binance,spot,False
BNB/USDP,BNB,USDP,binance,spot,False
USDP/BUSD,USDP,BUSD,binance,spot,False
USDP/USDT,USDP,USDT,binance,spot,True
GALA/USDT,GALA,USDT,binance,spot,True
GALA/BUSD,GALA,BUSD,binance,spot,False
GALA/BNB,GALA,BNB,binance,spot,False
GALA/BTC,GALA,BTC,binance,spot,False
FTM/BIDR,FTM,BIDR,binance,spot,False
ALGO/BIDR,ALGO,BIDR,binance,spot,False
CAKE/AUD,CAKE,AUD,binance,spot,False
KSM/AUD,KSM,AUD,binance,spot,False
WAVES/RUB,WAVES,RUB,binance,spot,False
SUN/BUSD,SUN,BUSD,binance,spot,False
ILV/USDT,ILV,USDT,binance,spot,True
ILV/BUSD,ILV,BUSD,binance,spot,False
ILV/BNB,ILV,BNB,binance,spot,False
ILV/BTC,ILV,BTC,binance,spot,False
REN/BUSD,REN,BUSD,binance,spot,False
YGG/USDT,YGG,USDT,binance,spot,True
YGG/BUSD,YGG,BUSD,binance,spot,False
YGG/BNB,YGG,BNB,binance,spot,False
YGG/BTC,YGG,BTC,binance,spot,False
STX/BUSD,STX,BUSD,binance,spot,False
SYS/USDT,SYS,USDT,binance,spot,True
DF/USDT,DF,USDT,binance,spot,False
SOL/USDC,SOL,USDC,binance,spot,True
ARPA/RUB,ARPA,RUB,binance,spot,False
LTC/UAH,LTC,UAH,binance,spot,False
FET/BUSD,FET,BUSD,binance,spot,False
ARPA/BUSD,ARPA,BUSD,binance,spot,False
LSK/BUSD,LSK,BUSD,binance,spot,False
AVAX/BIDR,AVAX,BIDR,binance,spot,False
ALICE/BIDR,ALICE,BIDR,binance,spot,False
FIDA/USDT,FIDA,USDT,binance,spot,True
FIDA/BUSD,FIDA,BUSD,binance,spot,False
FIDA/BNB,FIDA,BNB,binance,spot,False
FIDA/BTC,FIDA,BTC,binance,spot,False
DENT/BUSD,DENT,BUSD,binance,spot,False
FRONT/USDT,FRONT,USDT,binance,spot,False
CVP/USDT,CVP,USDT,binance,spot,False
AGLD/BTC,AGLD,BTC,binance,spot,False
AGLD/BNB,AGLD,BNB,binance,spot,False
AGLD/BUSD,AGLD,BUSD,binance,spot,False
AGLD/USDT,AGLD,USDT,binance,spot,True
RAD/BTC,RAD,BTC,binance,spot,False
RAD/BNB,RAD,BNB,binance,spot,False
RAD/BUSD,RAD,BUSD,binance,spot,False
RAD/USDT,RAD,USDT,binance,spot,True
UNI/AUD,UNI,AUD,binance,spot,False
HIVE/BUSD,HIVE,BUSD,binance,spot,False
STPT/BUSD,STPT,BUSD,binance,spot,False
BETA/BTC,BETA,BTC,binance,spot,False
BETA/BNB,BETA,BNB,binance,spot,False
BETA/BUSD,BETA,BUSD,binance,spot,False
BETA/USDT,BETA,USDT,binance,spot,False
SHIB/AUD,SHIB,AUD,binance,spot,False
RARE/BTC,RARE,BTC,binance,spot,False
RARE/BNB,RARE,BNB,binance,spot,False
RARE/BUSD,RARE,BUSD,binance,spot,False
RARE/USDT,RARE,USDT,binance,spot,True
AVAX/BRL,AVAX,BRL,binance,spot,True
AVAX/AUD,AVAX,AUD,binance,spot,False
LUNA/AUD,LUNA,AUD,binance,spot,False
TROY/BUSD,TROY,BUSD,binance,spot,False
AXS/ETH,AXS,ETH,binance,spot,False
FTM/ETH,FTM,ETH,binance,spot,False
SOL/ETH,SOL,ETH,binance,spot,True
SSV/BTC,SSV,BTC,binance,spot,False
SSV/ETH,SSV,ETH,binance,spot,False
LAZIO/TRY,LAZIO,TRY,binance,spot,True
LAZIO/EUR,LAZIO,EUR,binance,spot,False
LAZIO/BTC,LAZIO,BTC,binance,spot,False
LAZIO/USDT,LAZIO,USDT,binance,spot,True
CHESS/BTC,CHESS,BTC,binance,spot,False
CHESS/BNB,CHESS,BNB,binance,spot,False
CHESS/BUSD,CHESS,BUSD,binance,spot,False
CHESS/USDT,CHESS,USDT,binance,spot,False
FTM/AUD,FTM,AUD,binance,spot,False
FTM/BRL,FTM,BRL,binance,spot,False
SCRT/BUSD,SCRT,BUSD,binance,spot,False
ADX/USDT,ADX,USDT,binance,spot,True
AUCTION/USDT,AUCTION,USDT,binance,spot,True
CELO/BUSD,CELO,BUSD,binance,spot,False
FTM/RUB,FTM,RUB,binance,spot,False
NU/AUD,NU,AUD,binance,spot,False
NU/RUB,NU,RUB,binance,spot,False
REEF/TRY,REEF,TRY,binance,spot,False
REEF/BIDR,REEF,BIDR,binance,spot,False
SHIB/DOGE,SHIB,DOGE,binance,spot,False
DAR/USDT,DAR,USDT,binance,spot,False
DAR/BUSD,DAR,BUSD,binance,spot,False
DAR/BNB,DAR,BNB,binance,spot,False
DAR/BTC,DAR,BTC,binance,spot,False
BNX/BTC,BNX,BTC,binance,spot,False
BNX/BNB,BNX,BNB,binance,spot,False
BNX/BUSD,BNX,BUSD,binance,spot,False
BNX/USDT,BNX,USDT,binance,spot,False
RGT/USDT,RGT,USDT,binance,spot,False
RGT/BTC,RGT,BTC,binance,spot,False
RGT/BUSD,RGT,BUSD,binance,spot,False
RGT/BNB,RGT,BNB,binance,spot,False
LAZIO/BUSD,LAZIO,BUSD,binance,spot,False
OXT/BUSD,OXT,BUSD,binance,spot,False
MANA/TRY,MANA,TRY,binance,spot,True
ALGO/RUB,ALGO,RUB,binance,spot,False
SHIB/UAH,SHIB,UAH,binance,spot,False
LUNA/BIDR,LUNA,BIDR,binance,spot,False
AUD/USDC,AUD,USDC,binance,spot,False
MOVR/BTC,MOVR,BTC,binance,spot,False
MOVR/BNB,MOVR,BNB,binance,spot,False
MOVR/BUSD,MOVR,BUSD,binance,spot,False
MOVR/USDT,MOVR,USDT,binance,spot,True
CITY/BTC,CITY,BTC,binance,spot,False
CITY/BNB,CITY,BNB,binance,spot,False
CITY/BUSD,CITY,BUSD,binance,spot,False
CITY/USDT,CITY,USDT,binance,spot,True
ENS/BTC,ENS,BTC,binance,spot,False
ENS/BNB,ENS,BNB,binance,spot,False
ENS/BUSD,ENS,BUSD,binance,spot,False
ENS/USDT,ENS,USDT,binance,spot,True
SAND/ETH,SAND,ETH,binance,spot,False
DOT/ETH,DOT,ETH,binance,spot,True
MATIC/ETH,MATIC,ETH,binance,spot,False
ANKR/BUSD,ANKR,BUSD,binance,spot,False
SAND/TRY,SAND,TRY,binance,spot,True
MANA/BRL,MANA,BRL,binance,spot,False
KP3R/USDT,KP3R,USDT,binance,spot,False
QI/USDT,QI,USDT,binance,spot,True
QI/BUSD,QI,BUSD,binance,spot,False
QI/BNB,QI,BNB,binance,spot,False
QI/BTC,QI,BTC,binance,spot,False
PORTO/BTC,PORTO,BTC,binance,spot,False
PORTO/USDT,PORTO,USDT,binance,spot,True
PORTO/TRY,PORTO,TRY,binance,spot,True
PORTO/EUR,PORTO,EUR,binance,spot,False
POWR/USDT,POWR,USDT,binance,spot,True
POWR/BUSD,POWR,BUSD,binance,spot,False
AVAX/ETH,AVAX,ETH,binance,spot,True
SLP/TRY,SLP,TRY,binance,spot,True
FIS/TRY,FIS,TRY,binance,spot,False
LRC/TRY,LRC,TRY,binance,spot,False
CHR/ETH,CHR,ETH,binance,spot,False
FIS/BIDR,FIS,BIDR,binance,spot,False
VGX/USDT,VGX,USDT,binance,spot,False
GALA/ETH,GALA,ETH,binance,spot,False
JASMY/USDT,JASMY,USDT,binance,spot,True
JASMY/BUSD,JASMY,BUSD,binance,spot,False
JASMY/BNB,JASMY,BNB,binance,spot,False
JASMY/BTC,JASMY,BTC,binance,spot,False
AMP/BTC,AMP,BTC,binance,spot,False
AMP/BNB,AMP,BNB,binance,spot,False
AMP/BUSD,AMP,BUSD,binance,spot,False
AMP/USDT,AMP,USDT,binance,spot,True
PLA/BTC,PLA,BTC,binance,spot,False
PLA/BNB,PLA,BNB,binance,spot,False
PLA/BUSD,PLA,BUSD,binance,spot,False
PLA/USDT,PLA,USDT,binance,spot,False
PYR/BTC,PYR,BTC,binance,spot,False
PYR/BUSD,PYR,BUSD,binance,spot,False
PYR/USDT,PYR,USDT,binance,spot,True
RNDR/BTC,RNDR,BTC,binance,spot,False
RNDR/USDT,RNDR,USDT,binance,spot,False
RNDR/BUSD,RNDR,BUSD,binance,spot,False
ALCX/BTC,ALCX,BTC,binance,spot,False
ALCX/BUSD,ALCX,BUSD,binance,spot,False
ALCX/USDT,ALCX,USDT,binance,spot,True
SANTOS/BTC,SANTOS,BTC,binance,spot,True
SANTOS/USDT,SANTOS,USDT,binance,spot,True
SANTOS/BRL,SANTOS,BRL,binance,spot,False
SANTOS/TRY,SANTOS,TRY,binance,spot,True
MC/BTC,MC,BTC,binance,spot,False
MC/BUSD,MC,BUSD,binance,spot,False
MC/USDT,MC,USDT,binance,spot,False
BEL/TRY,BEL,TRY,binance,spot,True
COCOS/BUSD,COCOS,BUSD,binance,spot,False
DENT/TRY,DENT,TRY,binance,spot,True
ENJ/TRY,ENJ,TRY,binance,spot,True
NEO/RUB,NEO,RUB,binance,spot,False
SAND/AUD,SAND,AUD,binance,spot,False
SLP/BIDR,SLP,BIDR,binance,spot,False
ANY/BTC,ANY,BTC,binance,spot,False
ANY/BUSD,ANY,BUSD,binance,spot,False
ANY/USDT,ANY,USDT,binance,spot,False
BICO/BTC,BICO,BTC,binance,spot,False
BICO/BUSD,BICO,BUSD,binance,spot,False
BICO/USDT,BICO,USDT,binance,spot,True
FLUX/BTC,FLUX,BTC,binance,spot,False
FLUX/BUSD,FLUX,BUSD,binance,spot,False
FLUX/USDT,FLUX,USDT,binance,spot,True
ALICE/TRY,ALICE,TRY,binance,spot,True
FXS/USDT,FXS,USDT,binance,spot,False
GALA/BRL,GALA,BRL,binance,spot,False
GALA/TRY,GALA,TRY,binance,spot,True
LUNA/TRY,LUNA,TRY,binance,spot,True
REQ/BUSD,REQ,BUSD,binance,spot,False
SAND/BRL,SAND,BRL,binance,spot,False
MANA/BIDR,MANA,BIDR,binance,spot,False
SAND/BIDR,SAND,BIDR,binance,spot,False
VOXEL/BTC,VOXEL,BTC,binance,spot,False
VOXEL/BNB,VOXEL,BNB,binance,spot,False
VOXEL/BUSD,VOXEL,BUSD,binance,spot,False
VOXEL/USDT,VOXEL,USDT,binance,spot,False
COS/BUSD,COS,BUSD,binance,spot,False
CTXC/BUSD,CTXC,BUSD,binance,spot,False
FTM/TRY,FTM,TRY,binance,spot,False
MANA/BNB,MANA,BNB,binance,spot,False
MINA/TRY,MINA,TRY,binance,spot,True
XTZ/TRY,XTZ,TRY,binance,spot,True
HIGH/BTC,HIGH,BTC,binance,spot,False
HIGH/BUSD,HIGH,BUSD,binance,spot,False
HIGH/USDT,HIGH,USDT,binance,spot,True
CVX/BTC,CVX,BTC,binance,spot,False
CVX/BUSD,CVX,BUSD,binance,spot,False
CVX/USDT,CVX,USDT,binance,spot,True
PEOPLE/BTC,PEOPLE,BTC,binance,spot,False
PEOPLE/BUSD,PEOPLE,BUSD,binance,spot,False
PEOPLE/USDT,PEOPLE,USDT,binance,spot,True
OOKI/BUSD,OOKI,BUSD,binance,spot,False
OOKI/USDT,OOKI,USDT,binance,spot,False
COCOS/TRY,COCOS,TRY,binance,spot,False
GXS/BNB,GXS,BNB,binance,spot,False
LINK/BNB,LINK,BNB,binance,spot,False
LUNA/ETH,LUNA,ETH,binance,spot,False
MDT/BUSD,MDT,BUSD,binance,spot,False
NULS/BUSD,NULS,BUSD,binance,spot,False
SPELL/BTC,SPELL,BTC,binance,spot,False
SPELL/USDT,SPELL,USDT,binance,spot,True
SPELL/BUSD,SPELL,BUSD,binance,spot,False
UST/BTC,UST,BTC,binance,spot,False
UST/BUSD,UST,BUSD,binance,spot,False
UST/USDT,UST,USDT,binance,spot,False
JOE/BTC,JOE,BTC,binance,spot,False
JOE/BUSD,JOE,BUSD,binance,spot,False
JOE/USDT,JOE,USDT,binance,spot,True
ATOM/ETH,ATOM,ETH,binance,spot,False
DUSK/BUSD,DUSK,BUSD,binance,spot,False
EGLD/ETH,EGLD,ETH,binance,spot,True
ICP/ETH,ICP,ETH,binance,spot,False
LUNA/BRL,LUNA,BRL,binance,spot,False
LUNA/UST,LUNA,UST,binance,spot,False
NEAR/ETH,NEAR,ETH,binance,spot,False
ROSE/BNB,ROSE,BNB,binance,spot,False
VOXEL/ETH,VOXEL,ETH,binance,spot,False
ALICE/BNB,ALICE,BNB,binance,spot,False
ATOM/TRY,ATOM,TRY,binance,spot,True
ETH/UST,ETH,UST,binance,spot,False
GALA/AUD,GALA,AUD,binance,spot,False
LRC/BNB,LRC,BNB,binance,spot,False
ONE/ETH,ONE,ETH,binance,spot,False
OOKI/BNB,OOKI,BNB,binance,spot,False
ACH/BTC,ACH,BTC,binance,spot,False
ACH/BUSD,ACH,BUSD,binance,spot,False
ACH/USDT,ACH,USDT,binance,spot,True
IMX/BTC,IMX,BTC,binance,spot,False
IMX/BUSD,IMX,BUSD,binance,spot,False
IMX/USDT,IMX,USDT,binance,spot,True
GLMR/BTC,GLMR,BTC,binance,spot,False
GLMR/BUSD,GLMR,BUSD,binance,spot,False
GLMR/USDT,GLMR,USDT,binance,spot,True
ATOM/BIDR,ATOM,BIDR,binance,spot,False
DYDX/ETH,DYDX,ETH,binance,spot,False
FARM/ETH,FARM,ETH,binance,spot,False
FOR/BNB,FOR,BNB,binance,spot,False
ICP/TRY,ICP,TRY,binance,spot,True
JASMY/ETH,JASMY,ETH,binance,spot,False
LINA/BNB,LINA,BNB,binance,spot,False
OOKI/ETH,OOKI,ETH,binance,spot,False
ROSE/ETH,ROSE,ETH,binance,spot,False
UMA/BUSD,UMA,BUSD,binance,spot,False
UNI/ETH,UNI,ETH,binance,spot,True
XTZ/ETH,XTZ,ETH,binance,spot,False
LOKA/BTC,LOKA,BTC,binance,spot,False
LOKA/BNB,LOKA,BNB,binance,spot,False
LOKA/BUSD,LOKA,BUSD,binance,spot,False
LOKA/USDT,LOKA,USDT,binance,spot,False
ATOM/BRL,ATOM,BRL,binance,spot,False
BNB/UST,BNB,UST,binance,spot,False
CRV/ETH,CRV,ETH,binance,spot,False
HIGH/BNB,HIGH,BNB,binance,spot,False
NEAR/RUB,NEAR,RUB,binance,spot,False
ROSE/TRY,ROSE,TRY,binance,spot,True
SCRT/USDT,SCRT,USDT,binance,spot,True
API3/BTC,API3,BTC,binance,spot,False
API3/BUSD,API3,BUSD,binance,spot,False
API3/USDT,API3,USDT,binance,spot,True
BTTC/USDT,BTTC,USDT,binance,spot,True
BTTC/USDC,BTTC,USDC,binance,spot,False
BTTC/TRY,BTTC,TRY,binance,spot,True
ACA/BTC,ACA,BTC,binance,spot,False
ACA/BUSD,ACA,BUSD,binance,spot,False
ACA/USDT,ACA,USDT,binance,spot,False
ANC/BTC,ANC,BTC,binance,spot,False
ANC/BUSD,ANC,BUSD,binance,spot,False
ANC/USDT,ANC,USDT,binance,spot,False
BDOT/DOT,BDOT,DOT,binance,spot,False
XNO/BTC,XNO,BTC,binance,spot,False
XNO/ETH,XNO,ETH,binance,spot,False
XNO/BUSD,XNO,BUSD,binance,spot,False
XNO/USDT,XNO,USDT,binance,spot,True
COS/TRY,COS,TRY,binance,spot,True
KAVA/ETH,KAVA,ETH,binance,spot,False
MC/BNB,MC,BNB,binance,spot,False
ONE/TRY,ONE,TRY,binance,spot,True
WOO/BTC,WOO,BTC,binance,spot,False
WOO/BNB,WOO,BNB,binance,spot,False
WOO/BUSD,WOO,BUSD,binance,spot,False
WOO/USDT,WOO,USDT,binance,spot,True
CELR/ETH,CELR,ETH,binance,spot,False
PEOPLE/BNB,PEOPLE,BNB,binance,spot,False
SLP/BNB,SLP,BNB,binance,spot,False
SPELL/BNB,SPELL,BNB,binance,spot,False
SPELL/TRY,SPELL,TRY,binance,spot,True
TFUEL/BUSD,TFUEL,BUSD,binance,spot,False
AXS/TRY,AXS,TRY,binance,spot,True
DAR/TRY,DAR,TRY,binance,spot,False
NEAR/TRY,NEAR,TRY,binance,spot,True
IDEX/BNB,IDEX,BNB,binance,spot,False
ALPINE/EUR,ALPINE,EUR,binance,spot,False
ALPINE/TRY,ALPINE,TRY,binance,spot,True
ALPINE/USDT,ALPINE,USDT,binance,spot,True
ALPINE/BTC,ALPINE,BTC,binance,spot,False
T/USDT,T,USDT,binance,spot,True
T/BUSD,T,BUSD,binance,spot,False
API3/BNB,API3,BNB,binance,spot,False
BETA/ETH,BETA,ETH,binance,spot,False
INJ/TRY,INJ,TRY,binance,spot,True
TLM/BNB,TLM,BNB,binance,spot,False
ASTR/BUSD,ASTR,BUSD,binance,spot,False
ASTR/USDT,ASTR,USDT,binance,spot,True
API3/TRY,API3,TRY,binance,spot,True
GLMR/BNB,GLMR,BNB,binance,spot,False
MBOX/TRY,MBOX,TRY,binance,spot,True
GMT/BTC,GMT,BTC,binance,spot,False
GMT/BNB,GMT,BNB,binance,spot,False
GMT/BUSD,GMT,BUSD,binance,spot,False
GMT/USDT,GMT,USDT,binance,spot,True
ANC/BNB,ANC,BNB,binance,spot,False
ATOM/EUR,ATOM,EUR,binance,spot,True
GALA/EUR,GALA,EUR,binance,spot,False
KSM/ETH,KSM,ETH,binance,spot,False
UMA/TRY,UMA,TRY,binance,spot,True
KDA/BTC,KDA,BTC,binance,spot,False
KDA/BUSD,KDA,BUSD,binance,spot,False
KDA/USDT,KDA,USDT,binance,spot,False
APE/USDT,APE,USDT,binance,spot,True
APE/BUSD,APE,BUSD,binance,spot,False
APE/BTC,APE,BTC,binance,spot,False
ALPINE/BUSD,ALPINE,BUSD,binance,spot,False
LUNA/GBP,LUNA,GBP,binance,spot,False
NEAR/EUR,NEAR,EUR,binance,spot,True
TWT/TRY,TWT,TRY,binance,spot,True
WAVES/EUR,WAVES,EUR,binance,spot,False
APE/EUR,APE,EUR,binance,spot,False
APE/GBP,APE,GBP,binance,spot,False
APE/TRY,APE,TRY,binance,spot,True
BSW/USDT,BSW,USDT,binance,spot,False
BSW/BUSD,BSW,BUSD,binance,spot,False
BSW/BNB,BSW,BNB,binance,spot,False
APE/BNB,APE,BNB,binance,spot,False
GMT/BRL,GMT,BRL,binance,spot,False
GMT/ETH,GMT,ETH,binance,spot,False
JASMY/TRY,JASMY,TRY,binance,spot,True
SANTOS/BUSD,SANTOS,BUSD,binance,spot,False
APE/AUD,APE,AUD,binance,spot,False
BIFI/USDT,BIFI,USDT,binance,spot,True
GMT/EUR,GMT,EUR,binance,spot,False
IMX/BNB,IMX,BNB,binance,spot,False
RUNE/ETH,RUNE,ETH,binance,spot,False
AVAX/GBP,AVAX,GBP,binance,spot,False
MULTI/BTC,MULTI,BTC,binance,spot,False
MULTI/BUSD,MULTI,BUSD,binance,spot,False
MULTI/USDT,MULTI,USDT,binance,spot,False
APE/ETH,APE,ETH,binance,spot,False
BSW/ETH,BSW,ETH,binance,spot,False
FIL/TRY,FIL,TRY,binance,spot,True
FTM/EUR,FTM,EUR,binance,spot,False
GMT/GBP,GMT,GBP,binance,spot,False
ZIL/TRY,ZIL,TRY,binance,spot,True
GMT/TRY,GMT,TRY,binance,spot,True
WAVES/TRY,WAVES,TRY,binance,spot,False
BTC/UST,BTC,UST,binance,spot,False
ASTR/BTC,ASTR,BTC,binance,spot,False
ASTR/ETH,ASTR,ETH,binance,spot,False
BSW/TRY,BSW,TRY,binance,spot,False
FTT/ETH,FTT,ETH,binance,spot,False
FUN/BNB,FUN,BNB,binance,spot,False
PORTO/BUSD,PORTO,BUSD,binance,spot,False
STEEM/USDT,STEEM,USDT,binance,spot,True
ZIL/EUR,ZIL,EUR,binance,spot,False
APE/BRL,APE,BRL,binance,spot,False
AUDIO/TRY,AUDIO,TRY,binance,spot,True
BTTC/BUSD,BTTC,BUSD,binance,spot,False
GMT/AUD,GMT,AUD,binance,spot,False
MBL/BUSD,MBL,BUSD,binance,spot,False
MOB/USDT,MOB,USDT,binance,spot,False
MOB/BUSD,MOB,BUSD,binance,spot,False
MOB/BTC,MOB,BTC,binance,spot,False
NEXO/USDT,NEXO,USDT,binance,spot,True
NEXO/BUSD,NEXO,BUSD,binance,spot,False
NEXO/BTC,NEXO,BTC,binance,spot,True
REI/USDT,REI,USDT,binance,spot,False
REI/BNB,REI,BNB,binance,spot,False
REI/ETH,REI,ETH,binance,spot,False
GAL/USDT,GAL,USDT,binance,spot,False
GAL/BUSD,GAL,BUSD,binance,spot,False
GAL/BNB,GAL,BNB,binance,spot,False
GAL/BTC,GAL,BTC,binance,spot,False
JASMY/EUR,JASMY,EUR,binance,spot,False
KNC/BNB,KNC,BNB,binance,spot,False
SHIB/GBP,SHIB,GBP,binance,spot,False
GAL/EUR,GAL,EUR,binance,spot,False
GAL/TRY,GAL,TRY,binance,spot,False
LDO/BUSD,LDO,BUSD,binance,spot,False
LDO/USDT,LDO,USDT,binance,spot,True
LDO/BTC,LDO,BTC,binance,spot,False
ENS/TRY,ENS,TRY,binance,spot,True
DAR/EUR,DAR,EUR,binance,spot,False
DAR/ETH,DAR,ETH,binance,spot,False
ALGO/ETH,ALGO,ETH,binance,spot,False
