symbol,base,quote,exchange,type,active
KITE/USDC,KITE,USDC,coinbase,spot,True
ALGO/EUR,ALGO,EUR,coinbase,spot,True
SOL/EUR,SOL,EUR,coinbase,spot,True
VET/USD,VET,USD,coinbase,spot,True
VET/USDC,VET,USDC,coinbase,spot,True
FIDA/USD,FIDA,USD,coinbase,spot,True
FIDA/USDC,FIDA,USDC,coinbase,spot,True
ICP/USD,ICP,USD,coinbase,spot,True
ICP/USDC,ICP,USDC,coinbase,spot,True
AAVE/USD,AAVE,USD,coinbase,spot,True
AAVE/USDC,AAVE,USDC,coinbase,spot,True
USDC/GBP,USDC,GBP,coinbase,spot,True
EDGE/USD,EDGE,USD,coinbase,spot,True
EDGE/USDC,EDGE,USDC,coinbase,spot,True
TRAC/USD,TRAC,USD,coinbase,spot,True
TRAC/USDC,TRAC,USDC,coinbase,spot,True
JTO/USD,JTO,USD,coinbase,spot,True
JTO/USDC,JTO,USDC,coinbase,spot,True
USDT/GBP,USDT,GBP,coinbase,spot,True
EURC/USDC,EURC,USDC,coinbase,spot,True
QNT/USD,QNT,USD,coinbase,spot,True
QNT/USDC,QNT,USDC,coinbase,spot,True
PENGU/USD,PENGU,USD,coinbase,spot,True
PENGU/USDC,PENGU,USDC,coinbase,spot,True
CORECHAIN/USD,CORECHAIN,USD,coinbase,spot,True
CORECHAIN/USDC,CORECHAIN,USDC,coinbase,spot,True
SKY/USD,SKY,USD,coinbase,spot,True
SKY/USDC,SKY,USDC,coinbase,spot,True
PUMP/USD,PUMP,USD,coinbase,spot,True
PUMP/USDC,PUMP,USDC,coinbase,spot,True
ZK/USD,ZK,USD,coinbase,spot,True
ZK/USDC,ZK,USDC,coinbase,spot,True
XPL/USD,XPL,USD,coinbase,spot,True
XPL/USDC,XPL,USDC,coinbase,spot,True
BCH/USD,BCH,USD,coinbase,spot,True
BCH/USDC,BCH,USDC,coinbase,spot,True
IMU/USD,IMU,USD,coinbase,spot,True
IMU/USDC,IMU,USDC,coinbase,spot,True
PAXG/USD,PAXG,USD,coinbase,spot,True
PAXG/USDC,PAXG,USDC,coinbase,spot,True
BTC/USDT,BTC,USDT,coinbase,spot,True
DASH/USD,DASH,USD,coinbase,spot,True
DASH/USDC,DASH,USDC,coinbase,spot,True
TRIA/USD,TRIA,USD,coinbase,spot,True
TRIA/USDC,TRIA,USDC,coinbase,spot,True
KERNEL/USD,KERNEL,USD,coinbase,spot,True
KERNEL/USDC,KERNEL,USDC,coinbase,spot,True
LTC/EUR,LTC,EUR,coinbase,spot,True
WLFI/USD,WLFI,USD,coinbase,spot,True
WLFI/USDC,WLFI,USDC,coinbase,spot,True
DOT/USD,DOT,USD,coinbase,spot,True
DOT/USDC,DOT,USDC,coinbase,spot,True
XRP/EUR,XRP,EUR,coinbase,spot,True
ETH/GBP,ETH,GBP,coinbase,spot,True
DRIFT/USD,DRIFT,USD,coinbase,spot,True
DRIFT/USDC,DRIFT,USDC,coinbase,spot,True
ENA/USD,ENA,USD,coinbase,spot,True
ENA/USDC,ENA,USDC,coinbase,spot,True
BARD/USD,BARD,USD,coinbase,spot,True
BARD/USDC,BARD,USDC,coinbase,spot,True
SOL/GBP,SOL,GBP,coinbase,spot,True
TURBO/USD,TURBO,USD,coinbase,spot,True
TURBO/USDC,TURBO,USDC,coinbase,spot,True
LIGHTER/USD,LIGHTER,USD,coinbase,spot,True
LIGHTER/USDC,LIGHTER,USDC,coinbase,spot,True
IP/USD,IP,USD,coinbase,spot,True
IP/USDC,IP,USDC,coinbase,spot,True
NMR/USD,NMR,USD,coinbase,spot,True
NMR/USDC,NMR,USDC,coinbase,spot,True
USELESS/USD,USELESS,USD,coinbase,spot,True
USELESS/USDC,USELESS,USDC,coinbase,spot,True
CRV/USD,CRV,USD,coinbase,spot,True
CRV/USDC,CRV,USDC,coinbase,spot,True
ETC/USD,ETC,USD,coinbase,spot,True
ETC/USDC,ETC,USDC,coinbase,spot,True
TRUMP/USD,TRUMP,USD,coinbase,spot,True
TRUMP/USDC,TRUMP,USDC,coinbase,spot,True
USDT/EUR,USDT,EUR,coinbase,spot,True
ACH/USD,ACH,USD,coinbase,spot,True
ACH/USDC,ACH,USDC,coinbase,spot,True
APT/USD,APT,USD,coinbase,spot,True
APT/USDC,APT,USDC,coinbase,spot,True
PRL/USD,PRL,USD,coinbase,spot,True
PRL/USDC,PRL,USDC,coinbase,spot,True
SOL/USDT,SOL,USDT,coinbase,spot,True
ALT/USD,ALT,USD,coinbase,spot,True
ALT/USDC,ALT,USDC,coinbase,spot,True
AERO/USD,AERO,USD,coinbase,spot,True
AERO/USDC,AERO,USDC,coinbase,spot,True
AMP/USD,AMP,USD,coinbase,spot,True
AMP/USDC,AMP,USDC,coinbase,spot,True
PROMPT/USD,PROMPT,USD,coinbase,spot,True
PROMPT/USDC,PROMPT,USDC,coinbase,spot,True
HFT/USD,HFT,USD,coinbase,spot,True
HFT/USDC,HFT,USDC,coinbase,spot,True
LINEA/USD,LINEA,USD,coinbase,spot,True
LINEA/USDC,LINEA,USDC,coinbase,spot,True
BIO/USD,BIO,USD,coinbase,spot,True
BIO/USDC,BIO,USDC,coinbase,spot,True
YB/USD,YB,USD,coinbase,spot,True
YB/USDC,YB,USDC,coinbase,spot,True
BASED1/USD,BASED1,USD,coinbase,spot,True
BASED1/USDC,BASED1,USDC,coinbase,spot,True
AKT/USD,AKT,USD,coinbase,spot,True
AKT/USDC,AKT,USDC,coinbase,spot,True
BTRST/USD,BTRST,USD,coinbase,spot,True
BTRST/USDC,BTRST,USDC,coinbase,spot,True
KTA/USD,KTA,USD,coinbase,spot,True
KTA/USDC,KTA,USDC,coinbase,spot,True
SHIB/USD,SHIB,USD,coinbase,spot,True
SHIB/USDC,SHIB,USDC,coinbase,spot,True
W/USD,W,USD,coinbase,spot,True
W/USDC,W,USDC,coinbase,spot,True
ATOM/USD,ATOM,USD,coinbase,spot,True
ATOM/USDC,ATOM,USDC,coinbase,spot,True
POL/USD,POL,USD,coinbase,spot,True
POL/USDC,POL,USDC,coinbase,spot,True
SKL/USD,SKL,USD,coinbase,spot,True
SKL/USDC,SKL,USDC,coinbase,spot,True
FIL/USD,FIL,USD,coinbase,spot,True
FIL/USDC,FIL,USDC,coinbase,spot,True
RSR/USD,RSR,USD,coinbase,spot,True
RSR/USDC,RSR,USDC,coinbase,spot,True
ZRO/USD,ZRO,USD,coinbase,spot,True
ZRO/USDC,ZRO,USDC,coinbase,spot,True
TIA/USD,TIA,USD,coinbase,spot,True
TIA/USDC,TIA,USDC,coinbase,spot,True
XAN/USD,XAN,USD,coinbase,spot,True
XAN/USDC,XAN,USDC,coinbase,spot,True
ANKR/USD,ANKR,USD,coinbase,spot,True
ANKR/USDC,ANKR,USDC,coinbase,spot,True
ZORA/USD,ZORA,USD,coinbase,spot,True
ZORA/USDC,ZORA,USDC,coinbase,spot,True
FAI/USD,FAI,USD,coinbase,spot,True
FAI/USDC,FAI,USDC,coinbase,spot,True
BNB/USD,BNB,USD,coinbase,spot,True
BNB/USDC,BNB,USDC,coinbase,spot,True
WLD/USD,WLD,USD,coinbase,spot,True
WLD/USDC,WLD,USDC,coinbase,spot,True
OP/USD,OP,USD,coinbase,spot,True
OP/USDC,OP,USDC,coinbase,spot,True
MOG/USD,MOG,USD,coinbase,spot,True
MOG/USDC,MOG,USDC,coinbase,spot,True
EUL/USD,EUL,USD,coinbase,spot,True
EUL/USDC,EUL,USDC,coinbase,spot,True
FLOW/USD,FLOW,USD,coinbase,spot,True
FLOW/USDC,FLOW,USDC,coinbase,spot,True
FIGHT/USD,FIGHT,USD,coinbase,spot,True
FIGHT/USDC,FIGHT,USDC,coinbase,spot,True
ETH/USDT,ETH,USDT,coinbase,spot,True
NKN/USD,NKN,USD,coinbase,spot,True
NKN/USDC,NKN,USDC,coinbase,spot,True
CAKE/USD,CAKE,USD,coinbase,spot,True
CAKE/USDC,CAKE,USDC,coinbase,spot,True
SPK/USD,SPK,USD,coinbase,spot,True
SPK/USDC,SPK,USDC,coinbase,spot,True
XTZ/USD,XTZ,USD,coinbase,spot,True
XTZ/USDC,XTZ,USDC,coinbase,spot,True
OGN/USD,OGN,USD,coinbase,spot,True
OGN/USDC,OGN,USDC,coinbase,spot,True
IRYS/USD,IRYS,USD,coinbase,spot,True
IRYS/USDC,IRYS,USDC,coinbase,spot,True
ICP/EUR,ICP,EUR,coinbase,spot,True
CFG/USD,CFG,USD,coinbase,spot,True
CFG/USDC,CFG,USDC,coinbase,spot,True
APE/USD,APE,USD,coinbase,spot,True
APE/USDC,APE,USDC,coinbase,spot,True
ARB/USD,ARB,USD,coinbase,spot,True
ARB/USDC,ARB,USDC,coinbase,spot,True
ASTER/USD,ASTER,USD,coinbase,spot,True
ASTER/USDC,ASTER,USDC,coinbase,spot,True
ROSE/USD,ROSE,USD,coinbase,spot,True
ROSE/USDC,ROSE,USDC,coinbase,spot,True
ADA/EUR,ADA,EUR,coinbase,spot,True
PYR/USD,PYR,USD,coinbase,spot,True
PYR/USDC,PYR,USDC,coinbase,spot,True
ZRX/USD,ZRX,USD,coinbase,spot,True
ZRX/USDC,ZRX,USDC,coinbase,spot,True
KAT/USD,KAT,USD,coinbase,spot,True
KAT/USDC,KAT,USDC,coinbase,spot,True
INJ/USD,INJ,USD,coinbase,spot,True
INJ/USDC,INJ,USDC,coinbase,spot,True
TOWNS/USD,TOWNS,USD,coinbase,spot,True
TOWNS/USDC,TOWNS,USDC,coinbase,spot,True
ZEN/USD,ZEN,USD,coinbase,spot,True
ZEN/USDC,ZEN,USDC,coinbase,spot,True
XCN/USD,XCN,USD,coinbase,spot,True
XCN/USDC,XCN,USDC,coinbase,spot,True
ICNT/USD,ICNT,USD,coinbase,spot,True
ICNT/USDC,ICNT,USDC,coinbase,spot,True
SAPIEN/USD,SAPIEN,USD,coinbase,spot,True
SAPIEN/USDC,SAPIEN,USDC,coinbase,spot,True
BNKR/USD,BNKR,USD,coinbase,spot,True
BNKR/USDC,BNKR,USDC,coinbase,spot,True
ORCA/USD,ORCA,USD,coinbase,spot,True
ORCA/USDC,ORCA,USDC,coinbase,spot,True
IMX/USD,IMX,USD,coinbase,spot,True
IMX/USDC,IMX,USDC,coinbase,spot,True
POPCAT/USD,POPCAT,USD,coinbase,spot,True
POPCAT/USDC,POPCAT,USDC,coinbase,spot,True
ROBO/USD,ROBO,USD,coinbase,spot,True
ROBO/USDC,ROBO,USDC,coinbase,spot,True
COTI/USD,COTI,USD,coinbase,spot,True
COTI/USDC,COTI,USDC,coinbase,spot,True
MAGIC/USD,MAGIC,USD,coinbase,spot,True
MAGIC/USDC,MAGIC,USDC,coinbase,spot,True
STX/USD,STX,USD,coinbase,spot,True
STX/USDC,STX,USDC,coinbase,spot,True
ZETA/USD,ZETA,USD,coinbase,spot,True
ZETA/USDC,ZETA,USDC,coinbase,spot,True
STRK/USD,STRK,USD,coinbase,spot,True
STRK/USDC,STRK,USDC,coinbase,spot,True
REZ/USD,REZ,USD,coinbase,spot,True
REZ/USDC,REZ,USDC,coinbase,spot,True
SAND/USD,SAND,USD,coinbase,spot,True
SAND/USDC,SAND,USDC,coinbase,spot,True
IOTX/USD,IOTX,USD,coinbase,spot,True
IOTX/USDC,IOTX,USDC,coinbase,spot,True
TOSHI/USD,TOSHI,USD,coinbase,spot,True
TOSHI/USDC,TOSHI,USDC,coinbase,spot,True
HNT/USD,HNT,USD,coinbase,spot,True
HNT/USDC,HNT,USDC,coinbase,spot,True
CHZ/USD,CHZ,USD,coinbase,spot,True
CHZ/USDC,CHZ,USDC,coinbase,spot,True
AXS/USD,AXS,USD,coinbase,spot,True
AXS/USDC,AXS,USDC,coinbase,spot,True
JASMY/USD,JASMY,USD,coinbase,spot,True
JASMY/USDC,JASMY,USDC,coinbase,spot,True
SXT/USD,SXT,USD,coinbase,spot,True
SXT/USDC,SXT,USDC,coinbase,spot,True
CTX/USD,CTX,USD,coinbase,spot,True
CTX/USDC,CTX,USDC,coinbase,spot,True
PERP/USD,PERP,USD,coinbase,spot,True
PERP/USDC,PERP,USDC,coinbase,spot,True
FLR/USD,FLR,USD,coinbase,spot,True
FLR/USDC,FLR,USDC,coinbase,spot,True
CRO/USD,CRO,USD,coinbase,spot,True
CRO/USDC,CRO,USDC,coinbase,spot,True
LTC/GBP,LTC,GBP,coinbase,spot,True
PYTH/USD,PYTH,USD,coinbase,spot,True
PYTH/USDC,PYTH,USDC,coinbase,spot,True
ZKC/USD,ZKC,USD,coinbase,spot,True
ZKC/USDC,ZKC,USDC,coinbase,spot,True
SPX/USD,SPX,USD,coinbase,spot,True
SPX/USDC,SPX,USDC,coinbase,spot,True
MASK/USD,MASK,USD,coinbase,spot,True
MASK/USDC,MASK,USDC,coinbase,spot,True
FIS/USD,FIS,USD,coinbase,spot,True
FIS/USDC,FIS,USDC,coinbase,spot,True
YFI/USD,YFI,USD,coinbase,spot,True
YFI/USDC,YFI,USDC,coinbase,spot,True
GST/USD,GST,USD,coinbase,spot,True
GST/USDC,GST,USDC,coinbase,spot,True
L3/USD,L3,USD,coinbase,spot,True
L3/USDC,L3,USDC,coinbase,spot,True
PRCL/USD,PRCL,USD,coinbase,spot,True
PRCL/USDC,PRCL,USDC,coinbase,spot,True
MOODENG/USD,MOODENG,USD,coinbase,spot,True
MOODENG/USDC,MOODENG,USDC,coinbase,spot,True
OPN/USD,OPN,USD,coinbase,spot,True
OPN/USDC,OPN,USDC,coinbase,spot,True
ALGO/GBP,ALGO,GBP,coinbase,spot,True
WET/USD,WET,USD,coinbase,spot,True
WET/USDC,WET,USDC,coinbase,spot,True
ADA/GBP,ADA,GBP,coinbase,spot,True
MNDE/USD,MNDE,USD,coinbase,spot,True
MNDE/USDC,MNDE,USDC,coinbase,spot,True
HONEY/USD,HONEY,USD,coinbase,spot,True
HONEY/USDC,HONEY,USDC,coinbase,spot,True
DIA/USD,DIA,USD,coinbase,spot,True
DIA/USDC,DIA,USDC,coinbase,spot,True
COSMOSDYDX/USD,COSMOSDYDX,USD,coinbase,spot,True
COSMOSDYDX/USDC,COSMOSDYDX,USDC,coinbase,spot,True
PRO/USD,PRO,USD,coinbase,spot,True
PRO/USDC,PRO,USDC,coinbase,spot,True
TREE/USD,TREE,USD,coinbase,spot,True
TREE/USDC,TREE,USDC,coinbase,spot,True
APR/USD,APR,USD,coinbase,spot,True
APR/USDC,APR,USDC,coinbase,spot,True
PRIME/USD,PRIME,USD,coinbase,spot,True
PRIME/USDC,PRIME,USDC,coinbase,spot,True
DOGE/GBP,DOGE,GBP,coinbase,spot,True
FORTH/USD,FORTH,USD,coinbase,spot,True
FORTH/USDC,FORTH,USDC,coinbase,spot,True
LINK/EUR,LINK,EUR,coinbase,spot,True
SQD/USD,SQD,USD,coinbase,spot,True
SQD/USDC,SQD,USDC,coinbase,spot,True
GWEI/USD,GWEI,USD,coinbase,spot,True
GWEI/USDC,GWEI,USDC,coinbase,spot,True
B3/USD,B3,USD,coinbase,spot,True
B3/USDC,B3,USDC,coinbase,spot,True
TRB/USD,TRB,USD,coinbase,spot,True
TRB/USDC,TRB,USDC,coinbase,spot,True
BLUR/USD,BLUR,USD,coinbase,spot,True
BLUR/USDC,BLUR,USDC,coinbase,spot,True
EIGEN/USD,EIGEN,USD,coinbase,spot,True
EIGEN/USDC,EIGEN,USDC,coinbase,spot,True
CHECK/USD,CHECK,USD,coinbase,spot,True
CHECK/USDC,CHECK,USDC,coinbase,spot,True
RECALL/USD,RECALL,USD,coinbase,spot,True
RECALL/USDC,RECALL,USDC,coinbase,spot,True
AIOZ/USD,AIOZ,USD,coinbase,spot,True
AIOZ/USDC,AIOZ,USDC,coinbase,spot,True
DOGE/EUR,DOGE,EUR,coinbase,spot,True
PENDLE/USD,PENDLE,USD,coinbase,spot,True
PENDLE/USDC,PENDLE,USDC,coinbase,spot,True
SUSHI/USD,SUSHI,USD,coinbase,spot,True
SUSHI/USDC,SUSHI,USDC,coinbase,spot,True
COMP/USD,COMP,USD,coinbase,spot,True
COMP/USDC,COMP,USDC,coinbase,spot,True
MANA/USD,MANA,USD,coinbase,spot,True
MANA/USDC,MANA,USDC,coinbase,spot,True
AVNT/USD,AVNT,USD,coinbase,spot,True
AVNT/USDC,AVNT,USDC,coinbase,spot,True
MET/USD,MET,USD,coinbase,spot,True
MET/USDC,MET,USDC,coinbase,spot,True
BAT/USD,BAT,USD,coinbase,spot,True
BAT/USDC,BAT,USDC,coinbase,spot,True
KAITO/USD,KAITO,USD,coinbase,spot,True
KAITO/USDC,KAITO,USDC,coinbase,spot,True
FET/USDT,FET,USDT,coinbase,spot,True
MEZO/USD,MEZO,USD,coinbase,spot,True
MEZO/USDC,MEZO,USDC,coinbase,spot,True
STG/USD,STG,USD,coinbase,spot,True
STG/USDC,STG,USDC,coinbase,spot,True
ATH/USD,ATH,USD,coinbase,spot,True
ATH/USDC,ATH,USDC,coinbase,spot,True
XRP/USDT,XRP,USDT,coinbase,spot,True
MORPHO/USD,MORPHO,USD,coinbase,spot,True
MORPHO/USDC,MORPHO,USDC,coinbase,spot,True
CRV/GBP,CRV,GBP,coinbase,spot,True
CBETH/USD,CBETH,USD,coinbase,spot,True
CBETH/USDC,CBETH,USDC,coinbase,spot,True
RED/USD,RED,USD,coinbase,spot,True
RED/USDC,RED,USDC,coinbase,spot,True
SAFE/USD,SAFE,USD,coinbase,spot,True
SAFE/USDC,SAFE,USDC,coinbase,spot,True
ALEPH/USD,ALEPH,USD,coinbase,spot,True
ALEPH/USDC,ALEPH,USDC,coinbase,spot,True
AXL/USD,AXL,USD,coinbase,spot,True
AXL/USDC,AXL,USDC,coinbase,spot,True
SYRUP/USD,SYRUP,USD,coinbase,spot,True
SYRUP/USDC,SYRUP,USDC,coinbase,spot,True
CVX/USD,CVX,USD,coinbase,spot,True
CVX/USDC,CVX,USDC,coinbase,spot,True
SD/USD,SD,USD,coinbase,spot,True
SD/USDC,SD,USDC,coinbase,spot,True
MATH/USD,MATH,USD,coinbase,spot,True
MATH/USDC,MATH,USDC,coinbase,spot,True
TRUST/USD,TRUST,USD,coinbase,spot,True
TRUST/USDC,TRUST,USDC,coinbase,spot,True
LINK/GBP,LINK,GBP,coinbase,spot,True
S/USD,S,USD,coinbase,spot,True
S/USDC,S,USDC,coinbase,spot,True
BIRB/USD,BIRB,USD,coinbase,spot,True
BIRB/USDC,BIRB,USDC,coinbase,spot,True
PROVE/USD,PROVE,USD,coinbase,spot,True
PROVE/USDC,PROVE,USDC,coinbase,spot,True
SWELL/USD,SWELL,USD,coinbase,spot,True
SWELL/USDC,SWELL,USDC,coinbase,spot,True
KARRAT/USD,KARRAT,USD,coinbase,spot,True
KARRAT/USDC,KARRAT,USDC,coinbase,spot,True
LCX/USD,LCX,USD,coinbase,spot,True
LCX/USDC,LCX,USDC,coinbase,spot,True
SKR/USD,SKR,USD,coinbase,spot,True
SKR/USDC,SKR,USDC,coinbase,spot,True
GRT/USD,GRT,USD,coinbase,spot,True
GRT/USDC,GRT,USDC,coinbase,spot,True
RSC/USD,RSC,USD,coinbase,spot,True
RSC/USDC,RSC,USDC,coinbase,spot,True
CVC/USD,CVC,USD,coinbase,spot,True
CVC/USDC,CVC,USDC,coinbase,spot,True
HBAR/USDT,HBAR,USDT,coinbase,spot,True
TON/USD,TON,USD,coinbase,spot,True
TON/USDC,TON,USDC,coinbase,spot,True
MINA/USD,MINA,USD,coinbase,spot,True
MINA/USDC,MINA,USDC,coinbase,spot,True
VTHO/USD,VTHO,USD,coinbase,spot,True
VTHO/USDC,VTHO,USDC,coinbase,spot,True
COW/USD,COW,USD,coinbase,spot,True
COW/USDC,COW,USDC,coinbase,spot,True
ZKP/USD,ZKP,USD,coinbase,spot,True
ZKP/USDC,ZKP,USDC,coinbase,spot,True
SENT/USD,SENT,USD,coinbase,spot,True
SENT/USDC,SENT,USDC,coinbase,spot,True
WCT/USD,WCT,USD,coinbase,spot,True
WCT/USDC,WCT,USDC,coinbase,spot,True
LRC/USD,LRC,USD,coinbase,spot,True
LRC/USDC,LRC,USDC,coinbase,spot,True
2Z/USD,2Z,USD,coinbase,spot,True
2Z/USDC,2Z,USDC,coinbase,spot,True
XLM/EUR,XLM,EUR,coinbase,spot,True
SUPER/USD,SUPER,USD,coinbase,spot,True
SUPER/USDC,SUPER,USDC,coinbase,spot,True
GHST/USD,GHST,USD,coinbase,spot,True
GHST/USDC,GHST,USDC,coinbase,spot,True
AVAX/EUR,AVAX,EUR,coinbase,spot,True
MANTLE/USD,MANTLE,USD,coinbase,spot,True
MANTLE/USDC,MANTLE,USDC,coinbase,spot,True
FORT/USD,FORT,USD,coinbase,spot,True
FORT/USDC,FORT,USDC,coinbase,spot,True
SPELL/USD,SPELL,USD,coinbase,spot,True
SPELL/USDC,SPELL,USDC,coinbase,spot,True
LA/USD,LA,USD,coinbase,spot,True
LA/USDC,LA,USDC,coinbase,spot,True
KEYCAT/USD,KEYCAT,USD,coinbase,spot,True
KEYCAT/USDC,KEYCAT,USDC,coinbase,spot,True
C98/USD,C98,USD,coinbase,spot,True
C98/USDC,C98,USDC,coinbase,spot,True
PLUME/USD,PLUME,USD,coinbase,spot,True
PLUME/USDC,PLUME,USDC,coinbase,spot,True
CLANKER/USD,CLANKER,USD,coinbase,spot,True
CLANKER/USDC,CLANKER,USDC,coinbase,spot,True
ETC/GBP,ETC,GBP,coinbase,spot,True
ALCX/USD,ALCX,USD,coinbase,spot,True
ALCX/USDC,ALCX,USDC,coinbase,spot,True
ETHFI/USD,ETHFI,USD,coinbase,spot,True
ETHFI/USDC,ETHFI,USDC,coinbase,spot,True
DOLO/USD,DOLO,USD,coinbase,spot,True
DOLO/USDC,DOLO,USDC,coinbase,spot,True
USD1/USD,USD1,USD,coinbase,spot,True
USD1/USDC,USD1,USDC,coinbase,spot,True
ALEO/USD,ALEO,USD,coinbase,spot,True
ALEO/USDC,ALEO,USDC,coinbase,spot,True
DEEP/USD,DEEP,USD,coinbase,spot,True
DEEP/USDC,DEEP,USDC,coinbase,spot,True
AERGO/USD,AERGO,USD,coinbase,spot,True
AERGO/USDC,AERGO,USDC,coinbase,spot,True
RLC/USD,RLC,USD,coinbase,spot,True
RLC/USDC,RLC,USDC,coinbase,spot,True
FLOCK/USD,FLOCK,USD,coinbase,spot,True
FLOCK/USDC,FLOCK,USDC,coinbase,spot,True
A8/USD,A8,USD,coinbase,spot,True
A8/USDC,A8,USDC,coinbase,spot,True
PNG/USD,PNG,USD,coinbase,spot,True
PNG/USDC,PNG,USDC,coinbase,spot,True
ADA/USDT,ADA,USDT,coinbase,spot,True
JUPITER/USD,JUPITER,USD,coinbase,spot,True
JUPITER/USDC,JUPITER,USDC,coinbase,spot,True
THQ/USD,THQ,USD,coinbase,spot,True
THQ/USDC,THQ,USDC,coinbase,spot,True
NOICE/USD,NOICE,USD,coinbase,spot,True
NOICE/USDC,NOICE,USDC,coinbase,spot,True
UNI/EUR,UNI,EUR,coinbase,spot,True
ETC/EUR,ETC,EUR,coinbase,spot,True
LRDS/USD,LRDS,USD,coinbase,spot,True
LRDS/USDC,LRDS,USDC,coinbase,spot,True
VARA/USD,VARA,USD,coinbase,spot,True
VARA/USDC,VARA,USDC,coinbase,spot,True
ALICE/USD,ALICE,USD,coinbase,spot,True
ALICE/USDC,ALICE,USDC,coinbase,spot,True
ILV/USD,ILV,USD,coinbase,spot,True
ILV/USDC,ILV,USDC,coinbase,spot,True
POWR/USD,POWR,USD,coinbase,spot,True
POWR/USDC,POWR,USDC,coinbase,spot,True
BIGTIME/USD,BIGTIME,USD,coinbase,spot,True
BIGTIME/USDC,BIGTIME,USDC,coinbase,spot,True
