datetime,open,high,low,close,volume,dividends,stock_splits,capital_gains,ticker,interval
2026-01-22 09:30:00-05:00,65.39999389648438,65.43000030517578,62.87999725341797,63.27000045776367,162065,0.0,0.0,0.0,APPX,15m
2026-01-22 09:45:00-05:00,63.12000274658203,63.389404296875,61.22999954223633,61.27499771118164,86033,0.0,0.0,0.0,APPX,15m
2026-01-22 10:00:00-05:00,61.27499771118164,61.560001373291016,60.17490005493164,60.75029754638672,70438,0.0,0.0,0.0,APPX,15m
2026-01-22 10:15:00-05:00,60.75029754638672,62.002201080322266,60.67500305175781,61.470001220703125,50550,0.0,0.0,0.0,APPX,15m
2026-01-22 10:30:00-05:00,61.13999938964844,61.439998626708984,60.47999954223633,60.62999725341797,16073,0.0,0.0,0.0,APPX,15m
2026-01-22 10:45:00-05:00,61.01969909667969,61.35000228881836,59.98500061035156,60.38999938964844,29243,0.0,0.0,0.0,APPX,15m
2026-01-22 11:00:00-05:00,60.51060104370117,60.62999725341797,59.85029983520508,60.465003967285156,38186,0.0,0.0,0.0,APPX,15m
2026-01-22 11:15:00-05:00,60.44999694824219,61.409996032714844,59.55000305175781,61.14030075073242,65073,0.0,0.0,0.0,APPX,15m
2026-01-22 11:30:00-05:00,61.43280029296875,62.72999954223633,61.43280029296875,62.074501037597656,336679,0.0,0.0,0.0,APPX,15m
2026-01-22 11:45:00-05:00,61.904998779296875,62.00879669189453,61.26000213623047,61.26000213623047,15529,0.0,0.0,0.0,APPX,15m
2026-01-22 12:00:00-05:00,61.16999816894531,61.52910232543945,60.98999786376953,61.22999954223633,5181,0.0,0.0,0.0,APPX,15m
2026-01-22 12:15:00-05:00,61.261199951171875,61.5,61.034996032714844,61.39500045776367,4242,0.0,0.0,0.0,APPX,15m
2026-01-22 12:30:00-05:00,61.5,61.919700622558594,61.409996032714844,61.83000183105469,9188,0.0,0.0,0.0,APPX,15m
2026-01-22 12:45:00-05:00,61.86000061035156,62.48999786376953,61.786502838134766,62.040000915527344,30818,0.0,0.0,0.0,APPX,15m
2026-01-22 13:00:00-05:00,61.83000183105469,62.244598388671875,60.76499938964844,60.779998779296875,23266,0.0,0.0,0.0,APPX,15m
2026-01-22 13:15:00-05:00,60.540000915527344,61.470001220703125,60.18000030517578,61.22999954223633,25421,0.0,0.0,0.0,APPX,15m
2026-01-22 13:30:00-05:00,61.13999938964844,61.55909729003906,60.89999771118164,61.470001220703125,7921,0.0,0.0,0.0,APPX,15m
2026-01-22 13:45:00-05:00,61.64999771118164,62.01000213623047,61.470001220703125,61.470001220703125,11937,0.0,0.0,0.0,APPX,15m
2026-01-22 14:00:00-05:00,61.73999786376953,61.814998626708984,61.31999969482422,61.55940246582031,21441,0.0,0.0,0.0,APPX,15m
2026-01-22 14:15:00-05:00,61.68000030517578,62.17500305175781,61.68000030517578,61.73999786376953,16822,0.0,0.0,0.0,APPX,15m
2026-01-22 14:30:00-05:00,61.800899505615234,61.86000061035156,61.470001220703125,61.77000045776367,6183,0.0,0.0,0.0,APPX,15m
2026-01-22 14:45:00-05:00,61.80000305175781,62.06999969482422,61.59389877319336,61.68000030517578,20974,0.0,0.0,0.0,APPX,15m
2026-01-22 15:00:00-05:00,61.62000274658203,61.665000915527344,61.13999938964844,61.31999969482422,8123,0.0,0.0,0.0,APPX,15m
2026-01-22 15:15:00-05:00,61.560001373291016,61.590003967285156,61.31999969482422,61.31999969482422,4267,0.0,0.0,0.0,APPX,15m
2026-01-22 15:30:00-05:00,61.22789764404297,61.290000915527344,60.93000030517578,61.22669982910156,6813,0.0,0.0,0.0,APPX,15m
2026-01-22 15:45:00-05:00,61.08000183105469,61.5,60.99720001220703,61.48290252685547,13951,0.0,0.0,0.0,APPX,15m
2026-01-23 09:30:00-05:00,61.05000305175781,61.31999969482422,58.439998626708984,59.939998626708984,356049,0.0,0.0,0.0,APPX,15m
2026-01-23 09:45:00-05:00,60.037200927734375,60.037200927734375,58.67369842529297,59.50499725341797,28150,0.0,0.0,0.0,APPX,15m
2026-01-23 10:00:00-05:00,59.909996032714844,60.720001220703125,59.61000061035156,60.60000228881836,38823,0.0,0.0,0.0,APPX,15m
2026-01-23 10:15:00-05:00,60.840003967285156,61.709999084472656,60.62999725341797,61.709999084472656,71064,0.0,0.0,0.0,APPX,15m
2026-01-23 10:30:00-05:00,61.86000061035156,62.72999954223633,61.73999786376953,62.279998779296875,68793,0.0,0.0,0.0,APPX,15m
2026-01-23 10:45:00-05:00,62.36940002441406,63.82799530029297,62.301002502441406,63.82799530029297,60889,0.0,0.0,0.0,APPX,15m
2026-01-23 11:00:00-05:00,64.05000305175781,64.05000305175781,63.05039978027344,63.38999938964844,23691,0.0,0.0,0.0,APPX,15m
