date,open,high,low,close,volume,dividends,stock_splits,ticker,interval
1999-06-01 00:00:00-04:00,7.0,7.75,7.0,7.4375,833800,0.0,0.0,AIOT,1mo
1999-07-01 00:00:00-04:00,7.5625,9.5,6.6875,7.5625,2904500,0.0,0.0,AIOT,1mo
1999-08-01 00:00:00-04:00,7.65625,7.8125,5.90625,7.5,944500,0.0,0.0,AIOT,1mo
1999-09-01 00:00:00-04:00,7.625,7.625,5.5,5.875,276800,0.0,0.0,AIOT,1mo
1999-10-01 00:00:00-04:00,5.875,5.875,4.125,4.9375,386100,0.0,0.0,AIOT,1mo
1999-11-01 00:00:00-05:00,5.0,5.8125,4.375,5.25,393600,0.0,0.0,AIOT,1mo
1999-12-01 00:00:00-05:00,5.5,6.625,5.125,5.5625,604100,0.0,0.0,AIOT,1mo
2000-01-01 00:00:00-05:00,5.5,9.5,5.5,8.0,957700,0.0,0.0,AIOT,1mo
2000-02-01 00:00:00-05:00,8.375,10.375,7.125,9.5,1178300,0.0,0.0,AIOT,1mo
2000-03-01 00:00:00-05:00,10.09375,18.0,8.0,8.375,2107100,0.0,0.0,AIOT,1mo
2000-04-01 00:00:00-05:00,9.0,9.0,4.0625,6.375,697400,0.0,0.0,AIOT,1mo
2000-05-01 00:00:00-04:00,6.25,7.3125,3.5,3.5625,644300,0.0,0.0,AIOT,1mo
2000-06-01 00:00:00-04:00,3.875,4.9375,3.5,4.25,300700,0.0,0.0,AIOT,1mo
2000-07-01 00:00:00-04:00,4.25,6.9375,3.9375,5.5625,445300,0.0,0.0,AIOT,1mo
2000-08-01 00:00:00-04:00,5.546875,7.625,5.0625,5.25,238400,0.0,0.0,AIOT,1mo
2000-09-01 00:00:00-04:00,5.375,5.5,4.375,4.375,125100,0.0,0.0,AIOT,1mo
2000-10-01 00:00:00-04:00,4.3125,4.3125,3.125,3.75,313300,0.0,0.0,AIOT,1mo
2000-11-01 00:00:00-05:00,3.8125,3.8125,2.375,2.75,228700,0.0,0.0,AIOT,1mo
2000-12-01 00:00:00-05:00,2.5,3.8125,1.65625,2.5,524600,0.0,0.0,AIOT,1mo
2001-01-01 00:00:00-05:00,2.125,4.5,2.0,4.125,450100,0.0,0.0,AIOT,1mo
2001-02-01 00:00:00-05:00,4.125,4.75,3.75,4.734375,137000,0.0,0.0,AIOT,1mo
2001-03-01 00:00:00-05:00,4.25,5.0,3.375,3.875,78600,0.0,0.0,AIOT,1mo
2001-04-01 00:00:00-05:00,3.640625,4.75,3.375,4.550000190734863,79500,0.0,0.0,AIOT,1mo
2001-05-01 00:00:00-04:00,4.550000190734863,6.449999809265137,4.550000190734863,6.230000019073486,293900,0.0,0.0,AIOT,1mo
2001-06-01 00:00:00-04:00,6.110000133514404,6.699999809265137,5.599999904632568,5.739999771118164,182300,0.0,0.0,AIOT,1mo
2001-07-01 00:00:00-04:00,5.610000133514404,6.0,5.599999904632568,5.599999904632568,122700,0.0,0.0,AIOT,1mo
2001-08-01 00:00:00-04:00,5.599999904632568,5.599999904632568,3.700000047683716,5.199999809265137,89700,0.0,0.0,AIOT,1mo
2001-09-01 00:00:00-04:00,5.139999866485596,5.139999866485596,3.799999952316284,4.489999771118164,97500,0.0,0.0,AIOT,1mo
2001-10-01 00:00:00-04:00,4.5,7.199999809265137,4.449999809265137,6.400000095367432,780000,0.0,0.0,AIOT,1mo
2001-11-01 00:00:00-05:00,6.590000152587891,8.329999923706055,5.300000190734863,6.78000020980835,660400,0.0,0.0,AIOT,1mo
2001-12-01 00:00:00-05:00,6.820000171661377,10.850000381469727,6.050000190734863,10.59000015258789,1481300,0.0,0.0,AIOT,1mo
2002-01-01 00:00:00-05:00,10.0,11.100000381469727,8.600000381469727,10.100000381469727,1698700,0.0,0.0,AIOT,1mo
2002-02-01 00:00:00-05:00,9.899999618530273,10.25,6.650000095367432,9.800000190734863,938600,0.0,0.0,AIOT,1mo
2002-03-01 00:00:00-05:00,9.800000190734863,10.050000190734863,8.069999694824219,8.1899995803833,478800,0.0,0.0,AIOT,1mo
2002-04-01 00:00:00-05:00,8.180000305175781,8.300000190734863,5.900000095367432,7.0,564100,0.0,0.0,AIOT,1mo
2002-05-01 00:00:00-04:00,7.0,7.0,3.559999942779541,4.050000190734863,754500,0.0,0.0,AIOT,1mo
2002-06-01 00:00:00-04:00,4.03000020980835,4.050000190734863,2.690000057220459,3.890000104904175,467200,0.0,0.0,AIOT,1mo
2002-07-01 00:00:00-04:00,3.880000114440918,6.0,3.25,6.0,305400,0.0,0.0,AIOT,1mo
2002-08-01 00:00:00-04:00,5.889999866485596,5.889999866485596,3.890000104904175,4.730000019073486,230200,0.0,0.0,AIOT,1mo
2002-09-01 00:00:00-04:00,4.760000228881836,4.880000114440918,3.759999990463257,4.150000095367432,83200,0.0,0.0,AIOT,1mo
2002-10-01 00:00:00-04:00,4.070000171661377,4.289999961853027,3.4800000190734863,4.079999923706055,148300,0.0,0.0,AIOT,1mo
2002-11-01 00:00:00-05:00,4.070000171661377,4.590000152587891,3.8299999237060547,4.449999809265137,150100,0.0,0.0,AIOT,1mo
