date,open,high,low,close,volume,dividends,stock_splits,capital_gains,ticker,interval
2021-04-12 00:00:00-04:00,14.250407846481934,15.890641688820063,14.160162284978636,14.50439739227295,21600,0.0,0.0,0.0,AQWA,1wk
2021-04-19 00:00:00-04:00,14.588129785677019,14.690469660470127,14.429967596373206,14.629996299743652,90100,0.0,0.0,0.0,AQWA,1wk
2021-04-26 00:00:00-04:00,14.63464694123931,14.63464694123931,14.364841017641137,14.4467134475708,29500,0.0,0.0,0.0,AQWA,1wk
2021-05-03 00:00:00-04:00,14.560217085834097,14.810485409741998,14.495091796541695,14.7835054397583,18200,0.0,0.0,0.0,AQWA,1wk
2021-05-10 00:00:00-04:00,14.867238103589619,14.93980755319256,14.281108704560367,14.762106895446777,32300,0.0,0.0,0.0,AQWA,1wk
2021-05-17 00:00:00-04:00,14.718381985633485,14.718381985633485,14.392754591675232,14.66721248626709,20300,0.0,0.0,0.0,AQWA,1wk
2021-05-24 00:00:00-04:00,14.736988161951423,14.913758085827597,14.71745057361757,14.8523530960083,10100,0.0,0.0,0.0,AQWA,1wk
2021-05-31 00:00:00-04:00,14.978883720087389,14.978883720087389,14.764899210635255,14.871891021728516,12600,0.0,0.0,0.0,AQWA,1wk
2021-06-07 00:00:00-04:00,14.9416665336174,14.9416665336174,14.802112090604993,14.933294296264648,9900,0.0,0.0,0.0,AQWA,1wk
2021-06-14 00:00:00-04:00,14.988186350300781,14.997490216740756,14.477415084838867,14.477415084838867,19200,0.0,0.0,0.0,AQWA,1wk
2021-06-21 00:00:00-04:00,14.48578860027547,14.79094850706275,14.48578860027547,14.769550323486328,8800,0.0,0.0,0.0,AQWA,1wk
2021-06-28 00:00:00-04:00,14.830022400448318,14.895148574388545,14.723030604549677,14.85793399810791,13900,0.041,0.0,0.0,AQWA,1wk
2021-07-05 00:00:00-04:00,14.849539095077144,15.045417838787117,14.765590553744731,15.036091804504395,10000,0.0,0.0,0.0,AQWA,1wk
2021-07-12 00:00:00-04:00,15.082730441819853,15.157351176447651,15.008109707192057,15.101386070251465,44500,0.0,0.0,0.0,AQWA,1wk
2021-07-19 00:00:00-04:00,14.998782972866826,15.287938117980957,14.910170510535353,15.287938117980957,16400,0.0,0.0,0.0,AQWA,1wk
2021-07-26 00:00:00-04:00,15.334575251835934,15.623730360357644,15.301928793410832,15.586419105529785,21900,0.0,0.0,0.0,AQWA,1wk
2021-08-02 00:00:00-04:00,15.633060583778425,15.838267179666992,15.577095472008603,15.819611549377441,33600,0.0,0.0,0.0,AQWA,1wk
2021-08-09 00:00:00-04:00,16.136744792102796,16.136744792102796,15.653575514200314,16.02481460571289,40500,0.0,0.0,0.0,AQWA,1wk
2021-08-16 00:00:00-04:00,15.875574664927543,15.940867576315046,15.595745614426011,15.810281753540039,57500,0.0,0.0,0.0,AQWA,1wk
2021-08-23 00:00:00-04:00,15.866248222565057,15.931541139592717,15.782299678072764,15.890499114990234,28000,0.0,0.0,0.0,AQWA,1wk
2021-08-30 00:00:00-04:00,15.959526861747928,16.360614014068705,15.959526861747928,16.17872428894043,37100,0.0,0.0,0.0,AQWA,1wk
2021-09-06 00:00:00-04:00,16.16473272066957,16.19271616459318,15.959526135859285,15.968853950500488,100300,0.0,0.0,0.0,AQWA,1wk
2021-09-13 00:00:00-04:00,16.07145676674694,16.07145676674694,15.577095031738281,15.577095031738281,18400,0.0,0.0,0.0,AQWA,1wk
2021-09-20 00:00:00-04:00,15.362554903356289,15.763641944772653,15.343901057482146,15.630257606506348,20900,0.0,0.0,0.0,AQWA,1wk
2021-09-27 00:00:00-04:00,15.567765546446765,15.595747208988977,14.896178069405593,15.017436981201172,18200,0.0,0.0,0.0,AQWA,1wk
2021-10-04 00:00:00-04:00,15.017437968617713,15.269283622648326,14.914833788287012,15.106049537658691,23900,0.0,0.0,0.0,AQWA,1wk
2021-10-11 00:00:00-04:00,15.110712002065315,15.38121146423188,14.942814925293723,15.32431411743164,34200,0.0,0.0,0.0,AQWA,1wk
2021-10-18 00:00:00-04:00,15.269282884376128,15.567765817344252,15.250627256290967,15.521126747131348,15100,0.0,0.0,0.0,AQWA,1wk
2021-10-25 00:00:00-04:00,15.567766003538113,15.670368401036416,15.502473083557744,15.62839412689209,12300,0.0,0.0,0.0,AQWA,1wk
2021-11-01 00:00:00-04:00,15.679695548825327,16.071454831156945,15.637721276464848,16.03414535522461,20500,0.0,0.0,0.0,AQWA,1wk
2021-11-08 00:00:00-05:00,16.136750156992203,16.19738006591797,16.05280159974078,16.19738006591797,19700,0.0,0.0,0.0,AQWA,1wk
2021-11-15 00:00:00-05:00,16.239350545471428,16.267333984375,16.090109096182534,16.267333984375,24800,0.0,0.0,0.0,AQWA,1wk
2021-11-22 00:00:00-05:00,16.26733596404325,16.35128451187175,15.82893759669473,15.830803871154785,15800,0.0,0.0,0.0,AQWA,1wk
2021-11-29 00:00:00-05:00,15.931542106812353,16.03414628499848,15.483817695070703,15.730066299438477,14200,0.0,0.0,0.0,AQWA,1wk
2021-12-06 00:00:00-05:00,15.819607244190632,16.258005541194123,15.819607244190632,16.174057006835938,26800,0.0,0.0,0.0,AQWA,1wk
2021-12-13 00:00:00-05:00,16.146074858986147,16.202041739095232,15.931540489196777,15.931540489196777,23200,0.0,0.0,0.0,AQWA,1wk
2021-12-20 00:00:00-05:00,15.810285793194055,16.192717325405223,15.689025973264354,16.157272338867188,16800,0.0,0.0,0.0,AQWA,1wk
2021-12-27 00:00:00-05:00,16.14607481362888,16.47254116362083,16.14607481362888,16.360610961914062,41000,0.169,0.0,0.0,AQWA,1wk
2022-01-03 00:00:00-05:00,16.50936025885177,16.50936025885177,15.883077357718124,15.89720344543457,36400,0.0,0.0,0.0,AQWA,1wk
2022-01-10 00:00:00-05:00,15.727686083462546,15.811503151644025,15.303885459899902,15.303885459899902,12000,0.0,0.0,0.0,AQWA,1wk
2022-01-17 00:00:00-05:00,15.228542156804053,15.256796128304275,14.908337664993613,14.909279823303223,9900,0.0,0.0,0.0,AQWA,1wk
2022-01-24 00:00:00-05:00,14.738819726342339,14.887620586475045,14.239677827960262,14.452519416809082,50000,0.0,0.0,0.0,AQWA,1wk
2022-01-31 00:00:00-05:00,14.561766002658638,14.861251146093336,14.29618509191914,14.41861629486084,23700,0.0,0.0,0.0,AQWA,1wk
2022-02-07 00:00:00-05:00,14.418615806466637,14.671954037405351,14.230259563306168,14.260396957397461,32500,0.0,0.0,0.0,AQWA,1wk
2022-02-14 00:00:00-05:00,14.178463211041823,14.362109570602444,14.107829166765416,14.202007293701172,11900,0.0,0.0,0.0,AQWA,1wk
2022-02-21 00:00:00-05:00,14.126665610275946,14.136083602905273,13.560657366231817,14.136083602905273,14000,0.0,0.0,0.0,AQWA,1wk
2022-02-28 00:00:00-05:00,14.136083144455894,14.239678365571155,13.910056717577584,14.145501136779785,10800,0.0,0.0,0.0,AQWA,1wk
2022-03-07 00:00:00-05:00,13.881802334106004,13.947727380293585,13.552180695764722,13.57949161529541,21200,0.0,0.0,0.0,AQWA,1wk
2022-03-14 00:00:00-04:00,13.655775471647853,14.33385560861833,13.523926281691361,14.296184539794922,34000,0.0,0.0,0.0,AQWA,1wk
2022-03-21 00:00:00-04:00,14.277348515449033,14.362108644596413,14.070157188438674,14.220842361450195,20600,0.0,0.0,0.0,AQWA,1wk
2022-03-28 00:00:00-04:00,14.230260514029519,14.526920988122743,14.164336363408443,14.503376007080078,87400,0.0,0.0,0.0,AQWA,1wk
2022-04-04 00:00:00-04:00,14.522210952735373,14.588135098639055,14.286766548051789,14.296184539794922,14500,0.0,0.0,0.0,AQWA,1wk
2022-04-11 00:00:00-04:00,14.159626594680317,14.202006660095751,13.9288911819458,13.9288911819458,7900,0.0,0.0,0.0,AQWA,1wk
2022-04-18 00:00:00-04:00,13.919474038671568,14.070158325713605,13.66519452882543,13.702865600585938,33700,0.0,0.0,0.0,AQWA,1wk
2022-04-25 00:00:00-04:00,13.58985113233864,13.608686217407728,13.184886474638457,13.194304466247559,11900,0.0,0.0,0.0,AQWA,1wk
2022-05-02 00:00:00-04:00,13.203722291130212,13.505090833623068,12.8034666342887,12.949441909790039,44100,0.0,0.0,0.0,AQWA,1wk
2022-05-09 00:00:00-04:00,12.827011696174923,12.978638137429947,12.582149287592122,12.968278884887695,14800,0.0,0.0,0.0,AQWA,1wk
2022-05-16 00:00:00-04:00,12.940024433469604,13.156633755621845,12.86468229484686,12.99653148651123,2500,0.0,0.0,0.0,AQWA,1wk
2022-05-23 00:00:00-04:00,13.137797435478497,13.231975555419922,12.949442093744759,13.231975555419922,17200,0.0,0.0,0.0,AQWA,1wk
2022-05-30 00:00:00-04:00,13.123671913810009,13.495673617555127,13.09070894170043,13.392078399658203,8900,0.0,0.0,0.0,AQWA,1wk
2022-06-06 00:00:00-04:00,13.410914105303776,13.453294173253934,12.78934097290039,12.78934097290039,5200,0.0,0.0,0.0,AQWA,1wk
2022-06-13 00:00:00-04:00,12.535059980245364,12.535059980245364,11.84756188006782,11.922904014587402,11500,0.0,0.0,0.0,AQWA,1wk
2022-06-20 00:00:00-04:00,11.904069805113517,12.572731971740723,11.904069805113517,12.572731971740723,13700,0.0,0.0,0.0,AQWA,1wk
2022-06-27 00:00:00-04:00,12.572732393524362,12.600985472456669,11.649789799626905,12.544478416442871,9600,0.079,0.0,0.0,AQWA,1wk
2022-07-04 00:00:00-04:00,12.336225942478375,12.753117958405106,12.336225942478375,12.62047004699707,6000,0.0,0.0,0.0,AQWA,1wk
2022-07-11 00:00:00-04:00,12.539934342575824,12.610048408462593,12.23674014032169,12.45939826965332,5700,0.0,0.0,0.0,AQWA,1wk
2022-07-18 00:00:00-04:00,12.658369937820842,13.065787832743501,12.385494789030691,12.989989280700684,19900,0.0,0.0,0.0,AQWA,1wk
2022-07-25 00:00:00-04:00,13.037361182053504,13.757448196411133,13.0326236604813,13.757448196411133,9400,0.0,0.0,0.0,AQWA,1wk
2022-08-01 00:00:00-04:00,13.738499167248433,14.089067658257775,13.672175667313939,13.842721939086914,15500,0.0,0.0,0.0,AQWA,1wk
2022-08-08 00:00:00-04:00,13.984845061312948,14.343940734863281,13.883464078496711,14.343940734863281,23300,0.0,0.0,0.0,AQWA,1wk
2022-08-15 00:00:00-04:00,14.325938245855939,14.468061192318286,14.160128593444824,14.160128593444824,10900,0.0,0.0,0.0,AQWA,1wk
2022-08-22 00:00:00-04:00,14.013269065206607,14.051168336977414,13.618168953688228,13.620063781738281,14700,0.0,0.0,0.0,AQWA,1wk
2022-08-29 00:00:00-04:00,13.492154149298301,13.615327015285331,13.09231649367423,13.132110595703125,28300,0.0,0.0,0.0,AQWA,1wk
2022-09-05 00:00:00-04:00,13.160534889083408,13.567951831332707,13.075261302411025,13.549002647399902,9500,0.0,0.0,0.0,AQWA,1wk
2022-09-12 00:00:00-04:00,13.643750819253517,13.861672314922963,12.791016731896399,12.876290321350098,32500,0.0,0.0,0.0,AQWA,1wk
2022-09-19 00:00:00-04:00,12.73416816916615,13.037363273291767,12.14672895383338,12.222527503967285,25400,0.0,0.0,0.0,AQWA,1wk
2022-09-26 00:00:00-04:00,12.061454358172627,12.213052349450793,11.781947792491122,11.805634498596191,17700,0.0,0.0,0.0,AQWA,1wk
2022-10-03 00:00:00-04:00,11.966706939824572,12.582570350392235,11.909857578675432,11.976181983947754,8000,0.0,0.0,0.0,AQWA,1wk
2022-10-10 00:00:00-04:00,11.900383321615402,11.943019212572349,11.63508751030374,11.655932426452637,8700,0.0,0.0,0.0,AQWA,1wk
2022-10-17 00:00:00-04:00,12.137254565349942,12.30780084787977,11.770578657346348,12.051980972290039,5300,0.0,0.0,0.0,AQWA,1wk
2022-10-24 00:00:00-04:00,12.089879234491097,12.827020645141602,12.089879234491097,12.827020645141602,4800,0.0,0.0,0.0,AQWA,1wk
2022-10-31 00:00:00-04:00,12.734167717259245,12.934086996065982,12.202630019282555,12.535196304321289,9600,0.0,0.0,0.0,AQWA,1wk
2022-11-07 00:00:00-05:00,12.59204651372512,13.340557897776874,12.478348684911056,13.3102388381958,6600,0.0,0.0,0.0,AQWA,1wk
2022-11-14 00:00:00-05:00,13.28370875507096,13.567952860758488,13.092316651647918,13.397406578063965,10600,0.0,0.0,0.0,AQWA,1wk
2022-11-21 00:00:00-05:00,13.425829727719915,13.776398212973678,13.416354684001998,13.700599670410156,4600,0.0,0.0,0.0,AQWA,1wk
2022-11-28 00:00:00-05:00,13.662701105357383,13.738499651838953,13.255283240326477,13.696810722351074,7700,0.0,0.0,0.0,AQWA,1wk
2022-12-05 00:00:00-05:00,13.549004038721865,13.643751775295165,13.454255398558566,13.624802589416504,52900,0.0,0.0,0.0,AQWA,1wk
2022-12-12 00:00:00-05:00,13.653225205077756,13.984844502834203,13.095158147931865,13.241070747375488,7300,0.0,0.0,0.0,AQWA,1wk
2022-12-19 00:00:00-05:00,13.204119670616027,13.368034506782184,13.06578727387533,13.245808601379395,13200,0.0,0.0,0.0,AQWA,1wk
2022-12-26 00:00:00-05:00,13.340555077878248,13.368979303176005,13.103684425354004,13.103684425354004,15700,0.137,0.0,0.0,AQWA,1wk
2023-01-02 00:00:00-05:00,13.272589331230515,13.712776184082031,13.01421928314241,13.712776184082031,53000,0.0,0.0,0.0,AQWA,1wk
2023-01-09 00:00:00-05:00,13.703206812272185,14.085978507995605,13.626652655647009,14.085978507995605,3500,0.0,0.0,0.0,AQWA,1wk
2023-01-16 00:00:00-05:00,14.066839159467133,14.114685734306317,13.559667656405802,13.734785079956055,7900,0.0,0.0,0.0,AQWA,1wk
2023-01-23 00:00:00-05:00,13.703206921233527,14.028562545776367,13.631437512901439,14.028562545776367,7200,0.0,0.0,0.0,AQWA,1wk
2023-01-30 00:00:00-05:00,13.837177379339453,14.59315037885492,13.837177379339453,14.344348907470703,9400,0.0,0.0,0.0,AQWA,1wk
2023-02-06 00:00:00-05:00,14.236216045086813,14.353918313976246,14.038132184076572,14.105116844177246,8500,0.0,0.0,0.0,AQWA,1wk
2023-02-13 00:00:00-05:00,14.14339363564776,14.373057017576553,14.13382505054044,14.301286697387695,6100,0.0,0.0,0.0,AQWA,1wk
2023-02-20 00:00:00-05:00,14.229518884875993,14.229518884875993,13.65536264718692,13.827609062194824,12900,0.0,0.0,0.0,AQWA,1wk
2023-02-27 00:00:00-05:00,13.942439460090448,13.999855536659277,13.674499898830256,13.985501289367676,4600,0.0,0.0,0.0,AQWA,1wk
2023-03-06 00:00:00-05:00,13.9711478079173,14.056314150718677,13.396990698650399,13.425698280334473,6800,0.0,0.0,0.0,AQWA,1wk
2023-03-13 00:00:00-04:00,13.416130044309215,13.61708403392987,13.23431322617968,13.282159805297852,7700,0.0,0.0,0.0,AQWA,1wk
2023-03-20 00:00:00-04:00,13.368282833395579,13.578806311409883,13.167327940674616,13.412301063537598,5200,0.0,0.0,0.0,AQWA,1wk
2023-03-27 00:00:00-04:00,13.492682692979658,13.961577108047816,13.463974201169167,13.959663391113281,7300,0.0,0.0,0.0,AQWA,1wk
2023-04-03 00:00:00-04:00,13.913731960153454,13.923301458404286,13.693638975969813,13.741484642028809,3200,0.0,0.0,0.0,AQWA,1wk
2023-04-10 00:00:00-04:00,13.750097433740075,14.038132388974626,13.750097433740075,13.885024070739746,6800,0.0,0.0,0.0,AQWA,1wk
2023-04-17 00:00:00-04:00,13.798900474770837,14.031433985085501,13.550099000237132,13.990285873413086,17400,0.0,0.0,0.0,AQWA,1wk
2023-04-24 00:00:00-04:00,14.076409826048703,14.11468690657959,13.540529786018675,14.009425163269043,11400,0.0,0.0,0.0,AQWA,1wk
2023-05-01 00:00:00-04:00,14.057269819558352,14.315640779027717,13.86588443065374,14.306071281433105,6800,0.0,0.0,0.0,AQWA,1wk
2023-05-08 00:00:00-04:00,14.353918753118398,14.353918753118398,13.904162376660034,14.200810432434082,4500,0.0,0.0,0.0,AQWA,1wk
2023-05-15 00:00:00-04:00,14.219948594189628,14.258225674570584,13.636222890230673,14.172102928161621,13100,0.0,0.0,0.0,AQWA,1wk
2023-05-22 00:00:00-04:00,14.248656432271984,14.248656432271984,13.865884733504947,14.028562545776367,3800,0.0,0.0,0.0,AQWA,1wk
2023-05-29 00:00:00-04:00,14.038131018213486,14.353917121887207,13.845788324358363,14.353917121887207,1600,0.0,0.0,0.0,AQWA,1wk
2023-06-05 00:00:00-04:00,14.353918221167195,14.660134851187548,14.30607164457713,14.645781517028809,3100,0.0,0.0,0.0,AQWA,1wk
2023-06-12 00:00:00-04:00,14.59314929285357,14.899365904016678,14.497456145566355,14.832381248474121,4800,0.0,0.0,0.0,AQWA,1wk
2023-06-19 00:00:00-04:00,14.822813271631295,14.860133949688409,14.449611966645628,14.521381378173828,5700,0.0,0.0,0.0,AQWA,1wk
2023-06-26 00:00:00-04:00,14.468748423641967,14.794104026090913,14.468748423641967,14.755826950073242,5600,0.107,0.0,0.0,AQWA,1wk
2023-07-03 00:00:00-04:00,14.849879827565774,15.543708729909314,14.435509099408414,14.549220085144043,18100,0.0,0.0,0.0,AQWA,1wk
2023-07-10 00:00:00-04:00,14.599330460720207,15.57261940317098,14.589694637169181,14.994428634643555,54100,0.0,0.0,0.0,AQWA,1wk
2023-07-17 00:00:00-04:00,14.965517805274217,15.283522944931565,14.965517805274217,15.23534107208252,50100,0.0,0.0,0.0,AQWA,1wk
2023-07-24 00:00:00-04:00,15.283523306285243,15.408798200477376,15.201612833890785,15.22184944152832,31300,0.0,0.0,0.0,AQWA,1wk
2023-07-31 00:00:00-04:00,15.235341441188432,15.302796800019587,14.846025686626467,14.941427230834961,22900,0.0,0.0,0.0,AQWA,1wk
2023-08-07 00:00:00-04:00,14.965519469819855,15.19679671266663,14.811335253928949,14.859518051147461,37100,0.0,0.0,0.0,AQWA,1wk
2023-08-14 00:00:00-04:00,14.801698506457184,14.873973161769527,14.348782602159565,14.425874710083008,7900,0.0,0.0,0.0,AQWA,1wk
2023-08-21 00:00:00-04:00,14.348782458418613,14.637877400730263,14.290962918550038,14.560785293579102,13300,0.0,0.0,0.0,AQWA,1wk
2023-08-28 00:00:00-04:00,14.580057658177852,14.93950006259746,14.570420915772743,14.763151168823242,14400,0.0,0.0,0.0,AQWA,1wk
2023-09-04 00:00:00-04:00,14.724605811444771,14.724605811444771,14.276507377624512,14.276507377624512,6400,0.0,0.0,0.0,AQWA,1wk
2023-09-11 00:00:00-04:00,14.310235739194205,14.435509718229845,14.21387015023255,14.257234573364258,11800,0.0,0.0,0.0,AQWA,1wk
2023-09-18 00:00:00-04:00,14.233143185364936,14.252415751141362,13.828409194946289,13.828409194946289,10300,0.0,0.0,0.0,AQWA,1wk
2023-09-25 00:00:00-04:00,13.760953256179599,13.818772792953833,13.606769050128792,13.712770462036133,6300,0.0,0.0,0.0,AQWA,1wk
2023-10-02 00:00:00-04:00,13.645315068168486,13.645315068168486,13.346583399430449,13.601950645446777,7800,0.0,0.0,0.0,AQWA,1wk
2023-10-09 00:00:00-04:00,13.500768415322485,13.939230121146105,13.500768415322485,13.626043319702148,3700,0.0,0.0,0.0,AQWA,1wk
2023-10-16 00:00:00-04:00,13.801427325503903,13.928630314269828,13.269492149353027,13.269492149353027,6600,0.0,0.0,0.0,AQWA,1wk
2023-10-23 00:00:00-04:00,13.235761948599125,13.345618602479888,13.13361487216993,13.221307754516602,7100,0.0,0.0,0.0,AQWA,1wk
2023-10-30 00:00:00-04:00,13.327310072604558,14.223506927490234,13.272381741903576,14.223506927490234,6000,0.0,0.0,0.0,AQWA,1wk
