ticker,signal,confidence,strength,factors,current_price,price_change_1d,price_change_7d,sma_20,sma_50,rsi,macd,macd_signal,atr,bb_upper,bb_lower,bb_middle,volume,average_volume,relative_volume,week_52_high,week_52_low,week_52_position_pct,fifty_day_average,two_hundred_day_average,sector,industry,market_cap,enterprise_value,trailing_pe,forward_pe,peg_ratio,price_to_book,price_to_sales,profit_margins,revenue_growth,earnings_growth,return_on_equity,return_on_assets,gross_margins,operating_margins,debt_to_equity,current_ratio,quick_ratio,total_cash,total_debt,beta,dividend_yield,dividend_rate,payout_ratio,held_percent_institutions,held_percent_insiders,short_ratio,short_percent_of_float,target_high,target_low,target_mean,target_median,recommendation_key,recommendation_mean,num_analysts,analyzed_at,name,asset_type
AFYA,BUY,80,Strong,"['✓ Price above 20 & 50 SMA (uptrend)', '✗ RSI overbought (79.2)', '✓ Low P/E (9.4)', '✓ High ROE (16.7%)', '✓ Strong margins (20.4%)']",14.96,-0.07,-1.32,14.138,13.9458,79.24,0.3875,0.2839,0.589,15.6382,12.6378,14.138,116400,116708,1.0,19.899999618530273,13.0,28.41,14.47,14.991650032997132,Consumer Defensive,Education & Training Services,1356837819.8598433,3378441472.0,9.408805,7.119085,,1.429139,0.36698517,0.20352,0.075,0.152,0.16702,0.083380006,0.64462996,0.30441,63.788,2.197,2.126,1125380992.0,3120013056.0,,4.39,0.66,0.16219999,0.20174,0.66272,7.09,0.0361,22.254705,16.12842,17.327179,16.64954,underperform,3.55556,9.0,2026-04-05T17:05:20.495514,Afya Limited,stock
AGAE,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', 'Mixed signals']",0.289,4.71,-1.7,0.2939,0.3018,49.57,-0.0076,-0.0067,0.0259,0.3142,0.2736,0.2939,125900,4118759,0.03,3.7899999618530273,0.25099998712539673,1.07,0.3018199986219406,0.8566899989545346,Communication Services,Entertainment,10986170.731203586,-902458.0,,,,0.2093614,1.3815626,-2.80111,-0.146,,-0.39539,-0.12104999,0.48379,-3.9711802,69.525,1.789,1.236,55950304.0,39560672.0,,,,0.0,0.08257,0.63523,0.09,0.044099998,,,,,none,,,2026-04-05T17:05:20.784074,Allied Gaming & Entertainment Inc.,stock
AGCC,HOLD,50,Weak,"['✗ MACD bearish crossover', '✓ High volume (1.8x avg)', '✗ High P/E (387.2)', '✓ Low D/E (7.0%)', '✓ Strong margins (24.5%)', 'Mixed signals']",15.49,-1.65,-0.39,15.893,13.1689,46.37,0.4728,0.6454,1.7739,18.5861,13.1999,15.893,250800,140312,1.79,24.979999542236328,3.6600000858306885,55.49,13.168860054016113,10.456107177904673,Consumer Defensive,Beverages - Wineries & Distilleries,307886980.4506302,276124320.0,387.25,,,82.393616,101.313736,0.24466999,0.363,-0.122,,,0.47300997,0.27255,7.041,1.861,0.719,825343.0,236313.0,,,,0.0,0.00358,0.7295,0.3,0.0072000003,,,,,none,,,2026-04-05T17:05:21.048213,Agencia Comercial Spirits Ltd,stock
AGEM,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ Low P/E (14.5)', 'Mixed signals']",40.485,-0.99,-1.44,41.016,42.2725,48.59,-0.6043,-0.5823,1.1411,42.827,39.2049,41.016,12300,25048,0.49,45.7599983215332,24.21299934387207,75.52,42.41997978210449,37.978219995498655,,,,,14.455523,,,,,,,,,,,,,,,,,,1.84,,,,,,,,,,,,,,2026-04-05T17:05:21.352667,abrdn Emerging Markets Dividend Active ETF,stock
AGEN,HOLD,50,Weak,"['✗ MACD bearish crossover', '✗ High P/E (inf)', '✓ High short interest (10.9%)', '✓ Analyst upside (365%)', '✓ Analyst rating: strong_buy', 'Mixed signals']",3.33,-2.06,-6.46,3.419,3.2112,55.84,0.0343,0.067,0.2643,3.9714,2.8666,3.419,480800,611525,0.79,7.340000152587891,1.3799999952316284,32.72,3.2111999940872193,4.137300016880036,Healthcare,Biotechnology,127866515.89043808,174034512.0,Infinity,-1.447826,,-0.43381968,1.1197109,0.00101,0.275,,,-0.05671,0.96521,0.42094,,0.412,0.031,2998000.0,55916000.0,,,,0.0,0.2725,0.07186,10.82,0.1089,23.0,8.0,15.5,15.5,strong_buy,1.0,2.0,2026-04-05T17:05:21.612550,Agenus Inc.,stock
AGGA,HOLD,50,Weak,"['✓ MACD bullish crossover', '✓ High volume (2.8x avg)', '✗ High P/E (59.2)', 'Mixed signals']",25.17,0.16,0.3,25.1185,25.1985,56.21,-0.0339,-0.0434,0.0817,25.2748,24.9623,25.1185,34000,11951,2.84,25.729999542236328,24.791000366210938,40.36,25.2693599319458,25.29267000198364,,,,,59.15011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05T17:05:21.878347,EA Astoria Dynamic Core US Fixed Income ETF,stock
AGH,HOLD,50,Weak,"['✓ Low D/E (2.9%)', 'Mixed signals']",3.92,-1.51,-1.51,4.424,4.1567,37.57,-0.1918,-0.0775,0.5021,5.7346,3.1134,4.424,619600,784691,0.79,8.25,0.5199999809265137,43.98,4.156700043678284,3.65160001039505,Consumer Cyclical,Leisure,72680580.2945633,51673964.0,,,,1.6947688,24.517996,-1.24041,0.057,,-0.21767001,-0.13781999,-0.67864,-2.09276,2.854,22.479,22.193,28668168.0,933778.0,,,,0.0,0.0242,0.33335,0.48,0.0675,,,,,none,,,2026-04-05T17:05:22.167230,Aureus Greenway Holdings Inc.,stock
AGIO,STRONG_BUY,95,Very Strong,"['✓ Price above 20 & 50 SMA (uptrend)', '✗ RSI overbought (85.0)', '✗ Price above upper BB', '✓ High volume (1.5x avg)', '✓ Low D/E (3.4%)', '✓ High short interest (10.6%)', '✓ Strong institutional (106%)', '✓ Analyst upside (24%)', '✓ Analyst rating: buy']",35.2,2.95,18.96,29.3845,28.7594,85.03,1.2581,0.5314,1.6586,33.957,24.812,29.3845,1425300,931309,1.53,46.0,22.239999771118164,54.55,28.759400062561035,33.77930006027222,Healthcare,Biotechnology,2062444499.1022797,1248226432.0,,-7.025948,,1.7243913,38.173622,0.0,0.861,,-0.30195,-0.19935,0.0,-6.08895,3.37,11.46,10.525,854425024.0,40207000.0,,,,0.0,1.06306,0.00928,7.95,0.106400006,65.0,28.0,43.75,41.5,buy,1.66667,8.0,2026-04-05T17:05:22.445623,"Agios Pharmaceuticals, Inc.",stock
AGIX,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ High volume (3.0x avg)', 'Mixed signals']",33.5,1.18,-1.12,33.7309,34.3831,47.84,-0.5102,-0.4567,1.0423,35.7133,31.7486,33.7309,332800,111035,3.0,40.0099983215332,20.815000534057617,66.08,34.38313991546631,34.922424964904785,,,,,35.497402,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2026-04-05T17:05:22.707376,KraneShares Artificial Intelligence & Technology ETF,stock
AGMH,BUY,85,Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ RSI oversold (26.2)', '✓ Low P/E (0.0)', '✓ Low D/E (6.1%)', '✓ High ROE (95.3%)', '✓ Strong margins (31.4%)']",0.865,-6.69,-11.73,1.0763,1.3471,26.17,-0.1363,-0.1308,0.0955,1.3498,0.8028,1.0763,19300,146196,0.13,18.100000381469727,0.8299999833106995,0.2,1.3471200001239776,2.7789299991726875,Technology,Computer Hardware,1988576.201924324,-2610895.0,0.026554158,,,0.04778048,0.040997908,0.31413,4.307,,0.95307,0.18094,0.1545,-0.01599,6.078,1.935,1.323,6492701.0,2173365.0,,,,0.0,0.00014999999,0.07193,1.65,0.028499998,,,,,none,,,2026-04-05T17:05:23.264426,AGM Group Holdings Inc.,stock
AGMI,HOLD,50,Weak,"['✓ MACD bullish crossover', 'Mixed signals']",69.82,-0.84,7.09,68.5478,75.8752,48.87,-2.845,-3.5261,3.2186,80.5357,56.5599,68.5478,1400,6135,0.23,91.80000305175781,25.849000930786133,66.67,75.87516014099121,56.92006010055542,,,,,26.503801,,,,,,,,,,,,,,,,,,3.17,,,,,,,,,,,,,,2026-04-05T17:05:23.564562,Themes Silver Miners ETF,stock
AGNC,BUY,85,Strong,"['✓ MACD bullish crossover', '✓ Low P/E (6.9)', '✗ High D/E (688.7%)', '✓ High ROE (15.1%)', '✓ Strong margins (92.9%)', '✓ Analyst rating: buy']",10.15,1.3,1.33,10.0945,10.7316,50.88,-0.2323,-0.2715,0.2822,10.7008,9.4882,10.0945,12504500,22344874,0.56,12.1899995803833,7.849999904632568,53.0,10.931600036621093,10.280800013542175,Real Estate,REIT - Mortgage,11400878659.368204,81336025088.0,6.9047613,6.7662606,,1.0784105,6.344395,0.92933,5.461,7.724,0.15076,0.016449999,1.0,0.95879,688.679,0.183,0.17,17233999872.0,85347999744.0,,14.19,1.44,0.9796,0.39395002,0.00415,4.39,0.083000004,13.0,10.0,11.55556,12.0,buy,2.5,9.0,2026-04-05T17:05:23.893557,AGNC Investment Corp.,stock
AGNCL,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ Price below lower BB', '✓ High volume (1.9x avg)', '✗ High D/E (688.7%)', '✓ High ROE (15.1%)', '✓ Strong margins (92.9%)', 'Mixed signals']",24.1,-0.5,-2.05,24.5232,24.5586,31.48,-0.1061,-0.0459,0.2507,24.9412,24.1052,24.5232,29200,15690,1.86,25.489999771118164,22.84000015258789,47.55,25.033300132751464,24.920060062408446,Real Estate,REIT - Mortgage,,96803373056.0,,,,2.5605612,,0.92933,5.461,7.724,0.15076,0.016449999,1.0,0.95879,688.679,0.183,0.17,17233999872.0,85347999744.0,,8.05,1.94,,,,4.37,,,,,,none,,,2026-04-05T17:05:24.159803,AGNC Investment Corp.,stock
AGNCM,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ High volume (3.0x avg)', '✗ High D/E (688.7%)', '✓ High ROE (15.1%)', '✓ Strong margins (92.9%)', 'Mixed signals']",23.89,-0.79,-1.18,24.1763,24.331,33.75,-0.1008,-0.083,0.1946,24.4947,23.8579,24.1763,54300,18198,2.98,25.360000610351562,23.010000228881836,37.45,24.83315990447998,24.86258994102478,Real Estate,REIT - Mortgage,,96570531840.0,,,,2.538249,4.7260857,0.92933,5.461,7.724,0.15076,0.016449999,1.0,0.95879,688.679,0.183,0.17,17233999872.0,85347999744.0,,9.16,2.19,,0.23413,0.0,1.97,,,,,,none,,,2026-04-05T17:05:24.441582,AGNC Investment Corp.,stock
AGNCN,HOLD,50,Weak,"['✓ High volume (2.4x avg)', '✗ High D/E (688.7%)', '✓ High ROE (15.1%)', '✓ Strong margins (92.9%)', 'Mixed signals']",24.94,0.4,0.17,24.9006,24.9854,46.67,-0.0686,-0.0621,0.1902,25.2157,24.5856,24.9006,72800,30833,2.36,26.110000610351562,23.632999420166016,52.77,25.536299896240234,25.591844882965088,Real Estate,REIT - Mortgage,,97734737920.0,,,,2.649809,4.7666492,0.92933,5.461,7.724,0.15076,0.016449999,1.0,0.95879,688.679,0.183,0.17,17233999872.0,85347999744.0,,9.59,2.39,,0.000120000004,0.0,0.84,,,,,,none,,,2026-04-05T17:05:24.715513,AGNC Investment Corp.,stock
AGNCO,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ High volume (2.6x avg)', '✗ High D/E (688.7%)', '✓ High ROE (15.1%)', '✓ Strong margins (92.9%)', 'Mixed signals']",24.61,0.2,-0.23,24.6886,24.8083,35.98,-0.093,-0.0776,0.1687,25.0294,24.3479,24.6886,83200,32209,2.58,25.8700008392334,23.68000030517578,42.47,25.353139915466308,25.384009962081908,Real Estate,REIT - Mortgage,,97368842240.0,,,,2.6147473,,0.92933,5.461,7.724,0.15076,0.016449999,1.0,0.95879,688.679,0.183,0.17,17233999872.0,85347999744.0,,9.57,2.36,,0.00191,0.0,1.08,,,,,,none,,,2026-04-05T17:05:25.023632,AGNC Investment Corp.,stock
AGNCP,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ High volume (2.2x avg)', '✗ High D/E (688.7%)', '✓ High ROE (15.1%)', '✓ Strong margins (92.9%)', 'Mixed signals']",23.91,0.29,-0.92,24.1311,24.3509,32.9,-0.159,-0.1248,0.1736,24.5982,23.664,24.1311,217100,97595,2.22,25.56999969482422,23.3700008392334,24.55,24.882280044555664,25.03129502296448,Real Estate,REIT - Mortgage,,96592707584.0,,,,2.540374,,0.92933,5.461,7.724,0.15076,0.016449999,1.0,0.95879,688.679,0.183,0.17,17233999872.0,85347999744.0,,9.53,2.28,,,,0.85,,,,,,none,,,2026-04-05T17:05:25.306497,AGNC Investment Corp.,stock
AGNCZ,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ MACD bullish crossover', '✓ High volume (2.0x avg)', '✗ High D/E (688.7%)', '✓ High ROE (15.1%)', '✓ Strong margins (92.9%)', 'Mixed signals']",24.69,-0.24,-0.48,24.8415,25.1743,39.59,-0.1513,-0.1539,0.2556,25.2717,24.4113,24.8415,129600,66159,1.96,26.3700008392334,24.6200008392334,4.0,25.71136001586914,25.586410953573985,Real Estate,REIT - Mortgage,,97457545216.0,,,,2.6232471,,0.92933,5.461,7.724,0.15076,0.016449999,1.0,0.95879,688.679,0.183,0.17,17233999872.0,85347999744.0,,5.29,1.31,,,,0.55,,,,,,none,,,2026-04-05T17:05:25.587242,AGNC Investment Corp.,stock
AGNG,HOLD,50,Weak,"['✓ MACD bullish crossover', 'Mixed signals']",35.959,-0.36,2.45,35.5395,36.7678,54.41,-0.4262,-0.5751,0.8039,37.0238,34.0552,35.5395,5700,25195,0.23,39.47999954223633,27.426000595092773,70.79,36.7678199005127,34.749795036315916,,,,,26.554817,,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,2026-04-05T17:05:25.901809,Global X Aging Population ETF,stock
AGPU,HOLD,50,Weak,"['✗ RSI overbought (76.2)', '✓ MACD bullish crossover', '✗ Price above upper BB', '✓ High volume (5.0x avg)', '✓ Low D/E (3.5%)', 'Mixed signals']",4.07,14.33,152.8,1.859,2.3911,76.24,0.0742,-0.2311,0.5491,3.2377,0.4803,1.859,8831400,1753722,5.04,32.099998474121094,1.0299999713897705,9.78,2.39110000371933,8.412125014662742,Technology,Software - Infrastructure,13811614.772535801,13420948.0,,,,-0.040320184,110.24245,0.0,-0.013,,-9.8014,-0.61408,0.42034,-2328.6125,3.492,10.024,4.23,10790850.0,1666189.0,,,,0.0,0.027290002,0.13520999,3.21,0.0428,,,,,none,,,2026-04-05T17:05:26.176279,Axe Compute Inc.,stock
AGRZ,HOLD,50,Weak,"['✗ MACD bearish crossover', '✓ Low P/E (5.5)', '✓ High ROE (85.9%)', '✓ High short interest (15.0%)', 'Mixed signals']",0.492,-4.84,-5.57,0.5305,0.4564,32.19,0.0098,0.0171,0.1006,0.819,0.242,0.5305,487500,5896487,0.08,7.199999809265137,0.3310000002384186,2.34,0.4564400041103363,1.8177716537254063,Consumer Defensive,Farm Products,10663354.914539605,18294576.0,5.4666667,,,2.5580802,0.17012405,0.13293,3.202,,0.85853994,0.21909,0.32122,0.15624,69.847,1.274,1.274,3625690.0,11393532.0,,,,0.0,0.0094099995,0.51388,0.13,0.15010001,,,,,none,,,2026-04-05T17:05:26.432719,Agroz Inc.,stock
AGYS,BUY,85,Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ MACD bullish crossover', '✗ High P/E (66.4)', '✓ Low D/E (6.5%)', '✓ Strong institutional (108%)', '✓ Analyst upside (94%)', '✓ Analyst rating: strong_buy']",71.09,2.11,-1.0,71.2105,78.8924,58.54,-2.4403,-3.208,2.9721,76.2277,66.1933,71.2105,174300,342479,0.51,145.25,63.709999084472656,9.05,78.89239974975585,106.17964992523193,Technology,Software - Application,1998215176.2945251,1931639680.0,66.43925,32.69573,,6.3620906,6.4326167,0.09793,0.156,1.528,0.106759995,0.040149998,0.61665,0.10782,6.484,1.307,1.167,81453000.0,20304000.0,,,,0.0,1.0775499,0.04513,3.42,0.054,155.0,120.0,138.0,140.0,strong_buy,1.42857,5.0,2026-04-05T17:05:26.752943,"Agilysys, Inc.",stock
AGZD,HOLD,50,Weak,"['✓ Price above 20 & 50 SMA (uptrend)', 'Mixed signals']",22.55,0.18,0.18,22.4612,22.4223,66.65,0.0307,0.0233,0.0834,22.5529,22.3695,22.4612,22000,28169,0.78,22.770000457763672,21.860000610351562,75.82,22.52699993133545,22.45794994354248,,,,,,,,,,,,,,,,,,,,,,,4.06,,,,,,,,,,,,,,2026-04-05T17:05:27.120266,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,stock
AHCO,HOLD,50,Weak,"['✓ Price above 20 & 50 SMA (uptrend)', '✗ RSI overbought (70.0)', '✓ Strong institutional (107%)', 'Mixed signals']",12.03,1.43,5.62,10.6607,10.2606,70.01,0.4947,0.3279,0.5461,12.338,8.9835,10.6607,1056900,1309817,0.81,12.09000015258789,7.105000019073486,98.8,10.260599975585938,9.659124965667724,Healthcare,Medical Devices,1635055200.1868286,3439378176.0,,9.670418,,1.0497382,0.5038913,-0.02182,-0.012,,-0.042540003,0.02905,0.20892,0.06196,124.666,1.023,0.711,106240000.0,1902800000.0,,,,0.0,1.07152,0.029360002,5.29,0.0867,17.0,9.5,12.875,13.0,none,,8.0,2026-04-05T17:05:27.375481,AdaptHealth Corp.,stock
AHG,HOLD,50,Weak,"['✓ Price above 20 & 50 SMA (uptrend)', '✗ MACD bearish crossover', '✓ High volume (2.9x avg)', '✓ Low D/E (1.0%)', 'Mixed signals']",2.22,-4.31,-6.29,2.2194,1.7374,34.75,0.1817,0.2147,0.1845,2.8472,1.5917,2.2194,160400,55780,2.88,2.5,0.8309999704360962,83.22,1.7374399900436401,1.6277200001478196,Healthcare,Medical Distribution,1901883297.450503,5696591360.0,,,,9.61039,128.1398,0.0,0.009,,-0.68286,-0.01418,0.01001,-0.20537001,1.04,1.53,1.19,11128627.0,2063053.0,,,,0.0,0.0002,0.0,1.6,0.0001,,,,,none,,,2026-04-05T17:05:27.645681,Akso Health Group,stock
AHMA,BUY,80,Strong,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ RSI oversold (2.1)', '✓ MACD bullish crossover', '✓ Low D/E (0.9%)', '✓ High ROE (19.1%)']",1.16,-0.85,-15.94,3.5362,9.9027,2.14,-2.0253,-2.0546,0.8287,7.7319,-0.6594,3.5362,235800,1609430,0.15,39.5,1.059999942779541,0.26,9.90270000219345,8.695530991638655,Consumer Cyclical,Travel Services,34480999.00782108,31505854.0,29.0,,,4.8535566,1.7440146,0.05901,0.144,1.909,0.19063,0.07858,0.22574,0.03419,0.917,2.797,1.614,1035626.0,61480.0,,,,0.0,0.0149,0.80438006,0.29,0.0041,,,,,none,,,2026-04-05T17:05:27.889152,Ambitions Enterprise Management Co. L.L.C,stock
AIA,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', 'Mixed signals']",105.62,-1.66,-2.89,107.922,110.2788,47.16,-1.5105,-1.2242,3.29,113.5891,102.2549,107.922,140100,546477,0.26,119.69999694824219,59.90999984741211,76.45,110.27880020141602,96.37425025939942,,,,,16.60174,,,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,2026-04-05T17:05:28.208347,iShares Asia 50 ETF,stock
AIFD,HOLD,50,Weak,"['✓ Price above 20 & 50 SMA (uptrend)', 'Mixed signals']",39.825,0.86,-0.72,39.2969,39.1272,53.77,-0.1223,-0.071,1.241,41.2687,37.325,39.2969,7000,15312,0.46,40.79999923706055,20.0,95.31,39.12724021911621,35.86148507118225,,,,,41.818676,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2026-04-05T17:05:28.700833,TCW Artificial Intelligence ETF,stock
AIFF,HOLD,50,Weak,"['✓ Price above 20 & 50 SMA (uptrend)', '✗ MACD bearish crossover', '✓ High short interest (11.6%)', 'Mixed signals']",2.12,-5.36,26.19,2.0735,1.3336,42.59,0.2574,0.2829,0.5157,2.8132,1.3338,2.0735,990600,10179964,0.1,4.510000228881836,0.6200000047683716,38.56,1.3336000013351441,2.0336500030755995,Technology,Software - Application,33313854.161665916,28614320.0,,,,3.8756855,29.171501,0.0,6.774,,-5.47563,-0.70922995,0.5648,-5.8301,,1.429,1.043,2747000.0,0.0,,,,0.0,0.06336,0.25361001,0.07,0.1155,,,,,none,,,2026-04-05T17:05:28.965151,"Firefly Neuroscience, Inc.",stock
AIFU,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ Low P/E (0.1)', '✓ Low D/E (6.6%)', 'Mixed signals']",1.47,6.52,-10.91,1.695,1.8268,30.6,-0.1489,-0.1226,0.1371,2.1368,1.2532,1.695,2000,23167,0.09,9.399999618530273,1.3200000524520874,1.86,1.8267999958992005,4.071550005078316,Financial Services,Insurance Brokers,170440671.8272426,-482982976.0,0.12570453,2.725926,,0.026567629,0.14161171,-0.014359999,-0.735,,-0.07372,-0.01622,0.41572,-0.02616,6.57,3.722,3.681,621137984.0,137340992.0,,,,0.0,0.00035999998,0.89554,1.57,0.0001,,,,,none,,,2026-04-05T17:05:29.253641,AIFU Inc.,stock
AIHS,HOLD,50,Weak,"['✗ MACD bearish crossover', '✓ Low D/E (5.3%)', 'Mixed signals']",1.17,2.63,-33.14,1.439,1.3191,36.09,-0.0117,0.0413,0.1848,1.76,1.118,1.439,45000,44832,1.0,17.0,0.8330000042915344,2.08,1.319099986553192,1.849745005965233,Industrials,Rental & Leasing Services,5332261.934413791,5421281.0,,,,13.448276,1.7022591,-1.15739,-0.205,,-1.3566499,-0.44551998,0.19746,-3.05725,5.257,2.237,1.909,3508226.0,199504.0,,,,0.0,0.012949999,0.02567,2.68,0.0136,,,,,none,,,2026-04-05T17:05:29.510288,Senmiao Technology Limited,stock
AIIO,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ RSI oversold (27.7)', '✓ Price below lower BB', 'Mixed signals']",1.4,-22.65,-34.33,2.2293,2.9642,27.68,-0.384,-0.3708,0.3115,3.0451,1.4135,2.2293,289077,389149,0.74,69.5979995727539,1.371000051498413,0.04,2.9642000007629394,17.791280031204224,Consumer Cyclical,Auto Manufacturers,518487807.1702051,31760978.0,,,,-0.31390134,4.5148716,0.0,-0.879,,,-0.60959,0.54528,-7.3588,,0.301,0.17,1683000.0,17131000.0,,,,0.0,0.00398,0.21542,0.65,0.00059999997,,,,,none,,,2026-04-05T17:05:29.777774,Robo.ai Inc.,stock
AIMD,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ MACD bullish crossover', 'Mixed signals']",1.44,0.0,0.0,1.4475,1.6187,52.63,-0.0488,-0.0557,0.1051,1.5655,1.3295,1.4475,4900,638948,0.01,4.5,1.2599999904632568,5.56,1.618660011291504,2.5796250003576278,Technology,Scientific & Technical Instruments,10463057.695764542,21045702.0,,,,1.1197512,84.2728,0.0,,,-1.28005,-0.35193002,0.82888,-386.47995,145.453,1.056,0.387,417353.0,11000000.0,,,,0.0,0.03421,0.58721,0.43,0.0173,,,,,none,,,2026-04-05T17:05:30.286927,"Ainos, Inc.",stock
AIOS,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', 'Mixed signals']",0.554,-2.29,-4.65,0.6442,0.78,36.97,-0.0615,-0.0607,0.1142,0.8353,0.4531,0.6442,128600,1676459,0.08,6.449999809265137,0.42800000309944153,2.09,0.780019998550415,2.7621900084614754,Technology,Information Technology Services,2658290.4280974865,-3052526.0,,,,0.01859239,0.011128372,-0.31209,-0.527,,-0.44527,-0.00894,0.10175,0.046469998,,2.689,0.368,10079125.0,0.0,,,,0.0,0.0013400001,0.3481,0.02,0.0348,,,,,none,,,2026-04-05T17:05:31.047381,AIOS Tech Inc.,stock
AIOT,BUY,80,Strong,"['✓ MACD bullish crossover', '✓ High short interest (11.8%)', '✓ Strong institutional (90%)', '✓ Analyst upside (235%)']",3.08,1.32,0.98,3.0595,3.8056,47.62,-0.2146,-0.2802,0.1593,3.3988,2.7202,3.0595,1773600,1596714,1.11,6.070000171661377,2.7799999713897705,9.12,3.8056000089645385,4.626000003814697,Technology,Software - Infrastructure,413173602.925375,669990464.0,,16.0,,0.84685177,0.9543769,-0.07005,0.066,,-0.06426,0.01667,0.54633,0.07643,59.765,1.094,0.859,31215000.0,289967008.0,,,,0.0,0.89779,0.07019,10.11,0.1185,13.0,8.0,10.33333,9.5,none,,6.0,2026-04-05T17:05:31.305519,"PowerFleet, Inc.",stock
AIP,HOLD,50,Weak,"['✓ Price above 20 & 50 SMA (uptrend)', 'Mixed signals']",18.2,3.7,1.17,15.9105,15.627,65.95,0.4447,0.24,1.2761,18.2271,13.5939,15.9105,428800,479237,0.89,19.850000381469727,5.460000038146973,88.53,15.62700008392334,13.105850005149842,Technology,Semiconductors,827504184.8887672,778872128.0,,176.13472,,-54.984898,11.72451,-0.4923,0.3,,,-0.18729,0.90231,-0.42047,,1.126,1.034,54599000.0,5967000.0,,,,0.0,0.56666,0.2701,2.03,0.045100003,24.0,16.0,20.25,20.5,none,,4.0,2026-04-05T17:05:31.559728,"Arteris, Inc.",stock
AIPI,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', 'Mixed signals']",34.21,0.38,-0.61,34.5501,34.7932,45.67,-0.3613,-0.2918,0.7826,36.3237,32.7764,34.5501,86600,174250,0.5,45.08000183105469,32.209999084472656,15.54,36.28002006530762,40.76883502960205,,,,,38.50979,,,,,,,,,,,,,,,,,,41.2,,,,,,,,,,,,,,2026-04-05T17:05:31.824296,REX AI Equity Premium Income ETF,stock
AIPO,HOLD,50,Weak,['Mixed signals'],25.44,0.16,-2.94,25.3595,25.401,52.06,-0.1112,-0.0607,0.9221,26.503,24.216,25.3595,155000,337888,0.46,27.049999237060547,19.170000076293945,79.57,25.400999908447265,23.31948272661231,,,,,38.27325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05T17:05:32.089815,Defiance AI & Power Infrastructure ETF,stock
AIQ,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', 'Mixed signals']",47.27,-0.15,-1.32,48.0695,49.5652,45.32,-0.9011,-0.845,1.295,50.97,45.169,48.0695,1662300,2092322,0.79,53.939998626708984,30.600000381469727,71.42,49.565200119018556,48.524200115203854,,,,,29.054968,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,2026-04-05T17:05:32.371810,Global X Artificial Intelligence & Technology ETF,stock
AIRE,HOLD,50,Weak,"['✗ Price below 20 & 50 SMA (downtrend)', '✓ Low D/E (3.1%)', '✓ Analyst upside (376%)', '✓ Analyst rating: buy', 'Mixed signals']",0.25,-1.96,-12.28,0.287,0.3228,32.18,-0.0226,-0.019,0.0234,0.3497,0.2243,0.287,1042600,2585340,0.4,1.7999999523162842,0.14000000059604645,6.63,0.3227999994158745,0.462034999653697,Real Estate,Real Estate Services,32963136.75,26621978.0,,-3.5742857,,2.8758621,7.3009896,0.0,0.701,,-2.49702,-0.58536,0.54253,-5.00522,3.071,2.696,2.166,7783529.0,384597.0,,,,0.0,0.04226,0.26928,2.51,0.0347,2.0,0.38,1.19,1.19,buy,2.0,2.0,2026-04-05T17:05:32.675433,reAlpha Tech Corp.,stock
