ticker,signal,confidence,buy_score,sell_score,current_price,price_change_1d,price_change_7d,price_change_30d,rsi,sma_20,sma_50,macd,macd_signal,relative_volume,week_52_position_pct,trailing_pe,forward_pe,peg_ratio,beta,target_mean,upside_pct,analyst_recommendation,factors,analyzed_at
NTR,WEAK_BUY,65,3,2,75.47,1.22,-0.79,6.76,36.77,76.423,73.0722,0.5733,1.0127,0.92,75.01,16.19528,15.529447,,1.11,78.0015,3.35,buy,RSI Near Oversold (36.8); MACD Bearish Crossover; Reasonable P/E (16.2); Analyst buy,2026-04-05T23:06:24.189729
FOXF,WEAK_BUY,65,3,1,16.77,-1.53,-5.57,-14.96,60.29,16.548,17.8989,-0.2348,-0.3399,0.83,20.39,,9.807017,,1.46,22.83333,36.16,none,RSI Elevated (60.3); MACD Bullish Crossover; High Upside Potential (36.2%),2026-04-05T23:06:24.197732
MLR,WEAK_BUY,65,3,2,45.69,-0.5,1.15,5.54,70.7,44.6223,43.4667,0.654,0.5706,1.16,78.52,23.075756,14.278125,,1.141,48.5,6.15,none,Uptrend (price > SMA20 > SMA50); RSI Overbought (70.7); MACD Above Signal; Reasonable P/E (23.1),2026-04-05T23:06:24.205676
CGEM,BUY,80,4,0,14.43,3.52,2.63,5.71,57.25,13.8595,13.46,0.0502,0.0301,1.45,79.11,,-5.0175076,,-0.111,31.35455,117.29,strong_buy,Uptrend (price > SMA20 > SMA50); MACD Above Signal; Analyst strong_buy; High Upside Potential (117.3%),2026-04-05T23:06:24.213639
EAT,BUY,80,6,0,144.69,0.93,-1.65,-1.25,50.71,141.9355,150.048,-1.7876,-2.3951,0.81,51.13,14.600404,11.73527,,1.347,188.59091,30.34,buy,MACD Bullish Crossover; Low P/E (14.6); Analyst buy; High Upside Potential (30.3%),2026-04-05T23:06:24.221654
AHR,HOLD,50,4,4,48.09,1.2,0.85,-6.9,28.21,49.7617,49.7787,-0.9969,-0.6859,0.71,76.66,114.50001,49.23874,,1.18,58.07692,20.77,buy,Downtrend (price < SMA20 < SMA50); RSI Oversold (28.2); MACD Below Signal; High P/E (114.5); Analyst buy; High Upside Potential (20.8%),2026-04-05T23:06:24.229582
CTRI,WEAK_SELL,65,1,3,29.83,-1.78,-2.04,-6.34,52.74,29.724,29.7648,-0.0742,-0.0325,0.69,85.47,119.32,30.596127,,,31.03571,4.04,buy,MACD Below Signal; High P/E (119.3); Analyst buy,2026-04-05T23:06:24.237519
KREF,BUY,80,4,1,6.22,3.49,0.91,-4.87,47.67,6.2947,6.8039,-0.2051,-0.22,1.27,8.51,,10.453781,,0.96,8.625,38.67,buy,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Analyst buy; High Upside Potential (38.7%),2026-04-05T23:06:24.245371
BUFC,WEAK_BUY,65,2,0,40.72,-0.07,0.1,-1.97,50.0,40.6894,41.1481,-0.1641,-0.1937,1.65,84.62,27.38585,,,,,,none,MACD Bullish Crossover,2026-04-05T23:06:24.253035
AKAN,BUY,80,5,1,0.688,-1.01,-12.91,-26.02,37.52,0.7733,0.9587,-0.0988,-0.1071,0.09,0.39,0.004443942,,,1.73,,,none,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (37.5); MACD Bullish Crossover; Low P/E (0.0),2026-04-05T23:06:24.260815
BAH,BUY,80,5,3,83.13,3.43,3.76,7.67,62.59,79.134,81.5713,-0.0838,-0.6311,0.63,16.15,12.333828,13.198191,,0.355,102.33333,23.1,hold,RSI Elevated (62.6); MACD Bullish Crossover; Price Above Upper BB; Low P/E (12.3); High Upside Potential (23.1%),2026-04-05T23:06:24.268651
AAEQ,WEAK_BUY,65,2,1,46.925,0.13,0.01,-4.29,47.22,47.0912,48.2563,-0.593,-0.6246,0.91,36.98,27.809435,,,,,,none,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover,2026-04-05T23:06:24.276376
BDSX,HOLD,50,2,2,15.07,2.1,-0.53,14.25,31.24,16.3227,13.7504,0.0899,0.4724,0.03,69.35,,-68.5,,0.566,30.0,99.07,none,RSI Near Oversold (31.2); MACD Bearish Crossover; High Upside Potential (99.1%),2026-04-05T23:06:24.284209
GLNG,SELL,80,3,4,55.29,3.06,4.14,21.39,84.29,50.012,45.7329,2.827,2.5425,0.97,96.53,92.15,61.093925,,0.1,52.5625,-4.93,strong_buy,Uptrend (price > SMA20 > SMA50); RSI Overbought (84.3); MACD Above Signal; High P/E (92.2); Analyst strong_buy,2026-04-05T23:06:24.292013
FELE,WEAK_BUY,65,2,0,93.19,-0.46,-0.25,-2.77,58.66,92.428,97.5347,-1.3998,-1.8051,0.66,43.85,28.940994,18.183414,,1.072,111.75,19.92,none,MACD Bullish Crossover,2026-04-05T23:06:24.299754
IRTC,BUY,80,4,1,116.8,-1.2,-4.1,-22.63,56.98,118.232,135.6165,-5.2148,-6.5169,0.48,20.32,,139.65613,,1.181,211.42857,81.02,strong_buy,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Analyst strong_buy; High Upside Potential (81.0%),2026-04-05T23:06:24.307593
BMAX,WEAK_SELL,65,1,2,23.007,0.17,-1.31,-0.56,44.29,23.1501,23.2723,-0.095,-0.0718,2.0,8.99,,,,,,,none,Downtrend (price < SMA20 < SMA50); MACD Below Signal; High Volume + Price Up,2026-04-05T23:06:24.315201
BIXI,SELL,80,0,4,9.9,0.0,0.0,-0.1,45.45,9.909,9.9072,0.0007,0.0021,1.5,66.67,,,,,,,none,Strong Downtrend (below both SMAs); MACD Bearish Crossover,2026-04-05T23:06:24.322744
AGEN,SELL,80,2,4,3.33,-2.06,-6.46,8.82,55.84,3.419,3.2112,0.0343,0.067,0.79,32.72,Infinity,-1.447826,,1.607,15.5,365.47,strong_buy,MACD Bearish Crossover; High P/E (inf); Analyst strong_buy; High Upside Potential (365.5%),2026-04-05T23:06:24.330500
AKBA,HOLD,50,2,2,1.38,-2.13,-0.72,16.95,40.48,1.396,1.3596,0.0088,0.0121,0.58,8.17,,-14.526316,,0.37,4.4,218.84,strong_buy,MACD Bearish Crossover; Analyst strong_buy; High Upside Potential (218.8%),2026-04-05T23:06:24.338298
CTSH,BUY,80,6,0,62.54,2.11,4.6,-3.83,59.82,61.6405,67.7358,-1.6234,-2.2075,0.49,13.13,13.714912,10.186729,,0.976,86.8628,38.89,buy,MACD Bullish Crossover; Low P/E (13.7); Analyst buy; High Upside Potential (38.9%),2026-04-05T23:06:24.346200
SWK,BUY,80,4,1,68.64,-3.55,-4.47,-24.53,46.23,70.9232,79.0141,-2.8182,-3.1621,1.14,37.33,25.901886,10.812104,,1.201,90.36786,31.65,buy,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Analyst buy; High Upside Potential (31.7%),2026-04-05T23:06:24.353996
TOT,WEAK_BUY,65,2,1,20.628,0.12,-0.18,-4.65,48.3,20.6836,21.2305,-0.2599,-0.2747,0.49,38.25,25.77414,,,,,,none,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover,2026-04-05T23:06:24.361510
CIVB,BUY,80,5,1,23.0,-0.22,2.54,-5.85,62.06,22.405,23.2897,-0.0991,-0.2265,0.47,68.1,8.712121,8.041959,,0.632,26.33333,14.49,buy,RSI Elevated (62.1); MACD Bullish Crossover; Low P/E (8.7); Analyst buy,2026-04-05T23:06:24.369216
AEVA,WEAK_SELL,65,1,3,13.23,0.23,-13.3,5.5,40.44,14.5858,13.9809,-0.3869,-0.1355,0.35,22.52,,-8.689654,,2.103,24.1,82.16,none,Strong Downtrend (below both SMAs); MACD Below Signal; High Upside Potential (82.2%),2026-04-05T23:06:24.378667
AACB,HOLD,50,2,2,10.34,0.0,0.0,-0.01,50.0,10.3385,10.3478,-0.0,-0.0003,0.03,90.74,1034.0,,,,,,none,MACD Bullish Crossover; High P/E (1034.0),2026-04-05T23:06:24.386348
MAZE,BUY,80,4,2,28.71,-1.17,-9.52,-35.07,13.11,42.4725,44.4426,-4.6767,-2.5541,1.07,46.87,,-8.11636,,,64.81818,125.77,strong_buy,Downtrend (price < SMA20 < SMA50); RSI Oversold (13.1); MACD Below Signal; Analyst strong_buy; High Upside Potential (125.8%),2026-04-05T23:06:24.394172
UIS,WEAK_BUY,65,3,2,2.06,-0.48,-3.29,-8.04,25.0,2.2125,2.346,-0.0939,-0.0839,0.42,1.48,,2.1627297,,1.462,4.875,136.65,none,Downtrend (price < SMA20 < SMA50); RSI Oversold (25.0); MACD Below Signal; High Upside Potential (136.7%),2026-04-05T23:06:24.401987
UAL,BUY,80,6,0,92.21,-3.02,-0.8,-18.42,57.26,91.3875,101.8938,-3.045,-3.8583,1.22,59.0,9.040196,6.245559,,1.286,131.20833,42.29,strong_buy,MACD Bullish Crossover; Low P/E (9.0); Analyst strong_buy; High Upside Potential (42.3%),2026-04-05T23:06:24.409782
TPR,SELL,80,1,4,141.2,-2.18,-3.41,-9.87,48.71,142.7735,144.083,-1.4008,-1.1566,0.53,79.95,54.728683,19.591192,,1.61,160.21053,13.46,buy,Downtrend (price < SMA20 < SMA50); MACD Below Signal; High P/E (54.7); Analyst buy,2026-04-05T23:06:24.417500
LINC,SELL,80,2,5,41.74,-0.5,0.31,39.18,66.69,38.981,33.5118,2.2278,2.2952,0.45,97.53,65.21876,39.19249,,0.829,44.4,6.37,strong_buy,Uptrend (price > SMA20 > SMA50); RSI Elevated (66.7); MACD Bearish Crossover; High P/E (65.2); Analyst strong_buy,2026-04-05T23:06:24.425244
ASUR,HOLD,50,2,2,8.45,1.32,5.76,7.92,41.38,8.5955,8.6286,-0.1091,-0.1083,0.54,35.26,,7.946733,,0.487,13.33333,57.79,strong_buy,Downtrend (price < SMA20 < SMA50); MACD Below Signal; Analyst strong_buy; High Upside Potential (57.8%),2026-04-05T23:06:24.433008
SLDB,WEAK_BUY,65,3,2,7.49,1.49,3.6,31.17,51.79,7.3323,6.7043,0.1781,0.2041,0.6,80.51,,-4.445051,,2.583,17.07692,128.0,strong_buy,Uptrend (price > SMA20 > SMA50); MACD Bearish Crossover; Analyst strong_buy; High Upside Potential (128.0%),2026-04-05T23:06:24.442438
SHO,SELL,80,1,4,9.01,0.22,-1.72,-3.18,55.89,9.0298,9.0769,-0.0468,-0.0448,0.68,55.32,225.25002,72.08,,0.978,10.08333,11.91,buy,Downtrend (price < SMA20 < SMA50); MACD Below Signal; High P/E (225.3); Analyst buy,2026-04-05T23:06:24.450274
SPSC,STRONG_BUY,95,7,1,56.08,-0.27,1.96,-3.23,29.74,58.4725,66.3398,-2.8102,-3.1966,0.81,3.5,22.79675,11.062038,,0.615,82.09091,46.38,buy,Downtrend (price < SMA20 < SMA50); RSI Oversold (29.7); MACD Bullish Crossover; Reasonable P/E (22.8); Analyst buy; High Upside Potential (46.4%),2026-04-05T23:06:24.457994
BMI,HOLD,50,3,3,156.73,1.63,2.19,-1.4,62.51,149.782,152.6561,0.0134,-0.9783,0.61,15.04,32.65208,28.25099,,0.897,179.0,14.21,buy,RSI Elevated (62.5); MACD Bullish Crossover; Price Above Upper BB; Analyst buy,2026-04-05T23:06:24.465781
NE,WEAK_SELL,65,1,3,49.86,2.8,0.95,10.75,65.34,47.5005,43.4826,1.744,1.8798,1.08,94.88,36.933334,20.785395,,1.006,42.2,-15.36,none,Uptrend (price > SMA20 > SMA50); RSI Elevated (65.3); MACD Bearish Crossover,2026-04-05T23:06:24.473499
RES,WEAK_SELL,65,1,2,6.9,2.83,-2.27,13.11,59.13,6.7805,6.3112,0.2359,0.2611,0.59,84.59,46.0,23.0,,0.608,6.24,-9.57,hold,Uptrend (price > SMA20 > SMA50); MACD Bearish Crossover,2026-04-05T23:06:24.481342
REFI,BUY,80,4,2,11.01,0.18,-4.79,-4.0,37.7,11.5777,11.6272,-0.155,-0.0701,1.56,6.05,6.5535717,5.7343755,,0.298,16.0,45.32,none,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (37.7); MACD Below Signal; Low P/E (6.6); High Upside Potential (45.3%),2026-04-05T23:06:24.488988
BDMD,WEAK_SELL,65,0,2,1.95,2.63,-11.76,25.81,40.26,2.2055,1.7877,-0.0217,0.0441,0.16,18.34,,,,-1.155,,,none,MACD Bearish Crossover,2026-04-05T23:06:24.496543
PR,SELL,80,3,4,21.18,2.82,1.24,18.92,71.51,20.0494,18.1141,0.9478,0.9571,0.93,93.24,16.546875,12.330226,,0.552,23.8,12.37,strong_buy,Uptrend (price > SMA20 > SMA50); RSI Overbought (71.5); MACD Bearish Crossover; Reasonable P/E (16.5); Analyst strong_buy,2026-04-05T23:06:24.504340
ACRV,HOLD,50,2,2,1.52,4.11,0.0,-0.65,44.05,1.557,1.6388,-0.073,-0.0673,0.23,18.73,,-0.8172043,,1.735,11.5,656.58,strong_buy,Downtrend (price < SMA20 < SMA50); MACD Below Signal; Analyst strong_buy; High Upside Potential (656.6%),2026-04-05T23:06:24.512139
VCTR,BUY,80,5,2,62.93,-3.01,-10.38,-16.15,38.67,67.1178,69.8023,-1.3893,-1.0123,0.85,51.76,15.42402,8.250366,,1.051,73.0,16.0,buy,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (38.7); MACD Below Signal; Price Below Lower BB; Reasonable P/E (15.4); Analyst buy,2026-04-05T23:06:24.519852
TDW,BUY,80,4,1,84.38,1.13,8.43,14.99,67.99,78.2225,73.6264,2.5613,2.0769,0.82,92.03,12.707831,14.003584,,0.563,82.28571,-2.48,hold,Uptrend (price > SMA20 > SMA50); RSI Elevated (68.0); MACD Above Signal; Low P/E (12.7),2026-04-05T23:06:24.527641
AUTL,BUY,80,4,1,1.41,2.17,6.02,-15.57,47.69,1.4225,1.4809,-0.0588,-0.0602,0.56,19.12,,-1.9267823,,,8.79,523.4,strong_buy,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Analyst strong_buy; High Upside Potential (523.4%),2026-04-05T23:06:24.535445
FCBC,WEAK_BUY,65,3,1,41.96,0.55,2.29,3.6,66.32,40.5585,39.3554,0.7089,0.6503,1.01,92.83,15.8339615,14.127946,,0.485,40.0,-4.67,none,Uptrend (price > SMA20 > SMA50); RSI Elevated (66.3); MACD Above Signal; Reasonable P/E (15.8),2026-04-05T23:06:24.544801
NI,BUY,80,4,0,47.49,1.26,3.96,2.42,50.89,46.4625,45.7304,0.2275,0.192,0.49,96.19,24.353846,21.353418,,0.61,48.78571,2.73,buy,Uptrend (price > SMA20 > SMA50); MACD Above Signal; Reasonable P/E (24.4); Analyst buy,2026-04-05T23:06:24.552592
CAKE,HOLD,50,2,2,55.23,-0.13,-1.94,-12.67,39.31,57.4395,59.7351,-1.6394,-1.4278,0.71,46.43,18.049019,12.473462,,1.007,64.44444,16.68,hold,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (39.3); MACD Below Signal; Reasonable P/E (18.0),2026-04-05T23:06:24.560401
IRT,BUY,80,5,3,15.1,1.55,1.75,-7.77,35.76,15.3546,15.9943,-0.3715,-0.3719,0.9,9.36,62.916668,137.27274,,1.014,19.25,27.48,buy,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (35.8); MACD Bullish Crossover; High P/E (62.9); Analyst buy; High Upside Potential (27.5%),2026-04-05T23:06:24.568224
CLBT,WEAK_SELL,65,1,2,14.0,0.86,-1.13,6.38,45.4,14.3005,14.3441,-0.2269,-0.1953,0.34,25.54,45.16129,22.948187,,1.275,21.66667,54.76,none,Downtrend (price < SMA20 < SMA50); MACD Below Signal; High Upside Potential (54.8%),2026-04-05T23:06:24.576005
SOLV,STRONG_BUY,95,7,1,63.57,-1.21,-1.66,-12.85,38.21,66.022,71.8912,-2.4192,-2.5722,0.85,10.44,7.1587834,9.027316,,0.774,86.58333,36.2,buy,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (38.2); MACD Bullish Crossover; Low P/E (7.2); Analyst buy; High Upside Potential (36.2%),2026-04-05T23:06:24.583792
CWK,BUY,80,4,0,12.48,-0.16,2.46,-6.38,55.59,12.2245,13.6588,-0.373,-0.512,0.48,49.59,32.842106,7.350213,,1.494,17.74545,42.19,buy,MACD Bullish Crossover; Analyst buy; High Upside Potential (42.2%),2026-04-05T23:06:24.591586
SAIA,WEAK_BUY,65,3,2,354.28,-0.17,2.88,-13.93,72.12,337.6745,366.1716,-6.4096,-10.5149,0.53,62.27,37.175236,25.91052,,2.04,395.4,11.61,buy,RSI Overbought (72.1); MACD Bullish Crossover; Analyst buy,2026-04-05T23:06:24.599309
BEEX,WEAK_BUY,65,3,0,24.461,0.17,0.68,-4.13,51.52,24.3954,25.1758,-0.3041,-0.3545,0.55,69.08,24.922518,,,,,,none,MACD Bullish Crossover; Reasonable P/E (24.9),2026-04-05T23:06:24.606831
BGM,BUY,80,4,1,0.337,10.86,-42.88,-67.6,18.58,0.7222,1.3728,-0.2922,-0.2935,1.38,0.39,,,,,,,none,Downtrend (price < SMA20 < SMA50); RSI Oversold (18.6); MACD Bullish Crossover,2026-04-05T23:06:24.614434
AVL,SELL,80,0,4,33.94,0.54,-3.5,-12.76,44.5,35.6361,37.0917,-1.4592,-1.338,0.37,36.3,55.704315,,,,,,none,Downtrend (price < SMA20 < SMA50); MACD Below Signal; High P/E (55.7),2026-04-05T23:06:24.621939
CRI,BUY,80,4,1,35.91,0.9,2.81,-18.48,61.79,34.6331,36.3852,-0.2732,-0.5178,0.61,59.5,14.193676,10.11031,,0.976,37.0,3.04,hold,RSI Elevated (61.8); MACD Bullish Crossover; Low P/E (14.2),2026-04-05T23:06:24.629640
CEPI,HOLD,50,2,2,28.911,0.51,-4.05,-2.78,45.36,29.4022,29.9329,-0.4059,-0.3099,0.49,11.54,14.259351,,,,,,none,Downtrend (price < SMA20 < SMA50); MACD Below Signal; Low P/E (14.3),2026-04-05T23:06:24.637146
AUID,WEAK_SELL,65,1,2,1.2,5.26,-10.45,-13.04,30.49,1.4005,1.5488,-0.0939,-0.0688,0.03,4.12,,,,,,,none,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (30.5); MACD Below Signal,2026-04-05T23:06:24.644820
HUN,WEAK_BUY,65,1,0,12.91,-0.84,4.37,3.25,57.43,12.0658,12.2986,0.1823,0.0154,0.46,79.24,,79.39729,,0.603,12.53846,-2.88,hold,MACD Above Signal,2026-04-05T23:06:24.652555
BU,WEAK_BUY,65,2,1,21.513,-2.79,13.12,-26.8,46.02,21.5671,26.8836,-2.1128,-2.5574,0.57,20.52,,,,,,,none,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover,2026-04-05T23:06:24.660061
BJRI,BUY,80,4,1,35.84,0.56,-3.58,-13.01,64.47,35.294,38.8476,-0.8263,-1.1251,0.98,39.76,16.592592,13.270241,,1.319,44.77778,24.94,hold,RSI Elevated (64.5); MACD Bullish Crossover; Reasonable P/E (16.6); High Upside Potential (24.9%),2026-04-05T23:06:24.667798
IVR,BUY,80,4,0,8.1,1.38,0.62,-3.65,53.23,7.9609,8.2676,-0.0818,-0.119,0.56,61.54,6.1363635,3.456605,,1.671,8.5,4.94,hold,MACD Bullish Crossover; Low P/E (6.1),2026-04-05T23:06:24.675657
BTDR,BUY,80,4,1,9.345,0.05,8.66,20.12,64.01,8.2792,9.7862,-0.0909,-0.32,0.72,11.95,,-1401.0496,,2.284,21.61667,131.32,strong_buy,RSI Elevated (64.0); MACD Bullish Crossover; Analyst strong_buy; High Upside Potential (131.3%),2026-04-05T23:06:24.683380
AVX,WEAK_SELL,65,1,2,0.582,2.11,-12.87,-3.0,34.19,0.6906,0.7713,-0.0693,-0.0638,0.33,0.35,,,,,,,none,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (34.2); MACD Below Signal,2026-04-05T23:06:24.691205
CATY,BUY,80,4,2,50.6,-0.18,2.22,-4.75,79.38,48.504,50.4299,-0.0154,-0.4111,0.84,76.72,11.145374,8.908451,,0.811,53.6,5.93,hold,RSI Overbought (79.4); MACD Bullish Crossover; Low P/E (11.1),2026-04-05T23:06:24.698840
ABAT,BUY,80,5,1,2.78,2.21,-2.8,-21.69,28.23,3.0435,3.5904,-0.2719,-0.2745,0.45,18.06,,-19.857143,,1.015,6.0,115.83,none,Downtrend (price < SMA20 < SMA50); RSI Oversold (28.2); MACD Bullish Crossover; High Upside Potential (115.8%),2026-04-05T23:06:24.706790
INSP,STRONG_BUY,95,7,1,54.99,2.52,6.96,-7.63,38.9,55.341,62.8092,-3.4792,-4.0649,0.79,5.81,11.245399,20.453405,,0.86,79.41667,44.42,buy,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (38.9); MACD Bullish Crossover; Low P/E (11.2); Analyst buy; High Upside Potential (44.4%),2026-04-05T23:06:24.714562
EPAC,BUY,80,5,1,35.44,-2.42,-5.44,-16.4,47.7,36.2235,39.3032,-1.039,-1.141,0.79,13.98,22.289307,16.25688,,0.988,50.5,42.49,buy,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; Reasonable P/E (22.3); Analyst buy; High Upside Potential (42.5%),2026-04-05T23:06:24.722436
GTN,WEAK_SELL,65,1,3,4.49,2.05,-3.85,-6.25,45.0,4.6853,4.6811,-0.096,-0.0571,0.77,42.77,,26.411762,,0.92,7.3,62.58,none,Strong Downtrend (below both SMAs); MACD Below Signal; High Upside Potential (62.6%),2026-04-05T23:06:24.730383
ARTCU,WEAK_BUY,65,2,0,9.9,0.0,0.1,-0.45,50.0,9.8975,9.9366,-0.0086,-0.0117,0.0,15.38,,,,,,,none,MACD Bullish Crossover,2026-04-05T23:06:24.739693
SPT,WEAK_BUY,65,3,1,5.66,1.07,1.62,-20.17,44.12,5.79,6.9758,-0.3968,-0.4782,0.59,1.44,,4.557533,,0.997,9.6,69.61,none,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; High Upside Potential (69.6%),2026-04-05T23:06:24.747460
LBRDK,BUY,80,4,0,51.19,1.75,0.49,-4.46,52.29,50.8425,51.357,-0.3114,-0.3441,0.49,16.44,,7.6861863,,0.964,77.0,50.42,buy,MACD Bullish Crossover; Analyst buy; High Upside Potential (50.4%),2026-04-05T23:06:24.755328
LLYVK,WEAK_SELL,65,1,2,97.0,2.28,2.12,-0.67,58.38,94.508,91.9368,0.1338,0.1996,0.43,86.64,,75.78125,,1.289,115.0,18.56,none,Uptrend (price > SMA20 > SMA50); MACD Bearish Crossover,2026-04-05T23:06:24.763053
AGL,HOLD,50,2,2,10.74,10.15,0.61,-1.92,32.71,12.3212,14.2695,-1.5036,-1.3081,1.48,2.26,,-2.3883226,,0.329,21.5625,100.77,hold,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (32.7); MACD Below Signal; High Upside Potential (100.8%),2026-04-05T23:06:24.770876
GRNT,WEAK_BUY,65,3,1,5.73,0.7,2.14,12.19,68.46,5.452,5.1385,0.2122,0.1947,1.1,61.02,31.833332,7.2531643,,0.219,7.4,29.14,hold,Uptrend (price > SMA20 > SMA50); RSI Elevated (68.5); MACD Above Signal; High Upside Potential (29.1%),2026-04-05T23:06:24.778770
VHI,WEAK_BUY,65,2,0,14.03,0.21,0.21,-3.53,57.75,13.7949,14.2436,0.0264,-0.0341,0.3,30.26,,4.330247,,1.114,,,none,MACD Bullish Crossover,2026-04-05T23:06:24.786550
DV,WEAK_SELL,65,1,3,9.94,1.64,0.91,3.65,42.86,10.078,10.0518,-0.1304,-0.098,1.59,25.05,33.13333,7.6135907,,0.993,12.86111,29.39,none,Strong Downtrend (below both SMAs); MACD Below Signal; High Upside Potential (29.4%),2026-04-05T23:06:24.794432
FITB,BUY,80,5,2,47.11,0.62,3.77,-11.35,75.35,44.9167,48.7744,-0.6905,-1.2168,0.57,64.08,13.34561,9.613914,,0.973,56.09524,19.07,buy,RSI Overbought (75.4); MACD Bullish Crossover; Low P/E (13.3); Analyst buy,2026-04-05T23:06:24.802228
STC,BUY,80,6,1,60.55,-0.74,3.29,-9.95,39.01,61.7584,65.6381,-1.7112,-1.8972,0.83,18.72,14.950617,7.977602,,1.044,81.33333,34.32,none,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (39.0); MACD Bullish Crossover; Low P/E (15.0); High Upside Potential (34.3%),2026-04-05T23:06:24.809900
CBNK,BUY,80,5,3,30.32,0.53,4.19,-2.66,68.05,29.182,30.1618,-0.0091,-0.2048,0.84,48.08,8.891496,8.2954855,,0.591,34.75,14.61,strong_buy,RSI Elevated (68.0); MACD Bullish Crossover; Price Above Upper BB; Low P/E (8.9); Analyst strong_buy,2026-04-05T23:06:24.817588
SFBS,BUY,80,5,0,73.12,-0.03,-0.48,-15.29,52.14,73.0403,79.274,-1.7517,-2.0608,0.66,27.48,14.450594,10.450686,,0.894,93.66667,28.1,none,MACD Bullish Crossover; Low P/E (14.5); High Upside Potential (28.1%),2026-04-05T23:06:24.825212
COLB,BUY,80,4,1,27.73,-0.68,0.47,-11.62,65.76,26.913,28.7084,-0.3091,-0.5332,0.78,62.03,12.056521,8.188323,,0.683,31.76923,14.57,hold,RSI Elevated (65.8); MACD Bullish Crossover; Low P/E (12.1),2026-04-05T23:06:24.832988
DSGR,SELL,80,3,4,26.62,-0.75,0.45,-13.32,77.67,24.496,27.5456,-0.1638,-0.5472,0.71,51.42,147.88889,15.813892,,0.528,35.5,33.36,none,RSI Overbought (77.7); MACD Bullish Crossover; High P/E (147.9); High Upside Potential (33.4%),2026-04-05T23:06:24.840821
ASLE,WEAK_BUY,65,3,1,6.17,-0.96,-3.14,-18.6,46.85,6.2735,6.9948,-0.2511,-0.2765,0.73,17.13,34.27778,6.81768,,0.223,8.0,29.66,none,Downtrend (price < SMA20 < SMA50); MACD Bullish Crossover; High Upside Potential (29.7%),2026-04-05T23:06:24.848540
BIPC,WEAK_SELL,65,2,3,40.17,1.59,5.02,-15.24,23.92,42.1525,45.7498,-2.1723,-2.1001,0.74,41.19,,3.5021794,,1.38,45.0,12.02,sell,Downtrend (price < SMA20 < SMA50); RSI Oversold (23.9); MACD Below Signal; Analyst sell,2026-04-05T23:06:24.856285
BDRX,BUY,80,5,0,4.3665,42.23,26.38,-24.72,53.65,3.8089,5.7398,-0.6676,-0.832,53.32,3.73,,-6565.6226,,1.11,7.002694,60.37,strong_buy,MACD Bullish Crossover; High Volume + Price Up; Analyst strong_buy; High Upside Potential (60.4%),2026-04-05T23:06:24.863866
MCHB,BUY,80,4,3,14.93,1.43,1.77,-0.62,66.51,14.3995,14.5958,0.0565,-0.0113,1.04,81.4,12.237705,10.9779415,,0.205,16.0,7.17,hold,RSI Elevated (66.5); MACD Bullish Crossover; Price Above Upper BB; Low P/E (12.2),2026-04-05T23:06:24.871569
NG,BUY,80,5,1,9.06,-3.21,10.35,-15.88,38.66,9.479,10.3128,-0.6382,-0.6787,0.87,56.01,,-49.499043,,2.162,12.956317,43.01,buy,Downtrend (price < SMA20 < SMA50); RSI Near Oversold (38.7); MACD Bullish Crossover; Analyst buy; High Upside Potential (43.0%),2026-04-05T23:06:24.879349
LIND,HOLD,50,2,2,17.06,-3.62,-8.18,-18.18,56.1,17.4785,18.2938,-0.293,-0.263,0.84,69.74,,60.91987,,2.255,23.8,39.51,strong_buy,Downtrend (price < SMA20 < SMA50); MACD Below Signal; Analyst strong_buy; High Upside Potential (39.5%),2026-04-05T23:06:24.887179
COLAU,WEAK_BUY,65,2,0,10.66,0.0,0.0,-14.72,,10.66,11.3022,-0.1629,-0.2002,0.0,14.12,,,,,,,none,MACD Bullish Crossover,2026-04-05T23:06:24.894801
COCP,HOLD,50,4,4,1.51,48.04,39.81,49.5,77.27,1.072,1.0254,0.0371,0.0134,58.47,35.91,,-1.556701,,,6.66667,341.5,none,Uptrend (price > SMA20 > SMA50); RSI Overbought (77.3); MACD Above Signal; Price Above Upper BB; High Volume + Price Up; High Upside Potential (341.5%),2026-04-05T23:06:24.902474
