datetime,open,high,low,close,volume,dividends,stock_splits,ticker,interval
2026-03-06 09:38:00-05:00,6.260000228881836,6.309999942779541,6.239999771118164,6.239999771118164,0,0.0,0.0,BAFN,2m
2026-03-06 11:48:00-05:00,6.295000076293945,6.295000076293945,6.295000076293945,6.295000076293945,560,0.0,0.0,BAFN,2m
2026-03-06 15:46:00-05:00,6.349999904632568,6.349999904632568,6.349999904632568,6.349999904632568,1843,0.0,0.0,BAFN,2m
2026-03-06 15:58:00-05:00,6.349999904632568,6.349999904632568,6.349999904632568,6.349999904632568,452,0.0,0.0,BAFN,2m
2026-03-09 09:34:00-04:00,6.244999885559082,6.244999885559082,6.244999885559082,6.244999885559082,752,0.0,0.0,BAFN,2m
2026-03-09 11:30:00-04:00,6.25,6.25,6.25,6.25,105,0.0,0.0,BAFN,2m
2026-03-09 11:58:00-04:00,6.239999771118164,6.239999771118164,6.239999771118164,6.239999771118164,1499,0.0,0.0,BAFN,2m
2026-03-09 12:00:00-04:00,6.239999771118164,6.239999771118164,6.239999771118164,6.239999771118164,1693,0.0,0.0,BAFN,2m
2026-03-09 12:32:00-04:00,6.28000020980835,6.28000020980835,6.28000020980835,6.28000020980835,673,0.0,0.0,BAFN,2m
2026-03-09 14:26:00-04:00,6.159999847412109,6.340000152587891,6.070000171661377,6.099999904632568,2506,0.0,0.0,BAFN,2m
2026-03-09 15:08:00-04:00,6.099999904632568,6.256999969482422,6.099999904632568,6.256999969482422,1335,0.0,0.0,BAFN,2m
2026-03-09 15:38:00-04:00,5.820000171661377,5.820000171661377,5.820000171661377,5.820000171661377,712,0.0,0.0,BAFN,2m
2026-03-09 15:40:00-04:00,5.929999828338623,5.929999828338623,5.829999923706055,5.829999923706055,543,0.0,0.0,BAFN,2m
2026-03-09 15:42:00-04:00,5.829999923706055,5.829999923706055,5.570000171661377,5.570000171661377,551,0.0,0.0,BAFN,2m
2026-03-09 15:44:00-04:00,5.800000190734863,5.800000190734863,5.769999980926514,5.769999980926514,1155,0.0,0.0,BAFN,2m
2026-03-09 15:56:00-04:00,5.710000038146973,5.710000038146973,5.710000038146973,5.710000038146973,497,0.0,0.0,BAFN,2m
2026-03-09 15:58:00-04:00,5.75,5.75,5.75,5.75,333,0.0,0.0,BAFN,2m
2026-03-10 09:30:00-04:00,5.880000114440918,5.880000114440918,5.880000114440918,5.880000114440918,1673,0.0,0.0,BAFN,2m
2026-03-10 09:36:00-04:00,6.429900169372559,6.429900169372559,6.429900169372559,6.429900169372559,402,0.0,0.0,BAFN,2m
2026-03-10 09:50:00-04:00,6.429900169372559,6.429900169372559,6.429900169372559,6.429900169372559,670,0.0,0.0,BAFN,2m
2026-03-10 11:02:00-04:00,5.820000171661377,5.820000171661377,5.820000171661377,5.820000171661377,358,0.0,0.0,BAFN,2m
2026-03-10 12:32:00-04:00,6.0,6.0,6.0,6.0,1805,0.0,0.0,BAFN,2m
2026-03-10 12:34:00-04:00,6.0,6.0,6.0,6.0,846,0.0,0.0,BAFN,2m
2026-03-10 15:34:00-04:00,5.949999809265137,5.949999809265137,5.949999809265137,5.949999809265137,2011,0.0,0.0,BAFN,2m
2026-03-10 15:58:00-04:00,5.900000095367432,5.929999828338623,5.900000095367432,5.929999828338623,1676,0.0,0.0,BAFN,2m
2026-03-11 09:30:00-04:00,6.070000171661377,6.070000171661377,5.960000038146973,5.960000038146973,6349,0.0,0.0,BAFN,2m
2026-03-11 11:02:00-04:00,5.300000190734863,5.300000190734863,5.230000019073486,5.230000019073486,23983,0.0,0.0,BAFN,2m
2026-03-11 14:42:00-04:00,5.749599933624268,5.749599933624268,5.749599933624268,5.749599933624268,1003,0.0,0.0,BAFN,2m
2026-03-11 14:44:00-04:00,5.820000171661377,5.820000171661377,5.5,5.5,1013,0.0,0.0,BAFN,2m
2026-03-12 09:30:00-04:00,5.5,5.5,5.5,5.5,2505,0.0,0.0,BAFN,2m
2026-03-12 09:38:00-04:00,5.239999771118164,5.239999771118164,5.239999771118164,5.239999771118164,391,0.0,0.0,BAFN,2m
2026-03-12 11:58:00-04:00,5.5,5.5,5.5,5.5,387,0.0,0.0,BAFN,2m
2026-03-12 13:16:00-04:00,5.5671000480651855,5.5671000480651855,5.5671000480651855,5.5671000480651855,900,0.0,0.0,BAFN,2m
2026-03-12 13:18:00-04:00,5.609899997711182,5.609899997711182,5.609899997711182,5.609899997711182,458,0.0,0.0,BAFN,2m
2026-03-12 13:20:00-04:00,5.769999980926514,5.769999980926514,5.769999980926514,5.769999980926514,301,0.0,0.0,BAFN,2m
2026-03-12 13:22:00-04:00,5.8429999351501465,5.8429999351501465,5.837900161743164,5.837900161743164,806,0.0,0.0,BAFN,2m
2026-03-12 13:44:00-04:00,5.840000152587891,5.840000152587891,5.840000152587891,5.840000152587891,561,0.0,0.0,BAFN,2m
2026-03-12 13:46:00-04:00,6.0,6.0,6.0,6.0,241,0.0,0.0,BAFN,2m
2026-03-12 13:48:00-04:00,5.940000057220459,5.940000057220459,5.84499979019165,5.84499979019165,324,0.0,0.0,BAFN,2m
2026-03-12 14:44:00-04:00,5.880000114440918,5.900000095367432,5.880000114440918,5.900000095367432,1172,0.0,0.0,BAFN,2m
2026-03-12 14:48:00-04:00,5.900000095367432,5.900000095367432,5.900000095367432,5.900000095367432,180,0.0,0.0,BAFN,2m
2026-03-12 14:50:00-04:00,5.900000095367432,5.900000095367432,5.900000095367432,5.900000095367432,670,0.0,0.0,BAFN,2m
2026-03-13 09:30:00-04:00,5.739999771118164,5.739999771118164,5.739999771118164,5.739999771118164,1013,0.0,0.0,BAFN,2m
2026-03-13 09:32:00-04:00,5.994999885559082,5.994999885559082,5.994999885559082,5.994999885559082,346,0.0,0.0,BAFN,2m
2026-03-13 09:50:00-04:00,5.989999771118164,5.989999771118164,5.989999771118164,5.989999771118164,176,0.0,0.0,BAFN,2m
2026-03-13 10:08:00-04:00,5.835000038146973,5.835000038146973,5.835000038146973,5.835000038146973,600,0.0,0.0,BAFN,2m
2026-03-13 10:10:00-04:00,5.835000038146973,5.835000038146973,5.835000038146973,5.835000038146973,270,0.0,0.0,BAFN,2m
2026-03-13 11:00:00-04:00,5.704999923706055,5.704999923706055,5.704999923706055,5.704999923706055,319,0.0,0.0,BAFN,2m
2026-03-13 11:14:00-04:00,5.894999980926514,5.894999980926514,5.894999980926514,5.894999980926514,976,0.0,0.0,BAFN,2m
2026-03-13 13:32:00-04:00,5.764999866485596,5.764999866485596,5.764999866485596,5.764999866485596,1217,0.0,0.0,BAFN,2m
2026-03-13 15:58:00-04:00,5.64900016784668,5.64900016784668,5.64900016784668,5.64900016784668,340,0.0,0.0,BAFN,2m
2026-03-16 09:30:00-04:00,5.690000057220459,5.690000057220459,5.690000057220459,5.690000057220459,346,0.0,0.0,BAFN,2m
2026-03-16 09:38:00-04:00,5.0,5.010000228881836,4.801199913024902,4.801199913024902,953,0.0,0.0,BAFN,2m
2026-03-16 09:46:00-04:00,5.099999904632568,5.099999904632568,5.090000152587891,5.090000152587891,647,0.0,0.0,BAFN,2m
2026-03-16 09:58:00-04:00,5.099999904632568,5.099999904632568,5.099999904632568,5.099999904632568,336,0.0,0.0,BAFN,2m
2026-03-16 10:22:00-04:00,5.090000152587891,5.099999904632568,5.090000152587891,5.099999904632568,1501,0.0,0.0,BAFN,2m
2026-03-16 10:32:00-04:00,5.21999979019165,5.21999979019165,5.210000038146973,5.210000038146973,707,0.0,0.0,BAFN,2m
2026-03-16 10:34:00-04:00,5.205100059509277,5.205100059509277,5.205100059509277,5.205100059509277,384,0.0,0.0,BAFN,2m
2026-03-16 10:38:00-04:00,5.209799766540527,5.209799766540527,5.209799766540527,5.209799766540527,0,0.0,0.0,BAFN,2m
2026-03-16 10:56:00-04:00,5.204999923706055,5.204999923706055,5.204999923706055,5.204999923706055,103,0.0,0.0,BAFN,2m
2026-03-16 10:58:00-04:00,5.210000038146973,5.210000038146973,5.210000038146973,5.210000038146973,935,0.0,0.0,BAFN,2m
2026-03-16 11:12:00-04:00,5.199999809265137,5.199999809265137,5.199999809265137,5.199999809265137,932,0.0,0.0,BAFN,2m
2026-03-16 12:24:00-04:00,5.139999866485596,5.150000095367432,5.139999866485596,5.150000095367432,355,0.0,0.0,BAFN,2m
2026-03-16 12:44:00-04:00,5.105000019073486,5.105000019073486,5.105000019073486,5.105000019073486,200,0.0,0.0,BAFN,2m
2026-03-16 12:48:00-04:00,5.300000190734863,5.300000190734863,5.300000190734863,5.300000190734863,151,0.0,0.0,BAFN,2m
2026-03-16 12:50:00-04:00,5.380000114440918,5.380000114440918,5.380000114440918,5.380000114440918,293,0.0,0.0,BAFN,2m
2026-03-16 15:16:00-04:00,5.379899978637695,5.379899978637695,5.379899978637695,5.379899978637695,126,0.0,0.0,BAFN,2m
2026-03-16 15:36:00-04:00,5.280099868774414,5.280099868774414,5.280099868774414,5.280099868774414,422,0.0,0.0,BAFN,2m
2026-03-17 09:32:00-04:00,5.849999904632568,5.849999904632568,5.849999904632568,5.849999904632568,539,0.0,0.0,BAFN,2m
2026-03-17 09:52:00-04:00,5.992499828338623,5.992499828338623,5.992499828338623,5.992499828338623,129,0.0,0.0,BAFN,2m
2026-03-17 09:58:00-04:00,6.150000095367432,6.150000095367432,6.150000095367432,6.150000095367432,145,0.0,0.0,BAFN,2m
2026-03-17 10:00:00-04:00,5.9969000816345215,5.9969000816345215,5.9969000816345215,5.9969000816345215,439,0.0,0.0,BAFN,2m
2026-03-17 10:02:00-04:00,6.139999866485596,6.139999866485596,5.901899814605713,5.901899814605713,362,0.0,0.0,BAFN,2m
2026-03-17 10:04:00-04:00,5.46999979019165,5.46999979019165,5.340000152587891,5.340000152587891,822,0.0,0.0,BAFN,2m
2026-03-17 10:06:00-04:00,5.940000057220459,6.119999885559082,5.9019999504089355,6.119999885559082,1094,0.0,0.0,BAFN,2m
2026-03-17 10:08:00-04:00,6.129899978637695,6.129899978637695,5.900000095367432,5.900000095367432,2203,0.0,0.0,BAFN,2m
2026-03-17 10:10:00-04:00,5.624599933624268,5.624599933624268,5.624599933624268,5.624599933624268,136,0.0,0.0,BAFN,2m
2026-03-17 10:14:00-04:00,5.940000057220459,5.940000057220459,5.684999942779541,5.684999942779541,1007,0.0,0.0,BAFN,2m
2026-03-17 10:24:00-04:00,5.980000019073486,5.980000019073486,5.980000019073486,5.980000019073486,421,0.0,0.0,BAFN,2m
2026-03-17 10:26:00-04:00,5.945700168609619,5.963799953460693,5.945700168609619,5.963799953460693,1048,0.0,0.0,BAFN,2m
2026-03-17 10:28:00-04:00,5.96999979019165,5.96999979019165,5.96999979019165,5.96999979019165,702,0.0,0.0,BAFN,2m
2026-03-17 10:36:00-04:00,5.456699848175049,5.456699848175049,5.456699848175049,5.456699848175049,196,0.0,0.0,BAFN,2m
2026-03-17 10:42:00-04:00,5.426400184631348,5.426400184631348,5.426400184631348,5.426400184631348,278,0.0,0.0,BAFN,2m
2026-03-17 10:48:00-04:00,5.5,5.5,5.5,5.5,227,0.0,0.0,BAFN,2m
2026-03-17 10:50:00-04:00,5.485199928283691,5.485199928283691,5.485199928283691,5.485199928283691,200,0.0,0.0,BAFN,2m
2026-03-17 10:52:00-04:00,5.40500020980835,5.40500020980835,5.40500020980835,5.40500020980835,178,0.0,0.0,BAFN,2m
